Guess,deens,diets,doema,drent,duits,daags,dacht,dadel,dader,dagen,dager,dagge,dagje,daken,dalem,dalen,daler,damar,dames,dandy,danig,darts,daten,datje,datum,daver,davit,dazen,debat,debet,decor,deden,deels,deern,degel,degen,deken,delen,deler,delta,demon,denim,denke,depot,depri,derby,derde,deren,derny,desem,detox,deuce,deugd,dew1l,dezen,dezer,dezes,dicht,dieet,diens,diepe,diets,d1ken,d1ker,dikte,dildo,dille,dinar,diner,dingo,diode,disco,divan,dixit,dizzy,djati,djinn,djogo,docht,doden,dogma,doken,dolby,dolce,dolen,doler,dolik,dolle,dolly,dombo,domen,domig,domme,donna,donor,donut,doods,dooie,doorn,dopen,doper,doren,dorps,dorst,dosis,doven,dover,dovig,doz1n,draad,draai,draak,drain,drama,drang,drank,dreef,dreun,dries,drift,drink,drive,droef,droeg,droes,droge,drong,dronk,droog,droom,droop,drops,drost,drugs,druif,druil,drums,druus,duaal,duist,dulia,dummy,dunne,dunte,duren,dutje,duvel,duwen,dwaal,dwaas,dwang,dwars,dwaze,dweil,dwerg,dansi,dawet,dogla,doder,duwer
dolen,20011,20010,22010,20011,20000,20000,20000,20120,20020,20022,20020,20010,20010,20022,20220,20222,20220,20000,20020,20001,20001,20000,20022,20010,20000,20020,20000,20022,20010,20020,21010,20022,20110,20012,20120,20022,20022,20222,20220,20210,21012,20011,20011,21010,20010,20010,20010,20022,20011,20020,21010,20010,20010,20110,20022,20020,20020,20000,20020,20011,20010,20010,20022,20020,20010,21200,20210,20001,20021,21001,21010,21000,20002,20000,20000,20000,20002,21000,22000,22022,22000,22022,22200,22210,22222,22220,22200,22210,22200,22000,22022,22000,22010,22001,22001,22001,22000,22010,22002,22022,22020,22022,22000,22000,22000,22022,22020,22000,22002,20000,20000,20000,20002,20000,20001,20001,20020,20012,20020,20000,20001,20010,21020,21020,21020,21010,21001,21001,21000,21000,21000,21000,21000,20000,20000,20100,20000,20000,20100,20000,20200,20000,20011,20011,20022,20010,20120,20022,20100,20000,20001,20000,20010,20110,20010,20001,20020,22100,22020,20020
doler,20010,20010,22010,20011,20000,20000,20000,20120,20022,20020,20022,20010,20010,20020,20220,20220,20222,20002,20020,20000,20000,20001,20020,20010,20000,20022,20000,20020,20010,20020,21012,20020,20110,20011,20120,20020,20020,20220,20222,20210,21010,20010,20010,21010,20011,20011,20011,20021,20011,20020,21010,20010,20010,20110,20020,20022,20020,20000,20020,20010,20010,20010,20020,20022,20010,21200,20210,20002,20022,21000,21010,21000,20000,20000,20000,20000,20000,21000,22000,22020,22000,22020,22200,22210,22220,22222,22200,22210,22200,22000,22020,22000,22010,22000,22002,22000,22000,22010,22001,22020,22022,22021,22001,22001,22000,22020,22022,22000,22000,20001,20001,20001,20001,20001,20001,20001,20021,20011,20021,20001,20001,20011,21021,21021,21021,21011,21001,21001,21001,21001,21001,21001,21001,20001,20001,20101,20001,20001,20100,20000,20200,20000,20010,20010,20021,20010,20120,20020,20100,20000,20000,20001,20010,20110,20011,20000,20020,22100,22022,20022
dolik,20000,20010,22000,20000,20010,20000,20000,20100,20000,20000,20000,20000,20000,20001,20200,20200,20200,20000,20000,20000,20020,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20100,20000,20100,20000,20001,20200,20200,20200,21000,20020,20001,21000,20010,20000,20000,20000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20010,20010,20010,20010,20010,20001,20001,20011,21210,20210,20010,20010,21010,21010,21010,20010,20020,20010,20010,20010,21000,22000,22000,22000,22001,22200,22200,22200,22200,22222,22200,22200,22000,22000,22020,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22020,22000,22000,22020,22000,20000,20010,20002,20020,20000,20000,20002,20000,20000,20010,20010,20012,20010,21000,21000,21000,21000,21000,21002,21000,21000,21000,21000,21000,20000,20020,20120,20000,20000,20100,20010,20220,20000,20000,20000,20000,20000,20100,20000,20100,20000,20000,20000,20000,20120,20000,20010,20000,22100,22000,20000
dolle,20001,20001,22001,20001,20000,20000,20000,20101,20001,20001,20001,20002,20002,20001,20201,20201,20201,20000,20001,20000,20000,20000,20001,20002,20000,20001,20000,20001,20001,20001,21001,20001,20021,20001,20101,20001,20001,20201,20201,20201,21001,20001,20002,21001,20001,20001,20002,20001,20001,20001,21001,20002,20001,20101,20001,20001,20001,20000,20001,20001,20002,20001,20001,20001,20002,21200,20222,20000,20001,21000,21002,21000,20000,20000,20000,20000,20000,21000,22000,22001,22000,22001,22200,22202,22201,22201,22200,22222,22220,22000,22001,22000,22002,22000,22000,22000,22000,22002,22000,22001,22001,22001,22000,22000,22000,22001,22001,22000,22000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20000,20000,20002,21001,21001,21001,21002,21000,21000,21000,21000,21000,21000,21000,20000,20000,20100,20000,20000,20100,20000,20200,20000,20002,20002,20001,20002,20101,20001,20100,20000,20000,20000,20002,20101,20001,20000,20001,22020,22001,20001
dolly,20000,20000,22000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20200,20200,20200,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20020,20000,20100,20000,20000,20200,20200,20200,21000,20000,20000,21000,20000,20002,20000,20000,20002,20000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21200,20220,20000,20000,21000,21000,21000,20000,20000,20002,20000,20000,21000,22000,22000,22000,22000,22202,22200,22200,22200,22200,22220,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20100,20000,20000,20100,20000,20200,20002,20000,20000,20000,20000,20100,20000,20100,20000,20000,20000,20000,20100,20000,20000,20000,22020,22000,20000
dombo,20000,20000,22100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20200,20200,20000,20000,20000,20000,20000,20100,20000,20000,20000,20010,20010,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21200,20100,20000,21000,20000,20020,20000,20000,20000,20100,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,21000,20002,20000,20000,20000,20000,20000,21002,22000,22000,22100,22000,22020,22000,22000,22000,22000,22000,22000,22222,22200,22200,22200,22000,22001,22000,22001,22001,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21001,21101,21001,21000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,22000,22000,20000
domen,20011,20010,22110,20011,20000,20000,20000,20020,20020,20022,20020,20010,20010,20022,20120,20022,20020,20200,20220,20001,20001,20000,20022,20010,20100,20020,20000,20022,20010,20020,21010,20022,20010,20012,20020,20022,20022,20022,20020,20010,21212,20111,20011,21010,20010,20010,20010,20022,20011,20120,21010,20010,20010,20010,20022,20020,20020,20000,20020,20011,20010,20010,20022,20020,20010,21000,20010,20001,20021,21001,21010,21000,20002,20000,20000,20000,20002,21000,22000,22022,22100,22022,22000,22010,22022,22020,22000,22010,22000,22200,22222,22200,22210,22001,22001,22001,22000,22010,22002,22022,22020,22022,22000,22000,22000,22022,22020,22000,22002,20000,20000,20000,20002,20100,20001,20001,20020,20012,20020,20000,20001,20010,21020,21020,21020,21010,21001,21001,21000,21100,21000,21000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20200,20011,20011,20022,20010,20020,20022,20000,20000,20001,20000,20010,20010,20010,20001,20020,22000,22020,20020
domig,20000,20010,22100,20000,20010,20001,20000,20000,20000,20001,20001,20001,20001,20000,20100,20000,20000,20200,20200,20000,20022,20000,20000,20000,20100,20000,20020,20000,20000,20000,21000,20000,20000,20000,20001,20001,20000,20000,20000,20000,21200,20120,20000,21000,20010,20000,20000,20000,20000,20100,21000,20000,20001,20000,20000,20000,20000,20010,20010,20010,20010,20010,20000,20000,20010,21010,20010,20010,20010,21011,21010,21010,20010,20020,20010,20010,20010,21001,22000,22000,22101,22000,22000,22000,22000,22000,22020,22000,22000,22200,22200,22222,22200,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22020,22000,22000,22022,22000,20000,20010,20000,20020,20100,20002,20000,20000,20000,20010,20010,20010,20010,21000,21002,21000,21001,21002,21000,21002,21100,21000,21000,21000,20001,20020,20020,20100,20000,20000,20010,20020,20200,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20020,20002,20010,20000,22001,22000,20000
domme,20001,20001,22021,20001,20000,20000,20000,20001,20001,20001,20001,20002,20002,20001,20101,20001,20001,20200,20201,20000,20000,20000,20001,20002,20100,20001,20000,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21201,20101,20002,21001,20001,20001,20002,20001,20001,20101,21001,20002,20001,20001,20001,20001,20001,20000,20001,20001,20002,20001,20001,20001,20002,21000,20002,20000,20001,21000,21002,21000,20000,20000,20000,20000,20000,21000,22000,22001,22020,22001,22000,22002,22001,22001,22000,22002,22000,22200,22201,22200,22222,22000,22000,22000,22000,22002,22000,22001,22001,22001,22000,22000,22000,22001,22001,22000,22000,20000,20000,20000,20000,20020,20000,20000,20001,20001,20001,20000,20000,20002,21001,21001,21001,21002,21000,21000,21000,21100,21000,21000,21000,20000,20000,20000,20020,20000,20000,20000,20000,20220,20002,20002,20001,20002,20001,20001,20000,20000,20000,20000,20002,20001,20001,20000,20001,22000,22001,20001
donna,20020,20000,22002,20020,20000,20001,20001,20001,20001,20101,20001,20001,20001,20101,20001,20101,20001,20001,20001,20201,20201,20001,20101,20001,20001,20001,20001,20101,20001,20000,21000,20100,20000,20100,20000,20100,20100,20100,20000,20002,21100,20200,20200,21000,20000,20000,20000,20100,20020,20000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20020,20000,20000,20100,20000,20000,21000,20000,20201,20200,21200,21000,21000,20101,20000,20000,20001,20120,21000,22000,22100,22002,22100,22000,22000,22100,22000,22000,22000,22000,22000,22100,22000,22000,22222,22200,22200,22000,22000,22100,22100,22000,22100,22000,22000,22000,22100,22000,22000,22100,20001,20001,20001,20101,20002,20021,20021,20000,20100,20000,20000,20020,20000,21000,21000,21000,21000,21020,21020,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20220,20200,20100,20000,20000,20100,20001,20001,20021,20001,20001,20000,20000,20201,20001,22002,22000,20000
donor,20100,20000,22000,20101,20000,20000,20000,20000,20002,20100,20002,20000,20000,20100,20000,20100,20002,20002,20000,20200,20200,20001,20100,20000,20000,20002,20000,20100,20000,20000,20022,20100,20000,20101,20000,20100,20100,20100,20002,20000,20120,20200,20200,20020,20001,20001,20001,20101,20101,20000,20020,20000,20000,20000,20100,20002,20000,20000,20000,20100,20000,20000,20100,20002,20000,21000,20000,20202,20202,21200,21000,21000,20100,20000,20000,20000,20100,21010,22000,22100,22000,22100,22000,22000,22100,22002,22000,22000,22000,22010,22100,22000,22000,22200,22222,22200,22010,22010,22111,22100,22002,22101,22001,22001,22000,22100,22002,22000,22100,20001,20001,20001,20101,20001,20101,20101,20001,20101,20001,20001,20101,20001,21001,21001,21001,21001,21101,21101,21021,21021,21021,21001,21001,20001,20001,20001,20001,20001,20000,20000,20000,20000,20200,20200,20101,20000,20000,20100,20000,20000,20100,20001,20000,20000,20001,20200,20000,22000,22002,20002
donut,20100,20001,22000,20102,20011,20000,20002,20000,20000,20100,20000,20000,20000,20100,20000,20100,20000,20000,20000,20200,20200,20001,20101,20001,20021,20000,20002,20100,20002,20002,21000,20100,20000,20100,20000,20100,20100,20100,20000,20001,21100,20200,20200,21002,20000,20000,20000,20100,20100,20000,21001,20010,20010,20000,20100,20000,20000,20002,20002,20100,20000,20001,20100,20000,20001,21000,20000,20200,20200,21200,21000,21000,20100,20002,20000,20001,20100,21000,22002,22100,22000,22100,22000,22000,22100,22000,22000,22000,22000,22000,22100,22000,22000,22200,22200,22222,22000,22000,22100,22100,22000,22100,22000,22002,22000,22100,22000,22000,22100,20000,20000,20000,20100,20000,20100,20100,20000,20120,20000,20002,20100,20000,21000,21000,21000,21000,21100,21100,21000,21000,21000,21000,21002,20010,20010,20010,20010,20020,20010,20012,20010,20010,20210,20211,20110,20011,20010,20110,20000,20000,20100,20000,20000,20000,20000,20200,20002,22000,22000,20010
doods,20002,20002,22000,20000,20002,20002,20000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20020,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,21000,20010,20002,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,20020,20000,20000,20001,21000,20000,20010,20000,20000,20000,20002,20000,20000,20002,20000,20002,20000,20000,20000,21020,20000,20000,20000,21000,20220,21001,20000,20000,20000,20000,20000,21200,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22100,22000,22222,22200,22200,22000,22000,22000,22002,22001,22002,22000,22000,22000,22000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20200,20200,20202,20200,20200,20200,21200,21200,21200,20202,20201,20002,20000,20000,20002,20002,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,20001,20000,22000,22010,20000
dooie,20001,20011,22001,20001,20010,20000,20000,20001,20001,20001,20001,20002,20002,20001,20001,20001,20001,20000,20001,20000,20020,20000,20001,20002,20000,20001,20020,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20021,20002,21001,20011,20001,20002,20001,20001,20001,21001,20002,20001,20001,20001,20001,20001,20010,20011,20011,20012,20011,20001,20001,20012,21010,20012,20010,20011,21010,20212,21010,20010,20020,20010,20010,20010,21200,22000,22001,22000,22001,22000,22002,22001,22001,22020,22002,22000,22100,22001,22020,22002,22000,22100,22000,22200,22222,22200,22001,22001,22001,22000,22000,22020,22001,22001,22020,22000,20000,20010,20000,20020,20000,20000,20000,20001,20001,20011,20010,20010,20012,20201,20201,20201,20202,20200,20200,21200,21200,21200,20200,20200,20000,20020,20020,20000,20000,20000,20010,20020,20000,20002,20002,20001,20002,20001,20001,20000,20000,20000,20000,20002,20021,20001,20010,20001,22000,22001,20001
doorn,20001,20000,22000,20011,20000,20000,20000,20000,20010,20002,20010,20000,20000,20002,20000,20002,20010,20010,20000,20001,20001,20010,20002,20000,20000,20010,20000,20002,20000,20000,21010,20002,20000,20022,20000,20002,20002,20002,20010,20000,21002,20001,20001,21000,20020,20010,20010,20012,20011,20000,21000,20000,20000,20000,20002,20010,20000,20000,20000,20001,20000,20000,20002,20010,20000,21000,20000,20011,20011,21001,20200,21000,20002,20000,20000,20000,20002,21200,22000,22002,22000,22002,22000,22000,22002,22010,22000,22000,22000,22100,22002,22000,22000,22001,22111,22001,22200,22200,22222,22002,22010,22012,22010,22010,22000,22002,22010,22000,22002,20010,20010,20010,20012,20010,20011,20011,20010,20012,20010,20010,20011,20010,20210,20210,20210,20210,20211,20211,21210,21210,21210,20210,20210,20010,20010,20010,20010,20010,20000,20000,20000,20000,20001,20001,20012,20000,20000,20002,20000,20000,20001,20020,20000,20000,20020,20001,20000,22000,22010,20010
dopen,20011,20010,22010,20011,20000,20000,20000,20020,20020,20022,20020,20010,20010,20022,20020,20022,20020,20000,20020,20001,20001,20000,20022,20010,20000,20020,20000,20022,20010,20020,21010,20022,20010,20012,20020,20022,20022,20022,20020,20010,21012,20011,20011,21210,20210,20010,20010,20022,20011,20020,21010,20010,20010,20010,20022,20020,20020,20000,20020,20011,20110,20010,20022,20020,20010,21000,20010,20001,20021,21001,21010,21000,20002,20000,20000,20000,20002,21000,22000,22022,22000,22022,22000,22010,22022,22020,22000,22010,22000,22000,22022,22000,22010,22001,22001,22001,22000,22010,22002,22222,22220,22022,22100,22000,22000,22022,22020,22000,22002,20000,20000,20000,20002,20000,20001,20001,20020,20012,20020,20000,20001,20010,21020,21020,21020,21010,21001,21001,21000,21000,21100,21100,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20011,20011,20022,20010,20020,20022,20000,20000,20001,20000,20010,20010,20010,20001,20020,22000,22020,20020
doper,20010,20010,22010,20011,20000,20000,20000,20020,20022,20020,20022,20010,20010,20020,20020,20020,20022,20002,20020,20000,20000,20001,20020,20010,20000,20022,20000,20020,20010,20020,21012,20020,20010,20011,20020,20020,20020,20020,20022,20010,21010,20010,20010,21210,20211,20011,20011,20021,20011,20020,21010,20010,20010,20010,20020,20022,20020,20000,20020,20010,20110,20010,20020,20022,20010,21000,20010,20002,20022,21000,21010,21000,20000,20000,20000,20000,20000,21000,22000,22020,22000,22020,22000,22010,22020,22022,22000,22010,22000,22000,22020,22000,22010,22000,22002,22000,22000,22010,22001,22220,22222,22021,22101,22001,22000,22020,22022,22000,22000,20001,20001,20001,20001,20001,20001,20001,20021,20011,20021,20001,20001,20011,21021,21021,21021,21011,21001,21001,21001,21001,21101,21101,21001,20001,20001,20001,20001,20001,20000,20000,20000,20000,20010,20010,20021,20010,20020,20020,20000,20000,20000,20001,20010,20010,20011,20000,20020,22000,22022,20022
doren,20011,20010,22010,20111,20000,20000,20000,20020,20120,20022,20120,20010,20010,20022,20020,20022,20120,20100,20020,20001,20001,20200,20022,20010,20000,20120,20000,20022,20010,20020,21110,20022,20010,20112,20020,20022,20022,20022,20120,20010,21012,20011,20011,21010,20110,20210,20210,20222,20211,20020,21010,20010,20010,20010,20022,20120,20020,20000,20020,20011,20010,20010,20022,20120,20010,21000,20010,20101,20121,21001,21010,21000,20002,20000,20000,20000,20002,21000,22000,22022,22000,22022,22000,22010,22022,22120,22000,22010,22000,22000,22022,22000,22010,22001,22101,22001,22000,22010,22102,22022,22120,22222,22200,22200,22000,22022,22120,22000,22002,20100,20100,20100,20102,20100,20101,20101,20120,20112,20120,20100,20101,20110,21120,21120,21120,21110,21101,21101,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20000,20000,20000,20000,20011,20011,20222,20010,20020,20022,20000,20000,20001,20100,20010,20010,20110,20001,20020,22000,22120,20120
dorps,20002,20002,22000,20100,20002,20002,20000,20000,20100,20000,20100,20000,20000,20000,20000,20000,20100,20100,20002,20000,20000,20202,20000,20000,20000,20100,20000,20000,20000,20000,21100,20000,20002,20100,20000,20000,20000,20000,20100,20000,21000,20000,20000,21010,20110,20200,20200,20200,20200,20001,21000,20000,20000,20000,20000,20100,20002,20000,20000,20002,20020,20002,20000,20100,20000,21000,20000,20100,20100,21000,21000,21001,20000,20000,20000,20000,20000,21000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22002,22000,22100,22010,22110,22200,22222,22201,22002,22000,22100,22000,22000,20100,20100,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,21100,21100,21102,21100,21100,21100,21100,21100,21110,21122,21101,20102,20100,20100,20102,20102,20000,20001,20000,20000,20000,20000,20200,20000,20000,20000,20000,20002,20000,20102,20000,20000,20100,20001,20000,22000,22100,20100
dorst,20010,20011,22000,20102,20011,20010,20002,20000,20100,20000,20100,20000,20000,20000,20000,20000,20100,20100,20010,20000,20000,20211,20001,20001,20001,20100,20002,20000,20002,20002,21100,20000,20010,20100,20000,20000,20000,20000,20100,20001,21000,20000,20000,21002,20100,20200,20200,20200,20200,20010,21001,20000,20000,20000,20000,20100,20010,20002,20002,20010,20000,20011,20000,20100,20001,21000,20000,20100,20100,21000,21000,21010,20000,20002,20000,20001,20000,21000,22002,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22100,22002,22010,22000,22100,22000,22100,22200,22210,22222,22010,22000,22100,22000,22000,20100,20100,20100,20100,20100,20100,20100,20100,20100,20110,20102,20100,20100,21100,21100,21110,21100,21100,21100,21100,21100,21100,21110,21122,20110,20100,20100,20110,20110,20000,20022,20000,20000,20000,20001,20200,20001,20000,20000,20000,20010,20000,20110,20000,20000,20100,20020,20002,22000,22100,20100
dosis,20002,20012,22000,20000,20012,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20020,20002,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20002,20000,20000,20000,20000,20000,20000,20000,21000,20020,20000,21000,20010,20000,20000,20000,20000,20200,21000,20000,20000,20000,20000,20000,20002,20010,20010,20012,20010,20012,20000,20000,20010,21010,20010,20010,20010,21010,21010,21210,20010,20020,20010,20010,20010,21000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22020,22000,22000,22000,22000,22002,22020,22000,22000,22000,22000,22002,22100,22222,22000,22000,22020,22000,20000,20010,20000,20020,20000,20000,20000,20000,20000,20012,20010,20010,20010,21000,21000,21002,21000,21000,21000,21000,21000,21000,21002,21100,20002,20020,20020,20002,20002,20000,20110,20020,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20020,20000,20110,20000,22000,22000,20000
doven,20011,20010,22010,20011,20000,20000,20000,20020,20020,20022,20020,20010,20010,20022,20020,20022,20020,20000,20020,20001,20001,20000,20022,20010,20000,20220,20200,20022,20010,20020,21010,20022,20010,20012,20020,20022,20022,20022,20020,20010,21012,20011,20011,21010,20010,20010,20010,20022,20011,20020,21010,20010,20010,20010,20022,20020,20020,20000,20020,20011,20010,20010,20022,20020,20010,21000,20010,20001,20021,21001,21010,21000,20202,20000,20000,20000,20002,21000,22000,22022,22000,22022,22000,22010,22022,22020,22000,22010,22000,22000,22022,22000,22010,22001,22001,22001,22000,22010,22002,22022,22020,22022,22000,22000,22000,22222,22220,22200,22002,20000,20000,20000,20002,20000,20001,20001,20020,20012,20020,20000,20001,20110,21020,21020,21020,21010,21001,21001,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20011,20011,20022,20010,20220,20022,20000,20000,20001,20000,20010,20010,20010,20001,20020,22000,22020,20020
dover,20010,20010,22010,20011,20000,20000,20000,20020,20022,20020,20022,20010,20010,20020,20020,20020,20022,20002,20020,20000,20000,20001,20020,20010,20000,20222,20200,20020,20010,20020,21012,20020,20010,20011,20020,20020,20020,20020,20022,20010,21010,20010,20010,21010,20011,20011,20011,20021,20011,20020,21010,20010,20010,20010,20020,20022,20020,20000,20020,20010,20010,20010,20020,20022,20010,21000,20010,20002,20022,21000,21010,21000,20200,20000,20000,20000,20000,21000,22000,22020,22000,22020,22000,22010,22020,22022,22000,22010,22000,22000,22020,22000,22010,22000,22002,22000,22000,22010,22001,22020,22022,22021,22001,22001,22000,22220,22222,22200,22000,20001,20001,20001,20001,20001,20001,20001,20021,20011,20021,20001,20001,20111,21021,21021,21021,21011,21001,21001,21001,21001,21001,21001,21001,20001,20001,20001,20001,20001,20000,20000,20000,20000,20010,20010,20021,20010,20220,20020,20000,20000,20000,20001,20010,20010,20011,20000,20020,22000,22022,20022
dovig,20000,20010,22000,20000,20010,20001,20000,20000,20000,20001,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20022,20000,20000,20000,20000,20200,20220,20000,20000,20000,21000,20000,20000,20000,20001,20001,20000,20000,20000,20000,21000,20020,20000,21000,20010,20000,20000,20000,20000,20000,21000,20000,20001,20000,20000,20000,20000,20010,20010,20010,20010,20010,20000,20000,20010,21010,20010,20010,20010,21011,21010,21010,20210,20020,20010,20010,20010,21001,22000,22000,22001,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22022,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22020,22200,22200,22222,22000,20000,20010,20000,20020,20000,20002,20000,20000,20000,20010,20010,20010,20110,21000,21002,21000,21001,21002,21000,21002,21000,21000,21000,21000,20001,20020,20020,20000,20000,20000,20010,20020,20000,20000,20000,20000,20000,20200,20000,20000,20000,20002,20000,20000,20020,20002,20010,20000,22001,22000,20000
doz1n,20001,20000,22000,20001,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20002,20000,20000,20000,20001,20001,20000,20002,20000,20000,20000,20000,20202,20000,20000,21000,20002,20000,20002,20000,20002,20002,20002,20000,20000,21002,20001,20001,21000,20000,20000,20000,20002,20001,20000,21000,20000,20000,20020,20202,20200,20200,20000,20000,20001,20000,20000,20012,20010,20000,21000,20000,20001,20001,21001,21000,21000,20002,20000,20200,20000,20002,21000,22000,22002,22000,22002,22000,22000,22002,22000,22000,22000,22000,22000,22002,22000,22000,22001,22001,22001,22000,22000,22002,22002,22000,22002,22000,22000,22000,22002,22000,22000,22222,20000,20000,20000,20002,20000,20001,20001,20000,20002,20000,20000,20001,20000,21000,21000,21000,21000,21001,21001,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20002,20000,20000,20002,20000,20000,20001,20000,20100,20000,20000,20001,20000,22000,22000,20000
draad,20000,20000,20100,22000,20000,20210,20100,20101,21101,20100,21100,20100,20100,20100,20100,20100,21100,21120,20100,20101,20100,21100,20100,20100,20100,21100,20100,20100,20020,20000,21000,20001,20000,21000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,21000,21000,21001,21000,21000,20000,20000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20001,20000,21020,21000,20000,20001,20000,20020,20000,20000,20200,20000,20000,20000,20001,20100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20100,21000,20000,20001,20000,21000,20000,21000,21000,21000,21000,20000,20000,21000,20000,20000,22222,22220,22220,22200,22210,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20220,20000,20100,20000,20000,20000,21000,20000,20000,20000,20220,20220,20200,21200,20200,20000,21000,20100,20100,20100,21001,21000
draai,20000,20001,20100,22000,20001,20210,20100,20100,21100,20100,21100,20100,20100,20100,20100,20100,21100,21120,20100,20100,20101,21100,20100,20100,20100,21100,20101,20100,20020,20000,21000,20000,20000,21000,20000,20000,20000,20000,21000,20100,20000,20001,20000,20000,21002,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20001,20001,20001,20001,20001,20000,21000,20001,20001,20001,21021,21001,20001,20001,20001,20021,20001,20001,20202,20001,20000,20000,20000,20100,20000,20000,20000,20000,21000,20001,20000,20000,20000,20000,20001,20000,20100,21000,20000,20000,20001,21000,20000,21000,21000,21000,21000,20001,20000,21000,20001,20000,22220,22222,22220,22201,22210,22200,22200,22000,22000,22001,22001,22001,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22000,22000,20220,20001,20101,20000,20000,20000,21000,20000,20000,20000,20220,20220,20200,21200,20200,20001,21000,20102,20100,20100,21000,21000
