Guess,beier,b1bel,birma,bosch,brits,brugs,baard,baars,baboe,babok,bacil,bacon,baden,bader,badge,bagel,baggy,bagno,bahai,bahco,bajes,baken,baker,bakte,balen,balie,bal1e,balsa,balts,bamba,bamis,bande,banen,banjo,barak,baren,baret,barok,baron,barre,barst,basen,basis,basta,batch,baten,batig,batik,baton,bavet,bazen,bazig,bazin,beaat,bebop,beeld,beemd,beest,beg1n,begin,begon,beide,beier,beige,beits,bejag,bekaf,beker,bek1k,beleg,belet,belle,bende,benen,benig,benul,berde,beren,beril,berin,berst,besef,besje,beste,betel,beten,beter,bet1t,beton,beurs,beurt,bevak,beval,bevek,bevel,beven,bever,bew1s,bezem,bezet,bezie,bezig,bezit,bidet,bidon,biels,biest,biets,bigot,b1bal,b1bel,b1een,b1kok,b1leg,b1les,b1pad,b1rol,b1ten,b1ter,b1tje,b1vak,b1val,b1weg,b1w1f,b1zet,b1z1n,b1zin,b1zit,b1zon,biker,bilan,bingo,binst,bisam,bitch,bivak,bizar,bizon,blaag,blaam,blaar,blaas,blank,blauw,bleef,bleek,blees,blein,bliek,bliep,blies,bl1de,bl1ft,blind,blink,blits,blode,bloed,bloei,bloem,bloes,blond,blonk,bloot,blues,bluts,board,bobby,bob1n,bocht,bodem,boden,bodes,boede,boers,boert,boete,bogen,bogey,bokje,bolle,bolus,bomen,bomer,bomig,bom1s,bomma,bompa,bongo,bonje,bonus,bonze,boord,boort,boost,boots,borat,borax,boren,borst,bosje,boson,bosui,botaf,botel,boten,boter,botje,botox,botte,boven,bowls,boxen,boxer,bozig,braaf,braai,braak,braam,brand,bravo,break,breed,breek,brein,brems,breuk,breve,brief,bries,br1en,brink,brits,broed,broei,broek,broer,broes,brons,brood,broom,broos,broze,bruid,bruin,bruis,bruto,bruut,buddy,bugel,buggy,buien,buiig,bunny,buren,buret,bur1n,burin,busje,buste,buurt,buxus,brabo,buten,bakra,brasa,briet,broge,busbo,biopt,berge,bogie
bands,20000,20000,21000,20001,20002,20002,22010,22002,22000,22000,22000,22100,22110,22010,22010,22000,22000,22100,22000,22000,22002,22100,22000,22000,22100,22000,22000,22001,22002,22000,22002,22220,22200,22200,22000,22100,22000,22000,22100,22000,22001,22101,22002,22001,22000,22100,22000,22000,22100,22000,22100,22000,22100,21000,20000,20010,20010,20001,20100,20100,20100,20020,20000,20000,20002,21000,21000,20000,20000,20000,20000,20000,20220,20200,20200,20200,20020,20100,20000,20100,20001,20001,20001,20001,20000,20100,20000,20000,20100,20002,20000,21000,21000,20000,20000,20100,20000,20002,20000,20000,20000,20000,20000,20010,20110,20002,20001,20002,20000,21000,20000,20100,20000,20000,20002,21010,20000,20100,20000,20000,21000,21000,20000,20000,20000,20100,20100,20000,20100,20000,21100,20200,20201,21001,20000,21000,21000,20100,21000,21000,21000,21002,21100,21000,20000,20000,20002,20100,20000,20000,20002,20020,20000,20110,20100,20002,20020,20010,20000,20000,20002,20110,20100,20000,20002,20002,21010,20000,20100,20000,20010,20110,20012,20020,20002,20000,20000,20100,20000,20000,20000,20002,20100,20000,20000,20002,21000,21000,20200,20200,20202,20200,20010,20000,20001,20002,21000,21000,20100,20001,20001,20101,20001,21000,20000,20100,20000,20000,20000,20000,20100,20002,20100,20000,20000,21000,21000,21000,21000,21110,21000,21000,20010,20000,20100,20002,20000,20000,20000,20002,20100,20100,20002,20010,20000,20000,20000,20002,20102,20010,20000,20002,20000,20010,20100,20002,20000,20000,20020,20000,20000,20100,20000,20200,20100,20000,20100,20100,20001,20001,20000,20002,21000,20100,22000,21001,20000,20000,20001,20000,20000,20000
bange,20001,20001,21000,20000,20000,20020,22000,22000,22002,22000,22000,22100,22101,22001,22022,22011,22020,22110,22000,22000,22001,22101,22001,22002,22101,22002,22002,22000,22000,22000,22000,22202,22201,22200,22000,22101,22001,22000,22100,22002,22000,22101,22000,22000,22000,22101,22010,22000,22100,22001,22101,22010,22100,21001,20001,20001,20001,20001,20111,20111,20111,20002,20001,20022,20001,21011,21001,20001,20001,20011,20001,20002,20202,20201,20211,20201,20002,20101,20001,20101,20001,20001,20002,20002,20001,20101,20001,20001,20101,20001,20001,21001,21001,20001,20001,20101,20001,20001,20001,20001,20002,20011,20001,20001,20100,20001,20001,20001,20010,21000,20001,20101,20000,20011,20001,21000,20000,20101,20001,20002,21000,21000,20011,20000,20001,20100,20100,20000,20100,20001,21100,20220,20200,21000,20000,21000,21000,20100,21010,21000,21000,21000,21100,21000,20001,20001,20001,20101,20001,20001,20001,20002,20000,20100,20100,20000,20002,20001,20001,20001,20001,20100,20100,20000,20001,20000,21000,20000,20100,20000,20001,20101,20001,20002,20001,20001,20002,20111,20011,20002,20002,20000,20101,20001,20010,20000,21000,21000,20220,20202,20200,20202,20000,20000,20000,20000,21000,21000,20101,20000,20002,20100,20000,21000,20001,20101,20001,20002,20000,20002,20101,20000,20101,20001,20010,21000,21000,21000,21000,21100,21000,21001,20001,20001,20101,20001,20001,20002,20001,20001,20101,20100,20000,20001,20001,20001,20001,20001,20100,20000,20000,20000,20002,20000,20100,20000,20000,20000,20000,20011,20020,20101,20010,20200,20101,20001,20100,20100,20002,20002,20000,20000,21000,20101,22000,21000,20001,20022,20000,20000,20022,20012
bankt,20000,20000,21000,20000,20001,20000,22000,22000,22000,22010,22000,22100,22100,22000,22000,22000,22000,22100,22000,22000,22000,22110,22010,22011,22100,22000,22000,22000,22001,22000,22000,22200,22200,22200,22010,22100,22002,22010,22100,22000,22002,22100,22000,22001,22001,22101,22001,22011,22101,22002,22100,22000,22100,21002,20000,20000,20000,20002,20100,20100,20100,20000,20000,20000,20001,21000,21010,20010,20010,20000,20002,20000,20200,20200,20200,20200,20000,20100,20000,20100,20002,20000,20000,20001,20001,20101,20001,20002,20101,20000,20002,21010,21000,20010,20000,20100,20000,20000,20000,20002,20000,20000,20002,20002,20100,20000,20002,20001,20002,21000,20000,20100,20010,20000,20000,21000,20000,20101,20001,20001,21010,21000,20000,20000,20002,20100,20100,20002,20100,20010,21100,20200,20202,21000,20001,21010,21000,20100,21000,21000,21000,21000,21110,21000,20000,20010,20000,20100,20010,20000,20000,20000,20002,20100,20110,20001,20000,20000,20000,20000,20000,20100,20110,20002,20000,20001,21000,20000,20100,20002,20000,20100,20000,20000,20000,20002,20001,20100,20000,20010,20000,20000,20100,20000,20000,20000,21000,21000,20200,20200,20200,20200,20000,20002,20002,20001,21002,21000,20100,20002,20000,20100,20000,21001,20001,20101,20001,20001,20001,20001,20100,20000,20100,20000,20000,21000,21000,21010,21000,21100,21000,21010,20000,20010,20100,20000,20010,20000,20000,20000,20100,20110,20001,20000,20000,20010,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20001,20002,20000,20000,20000,20100,20000,20200,20100,20002,20100,20100,20000,20001,20002,20000,21000,20101,22010,21000,20002,20000,20000,20002,20000,20000
barse,20101,20001,21200,20010,20110,20110,22100,22110,22002,22000,22000,22000,22001,22101,22002,22001,22000,22000,22000,22000,22011,22001,22101,22002,22001,22002,22002,22020,22010,22000,22010,22002,22001,22000,22200,22201,22201,22200,22200,22202,22220,22011,22010,22010,22000,22001,22000,22000,22000,22001,22001,22000,22000,21001,20001,20001,20001,20021,20001,20001,20001,20002,20101,20002,20011,21001,21001,20101,20001,20001,20001,20002,20002,20001,20001,20001,20202,20201,20201,20201,20221,20011,20012,20012,20001,20001,20101,20001,20001,20111,20101,21001,21001,20001,20001,20001,20101,20011,20001,20001,20002,20001,20001,20001,20000,20011,20021,20011,20000,21000,20001,20001,20000,20001,20011,21000,20200,20001,20101,20002,21000,21000,20001,20000,20001,20000,20000,20000,20000,20101,21000,20000,20020,21010,20000,21000,21100,20000,21000,21000,21100,21010,21000,21000,20001,20001,20011,20001,20001,20001,20011,20002,20000,20000,20000,20010,20002,20001,20001,20001,20011,20000,20000,20000,20011,20010,21100,20000,20000,20000,20001,20001,20011,20002,20111,20101,20002,20001,20001,20002,20002,20010,20001,20101,20000,20010,21000,21000,20000,20002,20010,20002,20100,20100,20020,20010,21200,21200,20201,20220,20012,20010,20010,21000,20001,20001,20101,20002,20000,20002,20001,20010,20001,20101,20000,21100,21100,21100,21100,21100,21100,21101,20101,20101,20101,20111,20101,20102,20101,20111,20101,20100,20110,20101,20101,20101,20101,20111,20110,20100,20100,20110,20102,20100,20100,20110,20100,20100,20000,20001,20000,20001,20000,20000,20201,20201,20200,20200,20012,20012,20100,20010,21100,20001,22100,21120,20101,20102,20010,20000,20202,20002
bases,20020,20020,21000,20200,20002,20002,22000,22002,22010,22000,22000,22000,22020,22020,22010,22020,22000,22000,22000,22000,22022,22020,22020,22010,22020,22010,22010,22100,22002,22000,22002,22010,22020,22000,22000,22020,22020,22000,22000,22010,22100,22220,22202,22200,22000,22020,22000,22000,22000,22020,22020,22000,22000,21010,20010,20010,20010,20110,20010,20010,20010,20010,20020,20010,20012,21010,21010,20020,20010,20020,20020,20010,20010,20020,20010,20010,20010,20020,20010,20010,20110,20220,20210,20210,20020,20020,20020,20010,20010,20012,20010,21010,21010,20020,20020,20020,20020,20012,20020,20020,20010,20010,20010,20020,20000,20012,20110,20012,20000,21000,20020,20020,20000,20020,20022,21000,20000,20020,20020,20010,21000,21000,20020,20000,20020,20000,20000,20000,20000,20020,21000,20000,20100,21200,20000,21000,21000,20000,21000,21000,21000,21002,21000,21000,20020,20020,20022,20010,20020,20020,20022,20010,20000,20000,20000,20002,20010,20020,20020,20020,20022,20000,20000,20000,20022,20002,21000,20000,20000,20000,20020,20020,20022,20010,20012,20010,20010,20020,20020,20010,20010,20002,20020,20020,20000,20002,21000,21000,20000,20010,20002,20010,20000,20000,20100,20002,21000,21000,20020,20100,20210,20200,20200,21000,20020,20020,20020,20010,20000,20010,20020,20002,20020,20020,20000,21000,21000,21000,21000,21000,21000,21010,20020,20020,20010,20012,20010,20010,20020,20022,20020,20000,20002,20020,20020,20020,20020,20022,20002,20000,20000,20002,20010,20000,20000,20002,20000,20000,20000,20020,20000,20020,20000,20000,20020,20020,20000,20000,20210,20210,20000,20002,21000,20020,22000,21100,20020,20010,20200,20000,20010,20010
baste,20001,20001,21000,20200,20120,20100,22000,22100,22002,22000,22000,22000,22001,22001,22002,22001,22000,22000,22000,22000,22101,22001,22001,22022,22001,22002,22002,22100,22120,22000,22100,22002,22001,22000,22000,22001,22011,22000,22000,22002,22110,22201,22200,22220,22010,22011,22010,22010,22010,22011,22001,22000,22000,21011,20001,20001,20001,20111,20001,20001,20001,20002,20001,20002,20121,21001,21001,20001,20001,20001,20011,20002,20002,20001,20001,20001,20002,20001,20001,20001,20111,20201,20202,20222,20011,20011,20011,20011,20011,20101,20011,21001,21001,20001,20001,20001,20001,20101,20001,20011,20002,20001,20011,20011,20000,20101,20111,20121,20010,21000,20001,20001,20000,20001,20101,21000,20000,20011,20011,20012,21000,21000,20001,20000,20011,20000,20000,20010,20000,20001,21000,20000,20110,21200,20010,21000,21000,20000,21000,21000,21000,21100,21000,21000,20001,20001,20101,20001,20001,20001,20101,20002,20010,20000,20000,20120,20002,20001,20001,20001,20101,20000,20000,20010,20101,20120,21000,20000,20000,20010,20001,20001,20101,20002,20101,20011,20022,20001,20001,20002,20002,20100,20001,20001,20000,20100,21000,21000,20000,20002,20100,20002,20000,20010,20110,20120,21010,21000,20001,20110,20202,20200,20200,21010,20011,20011,20011,20012,20010,20022,20001,20100,20001,20001,20000,21000,21000,21000,21000,21000,21000,21001,20001,20001,20001,20101,20001,20002,20001,20101,20001,20000,20120,20001,20001,20001,20001,20101,20100,20000,20000,20100,20002,20000,20000,20100,20020,20010,20000,20001,20000,20001,20000,20000,20001,20011,20000,20000,20202,20222,20010,20100,21000,20011,22000,21100,20011,20002,20200,20010,20002,20002
batje,20001,20001,21000,20000,20100,20000,22000,22000,22002,22000,22000,22000,22001,22001,22002,22001,22000,22000,22000,22000,22011,22001,22001,22102,22001,22002,22002,22000,22100,22000,22000,22002,22001,22020,22000,22001,22101,22000,22000,22002,22100,22001,22000,22100,22200,22201,22200,22200,22200,22101,22001,22000,22000,21101,20001,20001,20001,20101,20001,20001,20001,20002,20001,20002,20101,21011,21001,20001,20001,20001,20101,20002,20002,20001,20001,20001,20002,20001,20001,20001,20101,20001,20022,20102,20201,20201,20201,20201,20201,20001,20101,21001,21001,20001,20001,20001,20001,20001,20001,20101,20002,20001,20101,20101,20000,20001,20101,20101,20100,21000,20001,20001,20000,20001,20001,21000,20000,20201,20201,20222,21000,21000,20001,20000,20101,20000,20000,20100,20000,20001,21000,20000,20100,21000,20200,21000,21000,20000,21000,21000,21000,21000,21000,21000,20001,20001,20001,20001,20001,20001,20001,20002,20100,20000,20000,20100,20002,20001,20001,20001,20001,20000,20000,20100,20001,20100,21000,20000,20000,20100,20001,20001,20001,20002,20001,20101,20102,20001,20001,20022,20002,20000,20001,20001,20000,20000,21000,21000,20000,20022,20000,20002,20000,20100,20100,20100,21100,21000,20001,20100,20022,20000,20000,21200,20201,20201,20201,20222,20200,20202,20001,20000,20001,20001,20000,21000,21000,21000,21000,21000,21000,21001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20000,20100,20001,20001,20001,20001,20001,20000,20000,20000,20000,20002,20000,20000,20000,20100,20100,20000,20001,20000,20001,20000,20000,20001,20101,20000,20000,20022,20102,20100,20000,21000,20201,22000,21000,20101,20002,20000,20100,20002,20002
bauwt,20000,20000,21000,20000,20001,20200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22002,22000,22000,22001,22001,22001,22001,22001,22001,22002,22000,22000,22000,21002,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20001,21000,21000,20000,20000,20000,20002,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20000,20001,20001,20001,20001,20002,20001,20200,20202,21000,21000,20000,20000,20000,20000,20010,20000,20002,20000,20000,20002,20002,20000,20000,20002,20001,20002,21000,20000,20000,20000,20000,20000,21000,20000,20001,20001,20001,21000,21000,20010,20010,20002,20000,20000,20002,20000,20000,21000,20000,20002,21000,20001,21000,21000,20000,21000,21000,21000,21000,21000,21110,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20002,20200,20201,21000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20001,20000,20000,20000,20000,20100,20000,20000,20000,20000,21000,21000,20000,20000,20100,20000,20000,20002,20002,20001,21002,21000,20000,20002,20000,20000,20100,21001,20001,20001,20001,20001,20001,20001,20000,20010,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20201,20202,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20101,20202,20100,21000,20101,22000,21000,20002,20000,20100,20002,20000,20000
bazel,20020,20022,21000,20000,20000,20000,22000,22000,22010,22000,22002,22000,22020,22020,22010,22022,22000,22000,22000,22000,22020,22020,22020,22010,22021,22011,22011,22001,22001,22000,22000,22010,22020,22000,22000,22020,22020,22000,22000,22010,22000,22020,22000,22000,22000,22020,22000,22000,22000,22020,22220,22200,22200,21010,20010,20011,20010,20010,20010,20010,20010,20010,20020,20010,20010,21010,21010,20020,20010,20021,20021,20011,20010,20020,20010,20012,20010,20020,20012,20010,20010,20020,20010,20010,20022,20020,20020,20010,20010,20010,20010,21010,21012,20020,20022,20020,20020,20010,20220,20220,20210,20210,20210,20020,20000,20011,20010,20010,20000,21002,20022,20020,20000,20021,20021,21000,20002,20020,20020,20010,21000,21002,20020,20000,20220,20200,20200,20200,20200,20020,21001,20000,20000,21000,20000,21000,21200,20200,21001,21001,21001,21001,21001,21001,20021,20021,20021,20011,20021,20021,20021,20011,20001,20001,20001,20001,20011,20021,20021,20021,20021,20001,20001,20001,20021,20001,21000,20000,20000,20000,20020,20020,20020,20010,20010,20010,20010,20020,20020,20010,20011,20001,20020,20020,20000,20000,21000,21000,20000,20010,20000,20110,20000,20000,20000,20000,21000,21000,20020,20000,20010,20000,20000,21000,20022,20020,20020,20010,20000,20010,20020,20001,20020,20020,20200,21000,21000,21000,21000,21000,21000,21010,20020,20020,20010,20010,20010,20010,20020,20020,20020,20000,20000,20020,20020,20020,20020,20020,20000,20000,20000,20000,20110,20000,20000,20000,20000,20000,20000,20022,20000,20020,20000,20000,20020,20020,20000,20000,20010,20010,20000,20000,21000,20020,22000,21000,20020,20010,20000,20000,20010,20010
beaam,22000,21000,20101,20000,20000,20000,20210,20210,21100,20100,20100,20100,21100,21100,21100,21100,20100,20100,20120,20100,21100,21100,21100,21100,21100,21100,21100,20110,20100,20111,20101,21100,21100,20100,20120,21100,21100,20100,20100,21100,20100,21100,20100,20110,20100,21100,20100,20100,20100,21100,21100,20100,20100,22220,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,21000,20000,21000,21000,21000,20000,20020,21000,21000,20000,21000,21000,20020,20000,21000,21000,21000,20020,20020,21000,20000,21000,20000,20000,20000,20000,21000,20020,20000,20000,20022,20000,20020,20020,20000,20220,20222,20220,20220,20200,20200,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20000,21000,21000,21000,21002,21000,20000,20000,20000,21000,20000,20200,20000,20000,20000,21002,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,21001,21001,20001,20001,20101,20101,20000,21000,20000,21000,20000,20000,20000,20000,20020,20020,21000,20000,21000,20000,20000,20020,21000,21000,21000,21000,20000,21000,21000,20000,21000,21000,20000,20220,20220,20220,20222,20200,20200,21020,21000,21000,21000,21001,21000,21000,21000,21000,21000,20000,20000,21000,21000,21000,21000,21000,20000,20000,20002,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,21000,20000,20000,21000,21000,20000,20000,21000,21000,20000,20000,20200,21000,20110,20210,21000,21000,20000,20000,22000,21000
bebos,22000,21200,20000,20011,20002,20002,20000,20002,21220,20220,20000,20020,21000,21000,21000,21000,20000,20010,20000,20010,21002,21000,21000,21000,21000,21000,21000,20001,20002,20100,20002,21000,21000,20010,20000,21000,21000,20020,20020,21000,20001,21001,20002,20001,20000,21000,20000,20000,20020,21000,21000,20000,20000,22000,22220,22000,22000,22001,22000,22000,22020,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22001,22001,22000,22000,22000,22000,22020,22002,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,21000,20020,21002,21001,21002,20020,20200,21200,21000,20020,21000,21002,20000,20020,21000,21000,21000,20000,20000,21000,20000,21000,20000,20000,20000,20020,21000,20000,20010,20001,20001,20000,20000,20000,20020,20000,20000,20000,20002,20000,20000,21000,21000,21002,21000,21000,21000,21002,21000,20000,20000,20000,20002,21010,21010,21010,21010,21012,20010,20010,20020,21002,20002,20010,20210,20210,20010,21010,21010,21012,21010,21012,21010,21010,21010,21010,21010,21010,20012,21010,21010,20010,20012,20010,20010,20010,21010,20012,21010,20010,20010,20011,20012,20010,20010,21010,20011,21011,20021,20011,20010,21010,21010,21010,21010,20020,21010,21010,20012,21010,21010,20010,20000,20000,20000,20000,20000,20010,21000,21000,21000,21000,21002,21000,21000,21000,21002,21000,20000,20002,21010,21010,21010,21010,21012,20012,20020,20020,20022,21010,20000,20000,20002,20010,20000,20000,21000,20000,21000,20000,20000,21000,21000,20000,20000,21001,21001,20000,20002,20110,21000,20000,20001,21000,21010,20111,20010,22000,21010
bedam,22000,21000,20011,20000,20000,20000,20110,20010,21010,20010,20010,20010,21210,21210,21210,21010,20010,20010,20020,20010,21010,21010,21010,21010,21010,21010,21010,20010,20010,20011,20011,21110,21010,20010,20020,21010,21010,20010,20010,21010,20010,21010,20010,20010,20010,21010,20010,20010,20010,21010,21010,20010,20010,22020,22000,22100,22101,22000,22000,22000,22000,22100,22000,22000,22000,22020,22020,22000,22000,22000,22000,22000,22100,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,21200,20200,21000,21000,21000,20000,20020,21000,21000,20000,21000,21000,20120,20000,21000,21000,21000,20020,20020,21000,20000,21000,20000,20000,20000,20000,21000,20020,20000,20000,20022,20000,20020,20020,20000,20020,20022,20020,20020,20010,20010,21000,21000,21000,21000,21000,21000,21000,21100,20000,20100,20000,20000,21100,21100,21000,21002,21000,20100,20000,20000,21000,20000,20110,20000,20000,20000,21202,21200,21200,21100,21000,21000,21000,21000,21000,21000,21000,20000,21001,21001,20001,20001,20011,20011,20000,21000,20000,21000,20100,20000,20000,20000,20020,20020,21000,20000,21000,20000,20000,20020,21000,21000,21000,21000,20000,21000,21000,20000,21000,21000,20000,20020,20020,20020,20022,20110,20010,21020,21100,21000,21000,21001,21000,21000,21000,21000,21000,20000,20000,21100,21000,21000,21000,21000,20000,20100,20002,20000,21000,20100,20000,20000,20000,20000,20200,21000,20000,21000,20000,20000,21000,21000,20000,20000,21000,21000,20000,20000,20010,21000,20010,20010,21000,21000,20000,20000,22000,21000
bedek,22020,20020,20000,20000,20000,20000,20100,20000,21000,20002,20000,20000,20220,20220,21200,20020,20000,20000,20000,20000,20020,20021,20021,21001,20020,21000,21000,20000,20000,20000,20000,21100,20020,20000,20002,20020,20020,20002,20000,21000,20000,20020,20000,20000,20000,20020,20000,20002,20000,20020,20020,20000,20000,22000,22000,22110,22110,22010,22000,22000,22000,22110,22020,22010,22000,22000,22001,22021,22002,22020,22020,22010,22110,22020,22000,22000,22110,22020,22000,22000,22000,22020,22010,22010,22020,22020,22020,22000,22000,22000,22000,22002,22000,22022,22020,22020,22020,22000,22020,22020,22010,22000,22000,20220,20200,21000,21000,21000,20000,20000,20020,21020,20002,20020,20020,20100,20000,20020,20020,21000,20002,20000,20020,20000,20020,20000,20000,20000,20000,20021,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,21020,21022,21020,21000,20022,20020,20020,21100,20000,20100,20002,20000,21100,20120,20020,20020,20020,20100,20002,20000,20020,20000,20100,20000,20000,20000,20220,20220,20220,21110,21000,21000,21010,20020,20020,21001,21000,20000,20020,20020,20000,20000,20000,20000,20000,21000,20000,21000,20100,20000,20000,20000,20000,20000,20020,20000,21000,20000,20000,20000,20020,20020,20020,21000,20000,21000,20020,20000,20020,20020,20000,20000,20000,20002,20000,20100,20000,21002,21120,21022,21000,21000,21002,21010,20020,20020,20020,20002,20000,20120,20020,20022,20020,20020,20000,20100,20000,20000,21000,20100,20000,20000,20000,20000,20200,20020,20000,20020,20000,20000,20020,20020,20000,20000,21000,21000,20000,20000,20000,20020,20001,20000,20020,21000,20000,20000,22010,21000
bedel,22020,20022,20000,20000,20000,20000,20100,20000,21000,20000,20002,20000,20220,20220,21200,20022,20000,20000,20000,20000,20020,20020,20020,21000,20021,21001,21001,20001,20001,20000,20000,21100,20020,20000,20000,20020,20020,20000,20000,21000,20000,20020,20000,20000,20000,20020,20000,20000,20000,20020,20020,20000,20000,22000,22000,22111,22110,22010,22000,22000,22000,22110,22020,22010,22000,22000,22000,22020,22000,22021,22021,22011,22110,22020,22000,22002,22110,22020,22002,22000,22000,22020,22010,22010,22022,22020,22020,22000,22000,22000,22000,22000,22002,22020,22022,22020,22020,22000,22020,22020,22010,22000,22000,20220,20200,21001,21000,21000,20000,20002,20022,21020,20000,20021,20021,20100,20002,20020,20020,21000,20000,20002,20020,20000,20020,20000,20000,20000,20000,20020,20001,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,21021,21021,21021,21001,20021,20021,20021,21101,20001,20101,20001,20001,21101,20121,20021,20021,20021,20101,20001,20001,20021,20001,20100,20000,20000,20000,20220,20220,20220,21110,21000,21000,21010,20020,20020,21000,21001,20001,20020,20020,20000,20000,20000,20000,20000,21000,20000,21000,20100,20000,20000,20000,20000,20000,20020,20000,21000,20000,20000,20000,20022,20020,20020,21000,20000,21000,20020,20001,20020,20020,20000,20000,20000,20000,20000,20100,20000,21000,21120,21020,21000,21000,21000,21010,20020,20020,20020,20000,20000,20120,20020,20020,20020,20020,20000,20100,20000,20000,21000,20100,20000,20000,20000,20000,20200,20022,20000,20020,20000,20000,20020,20020,20000,20000,21000,21000,20000,20000,20000,20020,20000,20000,20020,21000,20000,20000,22010,21000
beden,22020,20020,20000,20000,20000,20000,20100,20000,21000,20000,20000,20002,20222,20220,21200,20020,20000,20001,20000,20000,20020,20022,20020,21000,20022,21000,21000,20000,20000,20000,20000,21101,20022,20001,20000,20022,20020,20000,20002,21000,20000,20022,20000,20000,20000,20022,20000,20000,20002,20020,20022,20000,20002,22000,22000,22110,22110,22010,22002,22002,22002,22110,22020,22010,22000,22000,22000,22020,22000,22020,22020,22010,22111,22022,22001,22001,22110,22022,22000,22002,22000,22020,22010,22010,22020,22022,22020,22000,22002,22000,22000,22000,22000,22020,22020,22022,22020,22000,22020,22020,22010,22000,22000,20220,20202,21000,21000,21000,20000,20000,20020,21022,20000,20020,20020,20100,20000,20022,20020,21000,20000,20000,20020,20000,20020,20002,20002,20000,20002,20020,20002,20001,20001,20000,20000,20000,20000,20002,20000,20000,20000,20000,20001,20000,21020,21020,21020,21002,20020,20020,20020,21100,20000,20101,20001,20000,21100,20120,20020,20020,20020,20101,20001,20000,20020,20000,20100,20000,20002,20000,20220,20222,20220,21110,21000,21000,21010,20022,20020,21000,21000,20000,20022,20020,20000,20000,20000,20000,20001,21001,20001,21001,20100,20000,20000,20000,20000,20000,20022,20000,21000,20002,20000,20000,20020,20022,20020,21000,20000,21000,20022,20000,20022,20020,20000,20000,20000,20000,20000,20101,20000,21000,21120,21020,21002,21000,21000,21010,20020,20020,20022,20001,20000,20120,20020,20020,20020,20020,20001,20100,20000,20000,21000,20100,20002,20000,20000,20000,20200,20020,20000,20022,20000,20001,20022,20020,20002,20002,21000,21000,20000,20000,20000,20022,20000,20000,20020,21000,20000,20000,22010,21000
