Guess,riagg,rooms,rabat,rabbi,racen,racer,radar,raden,rader,rad1s,radio,radix,radja,radon,rafel,ragen,rakel,raken,raket,rally,rambo,ramee,ramen,ramin,ramsj,ranch,range,ranja,rapen,rappe,rapte,rasta,ratel,ratio,raven,rav1n,rayon,razen,reaal,ready,realo,rebbe,rebel,rebus,reces,recht,recto,reden,reder,reeds,reeks,reeuw,regel,regen,regie,regio,reien,reiki,reine,rekel,reken,rekke,relax,remix,renen,renet,rente,repel,repen,repro,resem,reset,reten,retor,retro,reuma,reuze,reven,revue,rezen,riant,ribbe,ribes,r1dek,r1den,r1der,r1gen,r1ken,r1kop,r1les,r1men,r1nse,r1pad,r1pen,r1pte,r1ten,r1t1d,r1tje,r1vak,r1ven,r1weg,r1zen,r1zig,rioja,riool,risee,ritme,ritus,rivet,rob1n,robot,roden,rodeo,roede,roest,rogge,roken,roker,roman,romen,romer,romig,ronde,rondo,rooie,rooms,rotan,roten,rotje,rotor,rotte,rouge,route,roven,rover,rozen,rozet,rozig,roz1n,ruche,rugby,ruide,ruien,rul1s,rumba,ruste,ruwen,ruwte,ruzie,r1mer,riziv,riyal,r1bak,r1hal,r1l1n,r1dag,rowan
rivet,22000,20000,20002,21000,20020,20020,20000,20020,20020,20000,21000,21000,20000,20000,20020,20020,20020,20020,20022,20000,20000,20020,20020,21000,20000,20000,20010,20000,20020,20010,20011,20001,20021,21001,20220,20200,20000,20020,20010,20010,20010,20010,20020,20010,20020,20012,20011,20020,20020,20010,20010,20010,20020,20020,21010,21010,21020,21010,21010,20020,20020,20010,20010,21010,20020,20022,20011,20020,20020,20010,20020,20022,20021,20011,20011,20010,20010,20220,20210,20020,22002,22010,22020,20020,20020,20020,20020,20020,20000,20020,20020,20010,20000,20020,20011,20021,20001,20011,20200,20220,20020,20020,21000,22000,22000,22020,22011,22001,22222,20000,20002,20020,20020,20010,20012,20010,20020,20020,20000,20020,20020,21000,20010,20000,21010,20000,20001,20021,20011,20001,20011,20010,20011,20220,20220,20020,20022,21000,20000,20010,20000,21010,21020,20000,20000,20011,20020,20011,21010,20020,22100,22000,20000,20000,20000,20000,20000
rob1n,20000,22000,20200,20200,20002,20000,20000,20002,20000,20020,21000,20000,20000,21002,20000,20002,20000,20002,20000,20000,21100,20000,20002,20002,20000,20001,20001,20001,20002,20000,20000,20000,20000,21000,20002,20022,21002,20002,20000,20000,21000,20200,20200,20200,20000,20000,21000,20002,20000,20000,20000,20000,20000,20002,20000,21000,20002,20000,20001,20000,20002,20000,20000,20000,20002,20001,20001,20000,20002,21000,20000,20000,20002,21000,21000,20000,20000,20002,20000,20002,20001,20200,20200,20010,20012,20010,20012,20012,21010,20010,20012,20011,20010,20012,20010,20012,20020,20010,20010,20012,20010,20012,20010,21000,21000,20000,20000,20000,20000,22222,22200,22002,22000,22000,22000,22000,22002,22000,22002,22002,22000,22000,22001,22001,22000,22000,22002,22002,22000,22000,22000,22000,22000,22002,22000,22002,22000,22000,22022,20000,20100,20000,20002,20020,20100,20000,20002,20000,20000,20010,20000,20000,20210,20010,20022,20010,22002
robot,20000,22010,20202,20200,20000,20000,20000,20000,20000,20000,21000,20000,20000,20020,20000,20000,20000,20000,20002,20000,21100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,21001,20000,20000,20020,20000,20000,20000,21000,20200,20200,20200,20000,20002,21001,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20001,20000,20000,21000,20000,20002,20001,20021,21001,20000,20000,20000,20000,20000,20002,20200,20200,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20001,20001,20001,20001,20000,20000,20000,20000,20000,21000,21020,20000,20001,20001,20002,22200,22222,22000,22010,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22010,22010,22010,22001,22001,22001,22021,22001,22000,22001,22000,22000,22000,22002,22000,22000,20000,20100,20000,20000,20000,20100,20001,20000,20001,20000,20000,20000,20000,20200,20000,20000,20000,22000
roden,20000,22000,20000,20000,20022,20020,20200,20222,20220,20200,21200,20200,20200,21202,20020,20022,20020,20022,20020,20000,21000,20020,20022,20002,20000,20001,20011,20001,20022,20010,20010,20000,20020,21000,20022,20002,21002,20022,20010,20110,21010,20010,20020,20010,20020,20010,21010,20222,20220,20110,20010,20010,20020,20022,20010,21010,20022,20010,20011,20020,20022,20010,20010,20010,20022,20021,20011,20020,20022,21010,20020,20020,20022,21010,21010,20010,20010,20022,20010,20022,20001,20010,20020,20220,20222,20220,20022,20022,21000,20020,20022,20011,20100,20022,20010,20022,20100,20010,20000,20022,20020,20022,20000,21000,21000,20020,20010,20000,20020,22002,22000,22222,22220,22110,22010,22010,22022,22020,22002,22022,22020,22000,22111,22101,22010,22000,22002,22022,22010,22000,22010,22010,22010,22022,22020,22022,22020,22000,22002,20010,20000,20110,20022,20000,20000,20010,20022,20010,20010,20020,20000,20000,20000,20000,20002,20200,22002
rodeo,20000,22001,20000,20000,20020,20020,20200,20220,20220,20200,20202,20200,20200,21200,20020,20020,20020,20020,20020,20000,20002,20020,20020,20000,20000,20000,20010,20000,20020,20010,20010,20000,20020,20002,20020,20000,21000,20020,20010,20110,20012,20010,20020,20010,20020,20010,20012,20220,20220,20110,20010,20010,20020,20020,20010,20012,20020,20010,20010,20020,20020,20010,20010,20010,20020,20020,20010,20020,20020,20012,20020,20020,20020,21010,20012,20010,20010,20020,20010,20020,20000,20010,20020,20220,20220,20220,20020,20020,21000,20020,20020,20010,20100,20020,20010,20020,20100,20010,20000,20020,20020,20020,20000,21000,21001,20020,20010,20000,20020,22000,22001,22220,22222,22110,22010,22010,22020,22020,22000,22020,22020,22000,22110,22102,22011,22001,22000,22020,22010,22001,22010,22010,22010,22020,22020,22020,22020,22000,22000,20010,20000,20110,20020,20000,20000,20010,20020,20010,20010,20020,20000,20000,20000,20000,20000,20200,22000
roede,20000,22000,20000,20000,20100,20100,20010,20110,20110,20010,21010,20010,20010,21010,20100,20100,20100,20100,20100,20000,21000,20102,20100,20000,20000,20000,20002,20000,20100,20002,20002,20000,20100,21000,20100,20000,21000,20100,20100,20120,21100,20102,20101,20100,20101,20100,21100,20111,20111,20221,20201,20201,20101,20101,20102,21100,20101,20100,20102,20101,20101,20102,20100,20100,20101,20101,20102,20101,20101,21100,20101,20101,20101,21100,21100,20100,20102,20101,20102,20101,20000,20002,20100,20110,20110,20110,20100,20100,21000,20100,20100,20002,20010,20100,20002,20100,20010,20002,20000,20100,20100,20100,20000,21000,21000,20102,20002,20000,20100,22000,22000,22110,22110,22222,22200,22002,22100,22100,22000,22100,22100,22000,22022,22020,22002,22000,22000,22100,22002,22000,22002,22002,22002,22100,22100,22100,22100,22000,22000,20002,20000,20022,20100,20000,20000,20002,20100,20002,20002,20100,20000,20000,20000,20000,20000,20010,22000
roest,20000,22010,20002,20000,20100,20100,20000,20100,20100,20010,21000,20000,20000,21000,20100,20100,20100,20100,20102,20000,21000,20100,20100,20000,20020,20000,20100,20000,20100,20100,20101,20011,20101,21001,20100,20000,21000,20100,20100,20100,21100,20100,20100,20110,20110,20102,21101,20100,20100,20210,20210,20200,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20102,20101,20100,20100,21100,20110,20112,20101,21101,21101,20100,20100,20100,20100,20100,20002,20100,20110,20100,20100,20100,20100,20100,21000,20110,20100,20120,20000,20100,20101,20101,20001,20101,20000,20100,20100,20100,20000,21000,21000,20110,20101,20011,20102,22000,22002,22100,22100,22200,22222,22100,22100,22100,22000,22100,22100,22000,22100,22000,22100,22010,22001,22101,22101,22001,22101,22100,22101,22100,22100,22100,22102,22000,22000,20100,20000,20100,20100,20010,20000,20111,20100,20101,20100,20100,20000,20000,20000,20000,20000,20000,22000
rogge,20120,22000,20000,20000,20001,20001,20000,20001,20001,20000,21000,20000,20000,21000,20001,20201,20001,20001,20001,20000,21000,20002,20001,20000,20000,20000,20022,20000,20001,20002,20002,20000,20001,21000,20001,20000,21000,20001,20001,20001,21001,20002,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20201,20201,20202,21201,20001,20001,20002,20001,20001,20002,20001,20001,20001,20001,20002,20001,20001,21001,20001,20001,20001,21001,21001,20001,20002,20001,20002,20001,20000,20002,20001,20001,20001,20001,20201,20001,21000,20001,20001,20002,20000,20001,20002,20001,20000,20002,20000,20001,20101,20001,20100,21000,21000,20002,20002,20000,20001,22000,22000,22001,22001,22002,22001,22222,22001,22001,22000,22001,22001,22100,22002,22000,22002,22000,22000,22001,22002,22000,22002,22022,22002,22001,22001,22001,22001,22100,22000,20002,20200,20002,20001,20000,20000,20002,20001,20002,20002,20001,20000,20000,20000,20000,20000,20100,22000
roken,20000,22000,20000,20000,20022,20020,20000,20022,20020,20000,21000,20000,20000,21002,20020,20022,20220,20222,20220,20000,21000,20020,20022,20002,20000,20001,20011,20001,20022,20010,20010,20000,20020,21000,20022,20002,21002,20022,20010,20010,21010,20010,20020,20010,20020,20010,21010,20022,20020,20010,20110,20010,20020,20022,20010,21010,20022,20110,20011,20220,20222,20210,20010,20010,20022,20021,20011,20020,20022,21010,20020,20020,20022,21010,21010,20010,20010,20022,20010,20022,20001,20010,20020,20120,20022,20020,20022,20222,21200,20020,20022,20011,20000,20022,20010,20022,20000,20010,20100,20022,20020,20022,20000,21000,21000,20020,20010,20000,20020,22002,22000,22022,22020,22010,22010,22010,22222,22220,22002,22022,22020,22000,22011,22001,22010,22000,22002,22022,22010,22000,22010,22010,22010,22022,22020,22022,22020,22000,22002,20010,20000,20010,20022,20000,20000,20010,20022,20010,20010,20020,20000,20000,20100,20000,20002,20000,22002
roker,20000,22000,20000,20000,20020,20022,20002,20020,20022,20000,21000,20000,20000,21000,20020,20020,20220,20220,20220,20000,21000,20020,20020,20000,20000,20000,20010,20000,20020,20010,20010,20000,20020,21000,20020,20000,21000,20020,20010,20010,21010,20010,20020,20010,20020,20010,21010,20020,20022,20010,20110,20010,20020,20020,20010,21010,20020,20110,20010,20220,20220,20210,20010,20010,20020,20020,20010,20020,20020,21011,20020,20020,20020,21012,21011,20010,20010,20020,20010,20020,20000,20010,20020,20120,20020,20022,20020,20220,21200,20020,20020,20010,20000,20020,20010,20020,20000,20010,20100,20020,20020,20020,20000,21000,21000,20020,20010,20000,20020,22000,22000,22020,22020,22010,22010,22010,22220,22222,22000,22020,22022,22000,22010,22000,22010,22000,22000,22020,22010,22002,22010,22010,22010,22020,22022,22020,22020,22000,22000,20010,20000,20010,20020,20000,20000,20010,20020,20010,20010,20022,20000,20000,20100,20000,20000,20000,22000
roman,20010,22100,20020,20010,20012,20010,20020,20012,20010,20010,21010,20010,20010,21012,20010,20012,20010,20012,20010,20010,21210,20210,20212,20212,20210,20011,20011,20011,20012,20010,20010,20010,20010,21010,20012,20012,21012,20012,20020,20010,21010,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20002,20000,21000,20002,20000,20001,20000,20002,20000,20020,20200,20002,20001,20001,20000,20002,21000,20100,20000,20002,21000,21000,20110,20000,20002,20000,20002,20011,20000,20000,20000,20002,20000,20002,20002,21000,20000,20202,20001,20020,20002,20000,20002,20000,20000,20020,20002,20000,20002,20000,21010,21000,20000,20100,20000,20000,22002,22000,22002,22000,22000,22000,22000,22002,22000,22222,22202,22200,22200,22001,22001,22000,22100,22022,22002,22000,22000,22000,22000,22000,22002,22000,22002,22000,22000,22002,20000,20000,20000,20002,20000,20210,20000,20002,20000,20000,20200,20000,20020,20020,20020,20002,20020,22022
romen,20000,22100,20000,20000,20022,20020,20000,20022,20020,20000,21000,20000,20000,21002,20020,20022,20020,20022,20020,20000,21200,20220,20222,20202,20200,20001,20011,20001,20022,20010,20010,20000,20020,21000,20022,20002,21002,20022,20010,20010,21010,20010,20020,20010,20020,20010,21010,20022,20020,20010,20010,20010,20020,20022,20010,21010,20022,20010,20011,20020,20022,20010,20010,20210,20022,20021,20011,20020,20022,21010,20120,20020,20022,21010,21010,20110,20010,20022,20010,20022,20001,20010,20020,20020,20022,20020,20022,20022,21000,20020,20222,20011,20000,20022,20010,20022,20000,20010,20000,20022,20020,20022,20000,21000,21000,20020,20110,20000,20020,22002,22000,22022,22020,22010,22010,22010,22022,22020,22202,22222,22220,22200,22011,22001,22010,22100,22002,22022,22010,22000,22010,22010,22010,22022,22020,22022,22020,22000,22002,20010,20000,20010,20022,20000,20200,20010,20022,20010,20010,20220,20000,20000,20000,20000,20002,20000,22002
romer,20000,22100,20000,20000,20020,20022,20002,20020,20022,20000,21000,20000,20000,21000,20020,20020,20020,20020,20020,20000,21200,20220,20220,20200,20200,20000,20010,20000,20020,20010,20010,20000,20020,21000,20020,20000,21000,20020,20010,20010,21010,20010,20020,20010,20020,20010,21010,20020,20022,20010,20010,20010,20020,20020,20010,21010,20020,20010,20010,20020,20020,20010,20010,20210,20020,20020,20010,20020,20020,21011,20120,20020,20020,21012,21011,20110,20010,20020,20010,20020,20000,20010,20020,20020,20020,20022,20020,20020,21000,20020,20220,20010,20000,20020,20010,20020,20000,20010,20000,20020,20020,20020,20000,21000,21000,20020,20110,20000,20020,22000,22000,22020,22020,22010,22010,22010,22020,22022,22200,22220,22222,22200,22010,22000,22010,22100,22000,22020,22010,22002,22010,22010,22010,22020,22022,22020,22020,22000,22000,20010,20000,20010,20020,20000,20200,20010,20020,20010,20010,20222,20000,20000,20000,20000,20000,20000,22000
romig,20012,22100,20000,20010,20000,20000,20000,20000,20000,20000,21020,20020,20000,21000,20000,20001,20000,20000,20000,20000,21200,20200,20200,20220,20200,20000,20001,20000,20000,20000,20000,20000,20000,21020,20000,20000,21000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20001,20001,20021,21021,20010,20010,20010,20000,20000,20000,20000,20220,20000,20000,20000,20000,20000,21000,20100,20000,20000,21000,21000,20100,20000,20000,20000,20000,20010,20010,20010,20000,20000,20000,20001,20000,21000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20022,21010,21010,20010,20110,20010,20010,22000,22000,22000,22000,22000,22000,22001,22000,22000,22200,22200,22200,22222,22000,22000,22020,22100,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22022,22000,20000,20001,20010,20010,20000,20200,20000,20000,20000,20020,20200,20020,20010,20000,20000,20000,20002,22000
ronde,20000,22000,20000,20000,20101,20001,20010,20111,20011,20010,21010,20010,20010,21110,20001,20101,20001,20101,20001,20000,21000,20002,20101,20100,20000,20200,20202,20200,20101,20002,20002,20000,20001,21000,20101,20100,21100,20101,20001,20021,21001,20002,20001,20001,20001,20001,21001,20111,20011,20021,20001,20001,20001,20101,20002,21001,20101,20001,20102,20001,20101,20002,20001,20001,20201,20201,20202,20001,20101,21001,20001,20001,20101,21001,21001,20001,20002,20101,20002,20101,20100,20002,20001,20011,20111,20011,20101,20101,21000,20001,20101,20202,20010,20101,20002,20101,20010,20002,20000,20101,20001,20101,20000,21000,21000,20002,20002,20000,20001,22100,22000,22111,22011,22022,22001,22002,22101,22001,22100,22101,22001,22000,22222,22220,22002,22000,22100,22101,22002,22000,22002,22002,22002,22101,22001,22101,22001,22000,22100,20002,20000,20022,20101,20000,20000,20002,20101,20002,20002,20001,20000,20000,20000,20000,20100,20010,22100
rondo,20000,22001,20000,20000,20100,20000,20010,20110,20010,20010,20012,20010,20010,21110,20000,20100,20000,20100,20000,20000,20002,20000,20100,20100,20000,20200,20200,20200,20100,20000,20000,20000,20000,20002,20100,20100,21100,20100,20000,20020,20002,20000,20000,20000,20000,20000,20002,20110,20010,20020,20000,20000,20000,20100,20000,20002,20100,20000,20100,20000,20100,20000,20000,20000,20200,20200,20200,20000,20100,20002,20000,20000,20100,21000,20002,20000,20000,20100,20000,20100,20100,20000,20000,20010,20110,20010,20100,20100,21000,20000,20100,20200,20010,20100,20000,20100,20010,20000,20000,20100,20000,20100,20000,21000,21001,20000,20000,20000,20000,22100,22001,22110,22012,22020,22000,22000,22100,22000,22100,22100,22000,22000,22220,22222,22001,22001,22100,22100,22000,22001,22000,22000,22000,22100,22000,22100,22000,22000,22100,20000,20000,20020,20100,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20100,20010,22100
rooie,20010,22200,20000,20010,20001,20001,20000,20001,20001,20000,21020,20020,20000,21000,20001,20001,20001,20001,20001,20000,21000,20002,20001,20020,20000,20000,20002,20000,20001,20002,20002,20000,20001,21020,20001,20000,21000,20001,20001,20001,21001,20002,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20022,21021,20011,20011,20012,20001,20001,20002,20001,20021,20001,20001,20002,20001,20001,21001,20001,20001,20001,21001,21001,20001,20002,20001,20002,20001,20010,20012,20011,20001,20001,20001,20001,20001,21000,20001,20001,20002,20000,20001,20002,20001,20000,20002,20000,20001,20001,20001,20020,20210,21210,20012,20012,20010,20011,22000,22100,22001,22101,22002,22001,22002,22001,22001,22000,22001,22001,22020,22002,22100,22222,22200,22000,22001,22002,22100,22002,22002,22002,22001,22001,22001,22001,22020,22000,20002,20000,20012,20011,20000,20000,20002,20001,20002,20022,20001,20020,20010,20000,20000,20000,20000,22000
rooms,20000,22222,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21010,20010,20010,20010,20011,20000,20000,20000,20000,20000,20000,20001,20000,21000,20000,20000,21000,20000,20000,20000,21000,20000,20000,20002,20002,20000,21000,20000,20000,20002,20002,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,21000,20011,20001,20000,21000,21000,20020,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,21000,20002,20010,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,21200,20001,20020,20002,20000,22000,22100,22000,22100,22000,22001,22000,22000,22000,22010,22010,22010,22010,22000,22100,22200,22222,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,20002,20010,20001,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,22000
rotan,20010,22000,20120,20010,20012,20010,20020,20012,20010,20010,21010,20010,20010,21012,20010,20012,20010,20012,20110,20010,21010,20010,20012,20012,20010,20011,20011,20011,20012,20010,20110,20110,20210,21210,20012,20012,21012,20012,20020,20010,21010,20000,20000,20000,20000,20100,21100,20002,20000,20000,20000,20000,20000,20002,20000,21000,20002,20000,20001,20000,20002,20000,20020,20000,20002,20101,20101,20000,20002,21000,20000,20100,20202,21200,21200,20010,20000,20002,20000,20002,20111,20000,20000,20000,20002,20000,20002,20002,21000,20000,20002,20001,20020,20002,20100,20202,20200,20200,20020,20002,20000,20002,20000,21010,21000,20000,20200,20200,20100,22002,22100,22002,22000,22000,22100,22000,22002,22000,22022,22002,22000,22000,22001,22001,22000,22000,22222,22202,22200,22200,22200,22000,22100,22002,22000,22002,22100,22000,22002,20000,20000,20000,20002,20000,20010,20100,20002,20100,20000,20000,20000,20020,20020,20020,20002,20020,22022
roten,20000,22000,20100,20000,20022,20020,20000,20022,20020,20000,21000,20000,20000,21002,20020,20022,20020,20022,20120,20000,21000,20020,20022,20002,20000,20001,20011,20001,20022,20010,20110,20100,20220,21200,20022,20002,21002,20022,20010,20010,21010,20010,20020,20010,20020,20110,21110,20022,20020,20010,20010,20010,20020,20022,20010,21010,20022,20010,20011,20020,20022,20010,20010,20010,20022,20121,20111,20020,20022,21010,20020,20120,20222,21210,21210,20010,20010,20022,20010,20022,20101,20010,20020,20020,20022,20020,20022,20022,21000,20020,20022,20011,20000,20022,20110,20222,20200,20210,20000,20022,20020,20022,20000,21000,21000,20020,20210,20200,20120,22002,22100,22022,22020,22010,22110,22010,22022,22020,22002,22022,22020,22000,22011,22001,22010,22000,22202,22222,22210,22200,22210,22010,22110,22022,22020,22022,22120,22000,22002,20010,20000,20010,20022,20000,20000,20110,20022,20110,20010,20020,20000,20000,20000,20000,20002,20000,22002
rotje,20000,22000,20100,20000,20001,20001,20000,20001,20001,20000,21000,20000,20020,21000,20001,20001,20001,20001,20101,20000,21000,20002,20001,20000,20010,20000,20002,20020,20001,20002,20102,20100,20201,21200,20001,20000,21000,20001,20001,20001,21001,20002,20001,20001,20001,20101,21101,20001,20001,20001,20001,20001,20001,20001,20002,21001,20001,20001,20002,20001,20001,20002,20001,20001,20001,20101,20102,20001,20001,21001,20001,20101,20201,21201,21201,20001,20002,20001,20002,20001,20100,20002,20001,20001,20001,20001,20001,20001,21000,20001,20001,20002,20000,20001,20102,20201,20200,20222,20000,20001,20001,20001,20000,21020,21000,20002,20202,20200,20101,22000,22100,22001,22001,22002,22101,22002,22001,22001,22000,22001,22001,22000,22002,22000,22002,22000,22200,22201,22222,22200,22202,22002,22102,22001,22001,22001,22101,22000,22000,20002,20000,20002,20001,20000,20000,20102,20001,20102,20002,20001,20000,20000,20000,20000,20000,20000,22000
rotor,20000,22010,20100,20000,20000,20002,20002,20000,20002,20000,21000,20000,20000,20020,20000,20000,20000,20000,20100,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20200,21200,20000,20000,20020,20000,20000,20000,21000,20000,20000,20000,20000,20100,21100,20000,20002,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,21001,20000,20100,20200,20222,21201,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20000,20020,20000,20000,20000,20000,20000,20100,20200,20200,20200,20000,20000,20000,20000,20000,21000,21020,20000,20200,20200,20100,22000,22120,22000,22010,22000,22100,22000,22000,22002,22000,22000,22002,22000,22000,22010,22010,22010,22200,22200,22200,22222,22200,22000,22100,22000,22002,22000,22100,22000,22000,20000,20000,20000,20000,20000,20000,20100,20000,20100,20000,20002,20000,20000,20000,20000,20000,20000,22000
rotte,20000,22000,20100,20000,20001,20001,20000,20001,20001,20000,21000,20000,20000,21000,20001,20001,20001,20001,20101,20000,21000,20002,20001,20000,20000,20000,20002,20000,20001,20002,20022,20020,20201,21200,20001,20000,21000,20001,20001,20001,21001,20002,20001,20001,20001,20101,21021,20001,20001,20001,20001,20001,20001,20001,20002,21001,20001,20001,20002,20001,20001,20002,20001,20001,20001,20101,20022,20001,20001,21001,20001,20101,20201,21201,21201,20001,20002,20001,20002,20001,20100,20002,20001,20001,20001,20001,20001,20001,21000,20001,20001,20002,20000,20001,20022,20201,20200,20202,20000,20001,20001,20001,20000,21000,21000,20002,20202,20200,20101,22000,22100,22001,22001,22002,22101,22002,22001,22001,22000,22001,22001,22000,22002,22000,22002,22000,22200,22201,22202,22200,22222,22002,22022,22001,22001,22001,22101,22000,22000,20002,20000,20002,20001,20000,20000,20022,20001,20022,20002,20001,20000,20000,20000,20000,20000,20000,22000
rouge,20020,22000,20000,20000,20001,20001,20000,20001,20001,20000,21000,20000,20000,21000,20001,20011,20001,20001,20001,20000,21000,20002,20001,20000,20000,20000,20022,20000,20001,20002,20002,20000,20001,21000,20001,20000,21000,20001,20001,20001,21001,20002,20001,20101,20001,20001,21001,20001,20001,20001,20001,20101,20011,20011,20012,21011,20001,20001,20002,20001,20001,20002,20001,20001,20001,20001,20002,20001,20001,21001,20001,20001,20001,21001,21001,20201,20202,20001,20102,20001,20000,20002,20001,20001,20001,20001,20011,20001,21000,20001,20001,20002,20000,20001,20002,20001,20000,20002,20000,20001,20011,20001,20010,21000,21000,20002,20002,20100,20001,22000,22000,22001,22001,22002,22001,22022,22001,22001,22000,22001,22001,22010,22002,22000,22002,22000,22000,22001,22002,22000,22002,22222,22202,22001,22001,22001,22001,22010,22000,20102,20110,20102,20101,20100,20100,20102,20101,20102,20102,20001,20000,20000,20000,20000,20000,20010,22000
route,20000,22000,20010,20000,20001,20001,20000,20001,20001,20000,21000,20000,20000,21000,20001,20001,20001,20001,20011,20000,21000,20002,20001,20000,20000,20000,20002,20000,20001,20002,20022,20020,20011,21010,20001,20000,21000,20001,20001,20001,21001,20002,20001,20101,20001,20011,21021,20001,20001,20001,20001,20101,20001,20001,20002,21001,20001,20001,20002,20001,20001,20002,20001,20001,20001,20011,20022,20001,20001,21001,20001,20011,20011,21011,21011,20201,20202,20001,20102,20001,20010,20002,20001,20001,20001,20001,20001,20001,21000,20001,20001,20002,20000,20001,20022,20011,20010,20012,20000,20001,20001,20001,20000,21000,21000,20002,20012,20110,20011,22000,22010,22001,22001,22002,22011,22002,22001,22001,22000,22001,22001,22000,22002,22000,22002,22000,22010,22011,22012,22010,22022,22202,22222,22001,22001,22001,22011,22000,22000,20102,20100,20102,20101,20100,20100,20122,20101,20122,20102,20001,20000,20000,20000,20000,20000,20000,22000
roven,20000,22000,20000,20000,20022,20020,20000,20022,20020,20000,21000,20000,20000,21002,20020,20022,20020,20022,20020,20000,21000,20020,20022,20002,20000,20001,20011,20001,20022,20010,20010,20000,20020,21000,20222,20202,21002,20022,20010,20010,21010,20010,20020,20010,20020,20010,21010,20022,20020,20010,20010,20010,20020,20022,20010,21010,20022,20010,20011,20020,20022,20010,20010,20010,20022,20021,20011,20020,20022,21010,20020,20020,20022,21010,21010,20010,20010,20222,20210,20022,20001,20010,20020,20020,20022,20020,20022,20022,21000,20020,20022,20011,20000,20022,20010,20022,20000,20010,20200,20222,20020,20022,20000,21000,21000,20020,20010,20000,20220,22002,22000,22022,22020,22010,22010,22010,22022,22020,22002,22022,22020,22000,22011,22001,22010,22000,22002,22022,22010,22000,22010,22010,22010,22222,22220,22022,22020,22000,22002,20010,20000,20010,20022,20000,20000,20010,20022,20010,20010,20020,20100,20000,20000,20000,20002,20000,22002
rover,20000,22000,20000,20000,20020,20022,20002,20020,20022,20000,21000,20000,20000,21000,20020,20020,20020,20020,20020,20000,21000,20020,20020,20000,20000,20000,20010,20000,20020,20010,20010,20000,20020,21000,20220,20200,21000,20020,20010,20010,21010,20010,20020,20010,20020,20010,21010,20020,20022,20010,20010,20010,20020,20020,20010,21010,20020,20010,20010,20020,20020,20010,20010,20010,20020,20020,20010,20020,20020,21011,20020,20020,20020,21012,21011,20010,20010,20220,20210,20020,20000,20010,20020,20020,20020,20022,20020,20020,21000,20020,20020,20010,20000,20020,20010,20020,20000,20010,20200,20220,20020,20020,20000,21000,21000,20020,20010,20000,20220,22000,22000,22020,22020,22010,22010,22010,22020,22022,22000,22020,22022,22000,22010,22000,22010,22000,22000,22020,22010,22002,22010,22010,22010,22220,22222,22020,22020,22000,22000,20010,20000,20010,20020,20000,20000,20010,20020,20010,20010,20022,20100,20000,20000,20000,20000,20000,22000
rozen,20000,22000,20000,20000,20022,20020,20000,20022,20020,20000,21000,20000,20000,21002,20020,20022,20020,20022,20020,20000,21000,20020,20022,20002,20000,20001,20011,20001,20022,20010,20010,20000,20020,21000,20022,20002,21002,20222,20010,20010,21010,20010,20020,20010,20020,20010,21010,20022,20020,20010,20010,20010,20020,20022,20010,21010,20022,20010,20011,20020,20022,20010,20010,20010,20022,20021,20011,20020,20022,21010,20020,20020,20022,21010,21010,20010,20110,20022,20010,20222,20001,20010,20020,20020,20022,20020,20022,20022,21000,20020,20022,20011,20000,20022,20010,20022,20000,20010,20000,20022,20020,20222,20200,21000,21000,20020,20010,20000,20020,22002,22000,22022,22020,22010,22010,22010,22022,22020,22002,22022,22020,22000,22011,22001,22010,22000,22002,22022,22010,22000,22010,22010,22010,22022,22020,22222,22220,22200,22202,20010,20000,20010,20022,20000,20000,20010,20022,20010,20210,20020,20200,20000,20000,20000,20002,20000,22002
