Guess,lapse,lat1n,leeuw,laaie,laars,label,laden,lader,lagen,lager,lakei,laken,lamel,lamet,lamme,lands,lange,langs,lapel,laren,large,largo,larie,larve,laser,lasso,laste,latei,laten,later,latex,lat1n,latuw,lavas,laven,lavet,lazen,lazer,lease,lebbe,leden,leder,ledig,leers,leest,leeuw,legen,leger,leges,legio,leien,leken,lelie,lel1k,lemen,lemma,lende,lenen,lener,lenig,lente,lento,lenze,lepel,lepra,leren,lesbo,leste,leute,leuze,leven,lever,lezen,lezer,liaan,liane,libel,licht,lieve,l1den,l1der,l1fje,l1ken,l1kwa,l1men,l1mer,l1mig,l1nen,l1ven,l1vig,l1zen,l1zig,liman,limbo,limes,limit,linde,linie,links,linze,lipje,liter,litho,lobby,locus,loden,loens,logee,logen,logos,loipe,loken,loket,lokus,lolly,lomig,lonen,loods,loops,lopen,loper,lorre,loser,losse,loten,lotje,lotto,lotus,loven,lover,lozen,lucht,luide,luien,luier,lullo,lumme,lunch,lunet,lupus,lutje,luwen,luwte,lycra,lymfe,lysol,lumen,level
linde,20002,20100,20001,21002,20000,20001,20111,20011,20101,20001,21001,20101,20001,20001,20002,20220,20202,20200,20001,20101,20002,20000,21002,20002,20001,20000,20002,21001,20101,20001,20001,20100,20000,20000,20101,20001,20101,20001,20002,20002,20111,20011,21011,20001,20001,20001,20101,20001,20001,21001,21101,20101,21002,20001,20101,20001,20222,20201,20201,21201,20202,20201,20202,20001,20001,20101,20001,20002,20002,20002,20101,20001,20101,20001,22100,22102,22001,22000,22002,20111,20011,20002,20101,20000,20101,20001,21000,20201,20101,21000,20101,21000,22100,22000,22001,22000,22222,22202,22200,22202,22002,22001,22000,20000,20000,20111,20101,20002,20101,20000,21002,20101,20001,20000,20000,21000,20201,20020,20000,20101,20001,20002,20001,20002,20101,20002,20000,20000,20101,20001,20101,20000,21022,21101,21001,20000,20002,20200,20201,20000,20002,20101,20002,20000,20002,20000,20101,20001
linie,20002,20100,20001,20022,20000,20001,20101,20001,20101,20001,21001,20101,20001,20001,20002,20200,20202,20200,20001,20101,20002,20000,20022,20002,20001,20000,20002,21001,20101,20001,20001,20100,20000,20000,20101,20001,20101,20001,20002,20002,20101,20001,20021,20001,20001,20001,20101,20001,20001,20021,21101,20101,20022,20001,20101,20001,20202,20201,20201,20221,20202,20201,20202,20001,20001,20101,20001,20002,20002,20002,20101,20001,20101,20001,22100,22102,22001,22000,22002,20101,20001,20002,20101,20000,20101,20001,20020,20201,20101,20020,20101,20020,22100,22000,22001,22020,22202,22222,22200,22202,22002,22001,22000,20000,20000,20101,20101,20002,20101,20000,21002,20101,20001,20000,20000,20020,20201,20000,20000,20101,20001,20002,20001,20002,20101,20002,20000,20000,20101,20001,20101,20000,21002,21101,21001,20000,20002,20200,20201,20000,20002,20101,20002,20000,20002,20000,20101,20001
links,20001,20100,20000,21000,20002,20000,20100,20000,20100,20000,21010,20110,20000,20000,20000,20202,20200,20202,20000,20100,20000,20000,21000,20000,20001,20001,20001,21000,20100,20000,20000,20100,20000,20002,20100,20000,20100,20000,20001,20000,20100,20000,21000,20002,20001,20000,20100,20000,20002,21000,21100,20110,21000,20010,20100,20000,20200,20200,20200,21200,20200,20200,20200,20000,20000,20100,20001,20001,20000,20000,20100,20000,20100,20000,22100,22100,22000,22000,22000,20100,20000,20000,20110,20010,20100,20000,21000,20200,20100,21000,20100,21000,22100,22000,22002,22000,22200,22200,22222,22200,22000,22000,22000,20000,20002,20100,20102,20000,20100,20002,21000,20110,20010,20012,20000,21000,20200,20002,20002,20100,20000,20000,20001,20001,20100,20000,20000,20002,20100,20000,20100,20000,21000,21100,21000,20000,20000,20200,20200,20002,20000,20100,20000,20000,20000,20001,20100,20000
linze,20002,20100,20001,21002,20000,20001,20101,20001,20101,20001,21001,20101,20001,20001,20002,20200,20202,20200,20001,20101,20002,20000,21002,20002,20001,20000,20002,21001,20101,20001,20001,20100,20000,20000,20101,20001,20111,20011,20002,20002,20101,20001,21001,20001,20001,20001,20101,20001,20001,21001,21101,20101,21002,20001,20101,20001,20202,20201,20201,21201,20202,20201,20222,20001,20001,20101,20001,20002,20002,20022,20101,20001,20111,20011,22100,22102,22001,22000,22002,20101,20001,20002,20101,20000,20101,20001,21000,20201,20101,21000,20111,21010,22100,22000,22001,22000,22202,22202,22200,22222,22002,22001,22000,20000,20000,20101,20101,20002,20101,20000,21002,20101,20001,20000,20000,21000,20201,20000,20000,20101,20001,20002,20001,20002,20101,20002,20000,20000,20101,20001,20111,20000,21002,21101,21001,20000,20002,20200,20201,20000,20002,20101,20002,20000,20002,20000,20101,20001
lipje,20202,20000,20001,21002,20000,20001,20001,20001,20001,20001,21001,20001,20001,20001,20002,20000,20002,20000,20201,20001,20002,20000,21002,20002,20001,20000,20002,21001,20001,20001,20001,20000,20000,20000,20001,20001,20001,20001,20002,20002,20001,20001,21001,20001,20001,20001,20001,20001,20001,21001,21001,20001,21002,20001,20001,20001,20002,20001,20001,21001,20002,20001,20002,20201,20201,20001,20001,20002,20002,20002,20001,20001,20001,20001,22000,22002,22001,22000,22002,20001,20001,20022,20001,20000,20001,20001,21000,20001,20001,21000,20001,21000,22000,22000,22001,22000,22002,22002,22000,22002,22222,22001,22000,20000,20000,20001,20001,20002,20001,20000,21102,20001,20001,20000,20000,21000,20001,20000,20100,20201,20201,20002,20001,20002,20001,20022,20000,20000,20001,20001,20001,20000,21002,21001,21001,20000,20002,20000,20001,20200,20022,20001,20002,20000,20002,20000,20001,20001
liter,20010,20200,20010,21010,20001,20020,20020,20022,20020,20022,21020,20020,20020,20120,20010,20000,20010,20000,20020,20021,20011,20001,21011,20011,20022,20000,20110,21220,20220,20222,20220,20200,20200,20000,20020,20120,20020,20022,20010,20010,20020,20022,21010,20011,20110,20010,20020,20022,20020,21010,21020,20020,21010,20010,20020,20010,20010,20020,20022,21010,20110,20110,20010,20020,20011,20021,20010,20110,20110,20010,20020,20022,20020,20022,22000,22010,22020,22100,22010,20020,20022,20010,20020,20000,20020,20022,21000,20020,20020,21000,20020,21000,22000,22000,22020,22100,22010,22010,22000,22010,22010,22222,22200,20000,20000,20020,20010,20020,20020,20000,21010,20020,20120,20000,20000,21000,20020,20000,20000,20020,20022,20011,20022,20010,20220,20210,20200,20200,20020,20022,20020,20100,21010,21020,21022,20000,20010,20000,20120,20000,20210,20020,20110,20001,20010,20000,20020,20020
litho,20000,20200,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20000,20002,20100,21200,20200,20200,20200,20200,20200,20000,20000,20100,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,20000,20000,21002,21000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20100,20102,20000,20000,20000,20000,20002,20100,20100,20000,20000,20000,20000,20000,22000,22000,22000,22120,22000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,20000,21000,22000,22002,22000,22100,22000,22000,22000,22000,22000,22200,22222,20001,20001,20001,20001,20001,20001,20001,21001,20001,20101,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20201,20201,20202,20201,20001,20001,20001,20120,21000,21000,21000,20002,20000,20010,20100,20000,20200,20000,20100,20000,20000,20001,20000,20000
lobby,20000,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20220,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21020,20000,20000,20000,20000,20000,20000,20000,20000,21000,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20001,20001,21001,20000,20000
locus,20001,20000,20020,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20000,21000,20000,20000,20001,21001,20001,20000,20000,20000,20000,20000,20020,20002,20000,20000,20000,20000,20001,20000,20000,20000,20000,20002,20001,20020,20000,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21001,20001,20010,20010,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20002,20000,20000,20000,21000,22000,22222,22000,22002,22000,22000,22002,22000,22000,22000,22022,22000,22000,22000,22002,22002,22000,22000,22000,22001,22001,22000,22000,22000,22022,22000,22000,22000,20210,20010,20010,20010,21010,20010,20110,20010,20022,20010,20010,20010,20200,20000,21001,20010,20000
loden,20010,20002,20010,20010,20000,20020,20222,20220,20022,20020,20020,20022,20020,20020,20010,20101,20011,20001,20020,20022,20010,21000,20010,20010,20020,21000,20010,20020,20022,20020,20020,20002,20000,20000,20022,20020,20022,20020,20010,20010,20222,20220,20210,20010,20010,20010,20022,20020,20020,21010,20022,20022,20010,20010,20022,20010,20111,20022,20021,20011,20011,21011,20011,20020,20010,20022,21010,20010,20010,20010,20022,20020,20022,20020,20002,20011,20020,20000,20010,20222,20220,20010,20022,20000,20022,20020,20000,20022,20022,20000,20022,20000,20002,21000,20020,20000,20111,20011,20001,20011,20010,20020,21000,22000,22000,22222,22011,22020,22022,22000,22010,22022,22020,22000,22000,22000,22022,22100,22000,22022,22020,22010,22020,22010,22022,22010,22000,22000,22022,22020,22022,20000,20110,20022,20020,21000,20010,20001,20021,20000,20010,20022,20010,20000,20010,21000,20022,20020
loens,20101,20010,20200,20100,20002,20100,20110,20100,20110,20100,20100,20110,20100,20100,20100,20012,20110,20012,20100,20110,20100,21000,20100,20100,20101,21001,20101,20100,20110,20100,20100,20010,20000,20002,20110,20100,20110,20100,20101,20100,20110,20100,20100,20202,20201,20200,20110,20100,20102,21100,20110,20110,20100,20100,20110,20100,20110,20110,20110,20110,20110,21110,20110,20100,20100,20110,21101,20101,20100,20100,20110,20100,20110,20100,20010,20120,20100,20000,20200,20110,20100,20100,20110,20000,20110,20100,20000,20110,20110,20000,20110,20000,20010,21000,20102,20000,20110,20110,20012,20110,20100,20100,21000,22000,22002,22110,22222,22100,22110,22002,22100,22110,22100,22002,22000,22000,22110,22002,22002,22110,22100,22100,22101,22101,22110,22100,22000,22002,22110,22100,22110,20000,20100,20110,20100,21000,20100,20010,20110,20002,20100,20110,20100,20000,20100,21001,20110,20100
logee,20002,20000,20011,20002,20000,20020,20020,20020,20220,20220,20020,20020,20020,20020,20002,20000,20102,20100,20020,20020,20102,21100,20002,20002,20020,21000,20002,20020,20020,20020,20020,20000,20000,20000,20020,20020,20020,20020,20012,20012,20021,20021,20110,20011,20011,20011,20221,20221,20221,21210,20021,20021,20012,20010,20021,20010,20012,20021,20021,20110,20012,21010,20012,20021,20010,20021,21010,20012,20012,20012,20021,20021,20021,20021,20000,20002,20020,20000,20012,20020,20020,20002,20020,20000,20020,20020,20100,20020,20020,20100,20020,20100,20000,21000,20020,20000,20002,20002,20000,20002,20002,20020,21000,22000,22000,22020,22010,22222,22220,22200,22002,22020,22020,22000,22000,22100,22020,22000,22000,22020,22020,22002,22020,22002,22020,22002,22000,22000,22020,22020,22020,20000,20002,20020,20020,21000,20002,20000,20020,20000,20002,20020,20002,20000,20002,21000,20020,20021
logen,20010,20002,20010,20010,20000,20020,20022,20020,20222,20220,20020,20022,20020,20020,20010,20001,20111,20101,20020,20022,20110,21100,20010,20010,20020,21000,20010,20020,20022,20020,20020,20002,20000,20000,20022,20020,20022,20020,20010,20010,20022,20020,20110,20010,20010,20010,20222,20220,20220,21210,20022,20022,20010,20010,20022,20010,20011,20022,20021,20111,20011,21011,20011,20020,20010,20022,21010,20010,20010,20010,20022,20020,20022,20020,20002,20011,20020,20000,20010,20022,20020,20010,20022,20000,20022,20020,20100,20022,20022,20100,20022,20100,20002,21000,20020,20000,20011,20011,20001,20011,20010,20020,21000,22000,22000,22022,22011,22220,22222,22200,22010,22022,22020,22000,22000,22100,22022,22000,22000,22022,22020,22010,22020,22010,22022,22010,22000,22000,22022,22020,22022,20000,20010,20022,20020,21000,20010,20001,20021,20000,20010,20022,20010,20000,20010,21000,20022,20020
logos,20001,20000,20000,20000,20002,20000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20002,20100,20102,20000,20000,20100,21100,20000,20000,20001,21001,20001,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20001,20000,20000,20000,20100,20002,20001,20000,20200,20200,20202,21200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,21000,20000,20000,20000,20000,21001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20100,20000,20100,20000,21000,20002,20000,20000,20000,20002,20000,20000,20000,21000,22000,22002,22000,22002,22200,22200,22222,22000,22000,22000,22002,22000,22100,22000,22012,22012,22000,22000,22000,22001,22001,22000,22000,22010,22002,22000,22000,22000,20000,20000,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20021,20000,20000
loipe,20012,20000,20001,20102,20000,20001,20001,20001,20001,20001,20101,20001,20001,20001,20002,20000,20002,20000,20011,20001,20002,21000,20102,20002,20001,21000,20002,20101,20001,20001,20001,20000,20000,20000,20001,20001,20001,20001,20002,20002,20001,20001,20101,20001,20001,20001,20001,20001,20001,21101,20201,20001,20102,20001,20001,20001,20002,20001,20001,20101,20002,21001,20002,20011,20011,20001,21001,20002,20002,20002,20001,20001,20001,20001,20100,20102,20101,20100,20102,20001,20001,20002,20001,20000,20001,20001,20100,20001,20001,20100,20001,20100,20100,21100,20101,20100,20102,20102,20100,20102,20112,20101,21100,22000,22000,22001,22001,22002,22001,22000,22222,22001,22001,22000,22000,22100,22001,22000,22020,22011,22011,22002,22001,22002,22001,22002,22000,22000,22001,22001,22001,20000,20202,20201,20201,21000,20002,20000,20001,20010,20002,20001,20002,20000,20002,21000,20001,20001
loken,20010,20002,20010,20010,20000,20020,20022,20020,20022,20020,20220,20222,20020,20020,20010,20001,20011,20001,20020,20022,20010,21000,20010,20010,20020,21000,20010,20020,20022,20020,20020,20002,20000,20000,20022,20020,20022,20020,20010,20010,20022,20020,20010,20010,20010,20010,20022,20020,20020,21010,20022,20222,20010,20110,20022,20010,20011,20022,20021,20011,20011,21011,20011,20020,20010,20022,21010,20010,20010,20010,20022,20020,20022,20020,20002,20011,20020,20000,20010,20022,20020,20010,20222,20200,20022,20020,20000,20022,20022,20000,20022,20000,20002,21000,20020,20000,20011,20011,20101,20011,20010,20020,21000,22000,22000,22022,22011,22020,22022,22000,22010,22222,22220,22200,22000,22000,22022,22000,22000,22022,22020,22010,22020,22010,22022,22010,22000,22000,22022,22020,22022,20000,20010,20022,20020,21000,20010,20001,20021,20000,20010,20022,20010,20000,20010,21000,20022,20020
loket,20010,20001,20010,20010,20000,20020,20020,20020,20020,20020,20220,20220,20020,20022,20010,20000,20010,20000,20020,20020,20010,21000,20010,20010,20020,21000,20011,20021,20021,20021,20021,20001,20001,20000,20020,20022,20020,20020,20010,20010,20020,20020,20010,20010,20012,20010,20020,20020,20020,21010,20020,20220,20010,20110,20020,20010,20010,20020,20020,20010,20011,21011,20010,20020,20010,20020,21010,20011,20011,20010,20020,20020,20020,20020,20000,20010,20020,20002,20010,20020,20020,20010,20220,20200,20020,20020,20000,20020,20020,20000,20020,20000,20000,21000,20020,20002,20010,20010,20100,20010,20010,20021,21001,22000,22000,22020,22010,22020,22020,22000,22010,22220,22222,22200,22000,22000,22020,22000,22000,22020,22020,22010,22020,22010,22021,22011,22001,22001,22020,22020,22020,20002,20010,20020,20020,21000,20010,20000,20022,20000,20011,20020,20011,20000,20010,21000,20020,20020
lokus,20001,20000,20020,20000,20002,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,20002,20000,20002,20000,20000,20000,21000,20000,20000,20001,21001,20001,20000,20000,20000,20000,20000,20020,20002,20000,20000,20000,20000,20001,20000,20000,20000,20000,20002,20001,20020,20000,20000,20002,21000,20000,20200,20000,20100,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21001,20001,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20102,20000,20000,20000,21000,22000,22022,22000,22002,22000,22000,22002,22000,22200,22200,22222,22000,22000,22000,22002,22002,22000,22000,22000,22001,22001,22000,22000,22000,22022,22000,22000,22000,20010,20010,20010,20010,21010,20010,20010,20010,20022,20010,20010,20010,20000,20000,21001,20010,20000
lolly,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20000,21000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,21220,20000,20000,20000,20000,20000,20000,20000,20001,20001,21101,20000,20100
lomig,20000,20000,20000,20020,20000,20000,20000,20000,20001,20001,20010,20000,20200,20200,20200,20000,20001,20001,20000,20000,20001,21001,20020,20000,20000,21000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20022,20000,20000,20000,20001,20001,20001,21021,20010,20000,20020,20000,20200,20200,20000,20000,20000,20022,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20010,20010,20010,20000,20000,20000,20000,20000,20200,20200,20222,20000,20000,20022,20000,20022,20210,21210,20210,20220,20010,20020,20010,20010,20010,20010,21010,22000,22000,22000,22000,22001,22001,22001,22010,22000,22000,22000,22000,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20010,20010,20010,21000,20200,20000,20000,20000,20000,20000,20000,20000,20200,21000,20200,20000
lonen,20010,20002,20010,20010,20000,20020,20022,20020,20022,20020,20020,20022,20020,20020,20010,20200,20210,20200,20020,20022,20010,21000,20010,20010,20020,21000,20010,20020,20022,20020,20020,20002,20000,20000,20022,20020,20022,20020,20010,20010,20022,20020,20010,20010,20010,20010,20022,20020,20020,21010,20022,20022,20010,20010,20022,20010,20210,20222,20220,20210,20210,21210,20210,20020,20010,20022,21010,20010,20010,20010,20022,20020,20022,20020,20002,20110,20020,20000,20010,20022,20020,20010,20022,20000,20022,20020,20000,20222,20022,20000,20022,20000,20002,21000,20020,20000,20210,20210,20200,20210,20010,20020,21000,22000,22000,22022,22110,22020,22022,22000,22010,22022,22020,22000,22000,22000,22222,22000,22000,22022,22020,22010,22020,22010,22022,22010,22000,22000,22022,22020,22022,20000,20010,20022,20020,21000,20010,20200,20220,20000,20010,20022,20010,20000,20010,21000,20022,20020
loods,20001,20000,20000,20000,20002,20000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20022,20000,20002,20000,20000,20000,21000,20000,20000,20001,21001,20001,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20001,20000,20010,20010,20010,20002,20001,20000,20000,20000,20002,21000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,20000,21001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20020,20000,20002,20000,20000,20000,21000,22000,22002,22010,22002,22000,22000,22102,22000,22000,22000,22002,22000,22000,22000,22222,22202,22000,22000,22000,22001,22001,22000,22000,22100,22002,22000,22000,22000,20000,20020,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20000,20000,21001,20000,20000
loops,20011,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20010,20000,20000,21000,20000,20000,20001,21001,20001,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20001,20000,20000,20000,20000,20002,20001,20000,20000,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20010,20010,20000,21001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20002,20000,20010,20000,21000,22000,22002,22000,22002,22000,22000,22102,22020,22000,22000,22002,22000,22000,22000,22202,22222,22010,22010,22000,22001,22001,22000,22000,22100,22002,22000,22000,22000,20000,20000,20000,20000,21000,20000,20000,20000,20012,20000,20000,20000,20000,20000,21001,20000,20000
lopen,20210,20002,20010,20010,20000,20020,20022,20020,20022,20020,20020,20022,20020,20020,20010,20001,20011,20001,20220,20022,20010,21000,20010,20010,20020,21000,20010,20020,20022,20020,20020,20002,20000,20000,20022,20020,20022,20020,20010,20010,20022,20020,20010,20010,20010,20010,20022,20020,20020,21010,20022,20022,20010,20010,20022,20010,20011,20022,20021,20011,20011,21011,20011,20220,20210,20022,21010,20010,20010,20010,20022,20020,20022,20020,20002,20011,20020,20000,20010,20022,20020,20010,20022,20000,20022,20020,20000,20022,20022,20000,20022,20000,20002,21000,20020,20000,20011,20011,20001,20011,20210,20020,21000,22000,22000,22022,22011,22020,22022,22000,22110,22022,22020,22000,22000,22000,22022,22000,22100,22222,22220,22010,22020,22010,22022,22010,22000,22000,22022,22020,22022,20000,20010,20022,20020,21000,20010,20001,20021,20200,20010,20022,20010,20000,20010,21000,20022,20020
loper,20210,20000,20010,20010,20001,20020,20020,20022,20020,20022,20020,20020,20020,20020,20010,20000,20010,20000,20220,20021,20011,21001,20011,20011,20022,21000,20010,20020,20020,20022,20020,20000,20000,20000,20020,20020,20020,20022,20010,20010,20020,20022,20010,20011,20010,20010,20020,20022,20020,21010,20020,20020,20010,20010,20020,20010,20010,20020,20022,20010,20010,21010,20010,20220,20211,20021,21010,20010,20010,20010,20020,20022,20020,20022,20000,20010,20020,20000,20010,20020,20022,20010,20020,20000,20020,20022,20000,20020,20020,20000,20020,20000,20000,21000,20020,20000,20010,20010,20000,20010,20210,20022,21000,22000,22000,22020,22010,22020,22020,22000,22110,22020,22020,22000,22000,22000,22020,22000,22100,22220,22222,22011,22022,22010,22020,22010,22000,22000,22020,22022,22020,20000,20010,20020,20022,21000,20010,20000,20020,20200,20010,20020,20010,20001,20010,21000,20020,20020
lorre,20002,20000,20001,20002,20020,20001,20001,20101,20001,20101,20001,20001,20001,20001,20002,20000,20002,20000,20001,20201,20202,21200,20202,20202,20101,21000,20002,20001,20001,20101,20001,20000,20000,20000,20001,20001,20001,20101,20002,20002,20001,20101,20001,20021,20001,20001,20001,20101,20001,21001,20001,20001,20002,20001,20001,20001,20002,20001,20101,20001,20002,21001,20002,20001,20021,20201,21001,20002,20002,20002,20001,20101,20001,20101,20000,20002,20001,20000,20002,20001,20101,20002,20001,20000,20001,20101,20000,20001,20001,20000,20001,20000,20000,21000,20001,20000,20002,20002,20000,20002,20002,20101,21000,22000,22000,22001,22001,22002,22001,22000,22002,22001,22001,22000,22000,22000,22001,22000,22000,22001,22101,22222,22101,22002,22001,22002,22000,22000,22001,22101,22001,20000,20002,20001,20101,21000,20002,20000,20001,20000,20002,20001,20002,20020,20002,21000,20001,20001
loser,20110,20000,20010,20010,20101,20020,20020,20022,20020,20022,20020,20020,20020,20020,20010,20100,20010,20100,20020,20021,20011,21001,20011,20011,20222,21200,20210,20020,20020,20022,20020,20000,20000,20100,20020,20020,20020,20022,20110,20010,20020,20022,20010,20111,20110,20010,20020,20022,20120,21010,20020,20020,20010,20010,20020,20010,20010,20020,20022,20010,20010,21010,20010,20020,20011,20021,21210,20210,20010,20010,20020,20022,20020,20022,20000,20010,20020,20000,20010,20020,20022,20010,20020,20000,20020,20022,20000,20020,20020,20000,20020,20000,20000,21000,20120,20000,20010,20010,20100,20010,20010,20022,21000,22000,22100,22020,22110,22020,22020,22100,22010,22020,22020,22100,22000,22000,22020,22100,22100,22020,22022,22011,22222,22210,22020,22010,22000,22100,22020,22022,22020,20000,20010,20020,20022,21000,20010,20000,20020,20100,20010,20020,20010,20001,20010,21200,20020,20020
losse,20022,20000,20001,20002,20100,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20100,20002,20100,20001,20001,20002,21000,20002,20002,20201,21220,20202,20001,20001,20001,20001,20000,20000,20100,20001,20001,20001,20001,20022,20002,20001,20001,20001,20101,20021,20001,20001,20001,20101,21001,20001,20001,20002,20001,20001,20001,20002,20001,20001,20001,20002,21001,20002,20001,20001,20001,21201,20202,20002,20002,20001,20001,20001,20001,20000,20002,20001,20000,20002,20001,20001,20002,20001,20000,20001,20001,20000,20001,20001,20000,20001,20000,20000,21000,20101,20000,20002,20002,20100,20002,20002,20001,21000,22000,22100,22001,22101,22002,22001,22100,22002,22001,22001,22100,22000,22000,22001,22100,22100,22001,22001,22002,22201,22222,22001,22002,22000,22100,22001,22001,22001,20000,20002,20001,20001,21000,20002,20000,20001,20100,20002,20001,20002,20000,20002,21200,20001,20001
loten,20010,20202,20010,20010,20000,20020,20022,20020,20022,20020,20020,20022,20020,20120,20010,20001,20011,20001,20020,20022,20010,21000,20010,20010,20020,21000,20110,20220,20222,20220,20220,20202,20200,20000,20022,20120,20022,20020,20010,20010,20022,20020,20010,20010,20110,20010,20022,20020,20020,21010,20022,20022,20010,20010,20022,20010,20011,20022,20021,20011,20111,21111,20011,20020,20010,20022,21010,20110,20110,20010,20022,20020,20022,20020,20002,20011,20020,20100,20010,20022,20020,20010,20022,20000,20022,20020,20000,20022,20022,20000,20022,20000,20002,21000,20020,20100,20011,20011,20001,20011,20010,20220,21200,22000,22000,22022,22011,22020,22022,22000,22010,22022,22120,22000,22000,22000,22022,22000,22000,22022,22020,22010,22020,22010,22222,22210,22200,22200,22022,22020,22022,20100,20010,20022,20020,21000,20010,20001,20121,20000,20210,20022,20110,20000,20010,21000,20022,20020
lotje,20002,20200,20001,20002,20000,20001,20001,20001,20001,20001,20001,20001,20001,20101,20002,20000,20002,20000,20001,20001,20002,21000,20002,20002,20001,21000,20102,20201,20201,20201,20201,20200,20200,20000,20001,20101,20001,20001,20002,20002,20001,20001,20001,20001,20101,20001,20001,20001,20001,21001,20001,20001,20002,20001,20001,20001,20002,20001,20001,20001,20102,21101,20002,20001,20001,20001,21001,20102,20102,20002,20001,20001,20001,20001,20000,20002,20001,20100,20002,20001,20001,20022,20001,20000,20001,20001,20000,20001,20001,20000,20001,20000,20000,21000,20001,20100,20002,20002,20000,20002,20022,20201,21200,22000,22000,22001,22001,22002,22001,22000,22002,22001,22101,22000,22000,22000,22001,22000,22000,22001,22001,22002,22001,22002,22201,22222,22200,22200,22001,22001,22001,20100,20002,20001,20001,21000,20002,20000,20101,20000,20222,20001,20102,20000,20002,21000,20001,20001
