Guess,kaaps,kamer,kenia,keuls,khmer,koerd,koran,kozak,kaard,kaars,kaart,kaats,kabas,kabel,kadee,kaden,kader,kadet,kaffa,kafir,kajak,kakel,kaken,kaker,kalen,kalig,kalis,kalle,kalot,kamen,kamer,kamig,kand1,kanen,kanis,kanji,kanon,kapel,kapen,kaper,kapje,kapok,kapot,kappa,karaf,karen,karet,karig,karma,karos,karot,karst,karw1,kasba,kassa,kaste,kater,katje,kauri,kavel,kazak,kazen,kazer,kebab,kebon,kefir,kegel,kegge,keken,keker,kelen,kelim,kemel,kenau,kendo,kenen,kepen,keper,kepie,kerel,keren,kerks,kerst,ketel,keten,ketje,keurs,keuze,kevel,keven,kever,kevie,kezen,kidde,kieuw,k1ken,k1ker,k1ven,k1ver,kille,kilte,kimme,kinds,kinky,kiosk,klaaf,klaar,klaas,klamp,klank,klant,klare,klats,klauw,kled1,kleed,kleef,klein,klerk,klets,kleun,kleur,kliek,klier,kling,klink,kloef,kloek,kloet,klojo,klomp,klonk,klont,kloof,klooi,kloon,kloot,klote,klove,kluft,kluif,kluis,kluit,kluns,kluts,kluut,knaak,knaap,knauw,kneep,kneus,knier,knoei,knoet,knook,knoop,knorf,knots,koala,kobbe,kocht,kodak,kodde,koers,koest,koets,kogel,kogge,koine,koken,koker,koket,kokos,kolen,kolom,kolos,komaf,komen,kom1n,komma,komst,kon1n,koord,kopal,kopen,koper,kopie,kopra,koran,koren,korps,korre,korst,koste,koten,koter,koude,kovel,kozak,kozen,koz1n,kraag,kraai,kraak,kraal,kraam,kraan,krach,kramp,krank,krans,krant,krats,krauw,kreeg,kreek,krees,kreet,kreng,krent,kreuk,kriek,kriel,krill,krimi,krimp,kring,kroeg,kroep,kroes,krols,kromp,kroon,kroop,kroos,kroot,kruid,kruif,kruik,kruim,kruin,kruis,kruit,kubbe,kubus,kudde,kuier,kuise,kuist,kulas,kunde,kunst,kuras,kuren,kwaad,kwaal,kwade,kwant,kwark,kwart,kwast,kwats,kweek,kween,kwelm,kwets,kwiek,kwint,kwips,kawai,krapa,kliko
kalft,22000,22000,21000,20100,20000,20000,21000,21000,22000,22000,22002,22001,22000,22100,22000,22000,22000,22002,22020,22010,22000,22100,22000,22000,22200,22200,22200,22200,22202,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22002,22000,22010,22000,22002,22000,22000,22000,22002,22002,22000,22000,22000,22001,22001,22001,22000,22100,22000,22000,22000,21000,20000,20010,20100,20000,20000,20000,20200,20200,20100,21000,20000,20000,20000,20000,20000,20100,20000,20000,20002,20101,20001,20001,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20201,20000,20000,20000,20000,21110,21100,21100,21100,21100,21102,21100,21101,21100,20100,20100,20110,20100,20100,20101,20100,20100,20100,20100,20100,20100,20110,20100,20102,20100,20100,20100,20102,20110,20100,20100,20102,20101,20100,20122,20110,20100,20102,20100,20101,20102,21000,21000,21000,20000,20000,20000,20000,20002,20000,20000,20010,20001,21100,20000,20002,21000,20000,20000,20002,20001,20100,20000,20000,20000,20000,20002,20000,20200,20200,20200,21010,20000,20000,21000,20002,20000,20000,21100,20000,20000,20000,21000,21000,20000,20000,20000,20002,20001,20001,20001,20000,20100,21000,20000,20000,21000,21000,21000,21100,21000,21000,21000,21000,21000,21000,21002,21001,21000,20000,20000,20000,20002,20000,20002,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20010,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,21200,20000,20002,21000,20000,21000,21100,21000,21002,21000,21002,21002,21001,20000,20000,20100,20001,20000,20002,20000,22000,21000,20100
kalkt,22000,22000,21000,20100,20000,20000,21000,21010,22000,22000,22002,22001,22000,22100,22000,22000,22000,22002,22000,22000,22010,22110,22010,22010,22200,22200,22200,22200,22202,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22010,22002,22000,22000,22000,22002,22000,22000,22000,22002,22002,22000,22000,22000,22001,22001,22001,22000,22100,22010,22000,22000,21000,20000,20000,20100,20000,20010,20010,20200,20200,20100,21000,20000,20000,20000,20000,20000,20100,20000,20020,20002,20101,20001,20001,20000,20000,20100,20000,20000,20000,20000,20000,20000,20010,20010,20000,20000,20200,20201,20000,20000,20020,20010,21100,21100,21100,21100,21110,21102,21100,21101,21100,20100,20100,20100,20100,20110,20101,20100,20100,20110,20100,20100,20110,20100,20110,20102,20100,20100,20110,20102,20100,20100,20100,20102,20101,20100,20102,20100,20100,20102,20100,20101,20102,21010,21000,21000,20000,20000,20000,20000,20002,20010,20000,20000,20001,21100,20000,20002,21010,20000,20000,20002,20001,20100,20000,20000,20010,20010,20012,20010,20200,20200,20200,21000,20000,20000,21000,20002,20000,20000,21100,20000,20000,20000,21000,21000,20000,20000,20000,20002,20001,20001,20001,20000,20100,21010,20000,20000,21000,21000,21010,21100,21000,21000,21000,21000,21010,21000,21002,21001,21000,20000,20010,20000,20002,20000,20002,20010,20010,20100,20100,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20000,20010,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,21200,20000,20002,21000,20000,21000,21100,21000,21002,21010,21002,21002,21001,20010,20000,20100,20001,20010,20002,20000,22000,21000,20120
kalme,22000,22011,21001,20101,20011,20001,21000,21000,22000,22000,22000,22000,22000,22101,22002,22001,22001,22001,22000,22000,22000,22101,22001,22001,22201,22200,22200,22202,22200,22011,22011,22010,22000,22001,22000,22000,22000,22101,22001,22001,22002,22000,22000,22000,22000,22001,22001,22000,22020,22000,22000,22000,22000,22000,22000,22002,22001,22002,22000,22101,22000,22001,22001,21001,20001,20001,20101,20002,20001,20001,20201,20211,20111,21001,20001,20001,20001,20001,20002,20101,20001,20001,20001,20101,20001,20002,20001,20002,20101,20001,20001,20002,20001,20002,20001,20001,20001,20001,20001,20202,20202,20022,20000,20000,20000,21100,21100,21100,21120,21100,21100,21102,21100,21100,20101,20101,20101,20101,20101,20101,20101,20101,20101,20101,20100,20100,20101,20101,20101,20100,20120,20100,20100,20100,20100,20100,20100,20102,20102,20100,20100,20100,20100,20100,20100,20100,21000,21000,21000,20001,20001,20001,20001,20001,20000,20000,20000,20000,21100,20002,20000,21000,20002,20001,20001,20001,20101,20002,20002,20001,20001,20001,20000,20201,20210,20200,21010,20011,20010,21020,20010,20000,20000,21100,20001,20001,20002,21000,21000,20001,20000,20002,20000,20002,20001,20001,20002,20101,21000,20001,20000,21000,21000,21000,21100,21010,21000,21000,21020,21000,21000,21000,21000,21000,20001,20001,20001,20001,20001,20001,20001,20001,20101,20100,20020,20020,20000,20001,20001,20001,20100,20020,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20002,20000,20002,20001,20002,20000,21200,20002,20000,21000,20001,21000,21100,21002,21000,21000,21000,21000,21000,20001,20001,20111,20001,20001,20000,20000,22000,21000,20100
kamde,22000,22201,21001,20001,20201,20011,21000,21000,22010,22000,22000,22000,22000,22001,22012,22011,22011,22011,22000,22000,22000,22001,22001,22001,22001,22000,22000,22002,22000,22201,22201,22200,22020,22001,22000,22000,22000,22001,22001,22001,22002,22000,22000,22000,22000,22001,22001,22000,22100,22000,22000,22000,22000,22000,22000,22002,22001,22002,22000,22001,22000,22001,22001,21001,20001,20001,20001,20002,20001,20001,20001,20101,20201,21001,20021,20001,20001,20001,20002,20001,20001,20001,20001,20001,20001,20002,20001,20002,20001,20001,20001,20002,20001,20022,20001,20001,20001,20001,20001,20002,20002,20202,20020,20000,20000,21000,21000,21000,21100,21000,21000,21002,21000,21000,20021,20011,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20001,20001,20001,20000,20100,20000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,20001,20001,20001,20001,20001,20000,20000,20000,20000,21000,20002,20000,21010,20022,20001,20001,20001,20001,20002,20002,20001,20001,20001,20000,20001,20100,20000,21200,20201,20200,21200,20200,20000,20010,21000,20001,20001,20002,21000,21000,20001,20000,20002,20000,20002,20001,20001,20022,20001,21000,20001,20000,21000,21000,21000,21000,21100,21000,21000,21100,21000,21000,21000,21000,21000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20100,20100,20000,20001,20001,20001,20000,20100,20000,20000,20000,20000,20010,20000,20000,20100,20000,20000,20000,20002,20000,20022,20001,20002,20000,21000,20022,20000,21000,20001,21010,21000,21022,21000,21000,21000,21000,21000,20001,20001,20101,20001,20001,20000,20000,22000,21000,20000
kampt,22020,22200,21000,20000,20200,20000,21000,21000,22000,22000,22002,22001,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22200,22200,22200,22000,22000,22000,22000,22000,22010,22010,22010,22010,22010,22012,22020,22000,22000,22002,22000,22100,22000,22002,22002,22000,22000,22000,22001,22001,22001,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20100,20200,21000,20000,20000,20010,20010,20010,20000,20000,20000,20002,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20200,20000,20000,20000,21000,21000,21000,21110,21000,21002,21000,21001,21000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20110,20000,20002,20000,20000,20000,20002,20001,20000,20002,20000,20000,20002,20000,20001,20002,21000,21010,21000,20010,20000,20000,20000,20002,20000,20010,20000,20001,21000,20000,20002,21000,20000,20000,20002,20001,20000,20000,20000,20000,20000,20002,20000,20000,20100,20000,21200,20200,20200,21200,20202,20000,20000,21010,20010,20010,20010,21010,21000,20000,20020,20000,20002,20001,20001,20001,20000,20000,21000,20000,20000,21000,21000,21000,21000,21100,21000,21000,21110,21000,21000,21002,21001,21000,20000,20000,20000,20002,20000,20002,20000,20000,20000,20000,20100,20110,20000,20000,20010,20000,20000,20110,20000,20010,20000,20002,20000,20000,20000,20100,20000,20000,20002,20000,20000,20000,20000,20000,20002,21000,20000,20002,21000,20000,21000,21000,21000,21002,21000,21002,21002,21001,20000,20000,20100,20001,20000,20002,20020,22000,21020,20000
kante,22000,22001,21201,20001,20001,20001,21100,21000,22000,22000,22010,22020,22000,22001,22002,22101,22001,22011,22000,22000,22000,22001,22101,22001,22101,22000,22000,22002,22010,22101,22001,22000,22200,22201,22200,22200,22200,22001,22101,22001,22002,22000,22010,22000,22000,22101,22011,22000,22000,22000,22010,22010,22000,22000,22000,22022,22011,22012,22000,22001,22000,22101,22001,21001,20101,20001,20001,20002,20101,20001,20101,20001,20001,21201,20201,20201,20101,20001,20002,20001,20101,20001,20011,20011,20111,20012,20001,20002,20001,20101,20001,20002,20101,20002,20001,20101,20001,20101,20001,20002,20022,20002,20200,20200,20000,21000,21000,21000,21000,21100,21110,21002,21020,21000,20001,20001,20001,20101,20001,20021,20101,20001,20001,20001,20100,20100,20001,20001,20011,20000,20000,20100,20110,20000,20000,20100,20010,20022,20002,20010,20000,20000,20010,20100,20020,20010,21100,21100,21100,20101,20101,20101,20101,20111,20100,20100,20100,20120,21000,20002,20010,21000,20002,20001,20011,20021,20001,20002,20102,20101,20001,20011,20000,20101,20000,20000,21000,20101,20100,21000,20010,20200,20000,21000,20101,20001,20002,21000,21100,20101,20000,20002,20010,20022,20111,20011,20002,20001,21000,20101,20100,21000,21000,21000,21000,21000,21100,21000,21000,21100,21100,21110,21020,21000,20001,20001,20001,20011,20101,20111,20001,20001,20001,20000,20000,20000,20100,20001,20001,20001,20000,20000,20100,20000,20000,20010,20000,20000,20000,20000,20100,20000,20010,20002,20000,20002,20001,20002,20010,21000,20202,20210,21000,20101,21000,21000,21002,21110,21000,21010,21010,21020,20001,20101,20001,20021,20001,20110,20000,22000,21000,20000
kapte,22100,22001,21001,20001,20001,20001,21000,21000,22000,22000,22010,22020,22000,22001,22002,22001,22001,22011,22000,22000,22000,22001,22001,22001,22001,22000,22000,22002,22010,22001,22001,22000,22000,22001,22000,22000,22000,22201,22201,22201,22202,22200,22210,22200,22000,22001,22011,22000,22000,22000,22010,22010,22000,22000,22000,22022,22011,22012,22000,22001,22000,22001,22001,21001,20001,20001,20001,20002,20001,20001,20001,20001,20001,21001,20001,20001,20201,20201,20202,20001,20001,20001,20011,20011,20011,20012,20001,20002,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20001,20002,20022,20002,20000,20000,20000,21000,21000,21000,21100,21000,21010,21002,21020,21000,20001,20001,20001,20001,20001,20021,20001,20001,20001,20001,20000,20000,20001,20001,20011,20000,20100,20000,20010,20000,20000,20000,20010,20022,20002,20010,20000,20000,20010,20000,20020,20010,21000,21100,21000,20101,20001,20001,20001,20011,20000,20100,20000,20020,21000,20002,20010,21000,20002,20001,20011,20021,20001,20002,20002,20001,20001,20011,20000,20001,20000,20000,21000,20001,20000,21000,20010,20000,20000,21200,20201,20201,20202,21200,21000,20001,20100,20002,20010,20022,20011,20011,20002,20001,21000,20001,20000,21000,21000,21000,21000,21000,21000,21000,21100,21000,21000,21010,21020,21000,20001,20001,20001,20011,20001,20011,20001,20001,20001,20000,20000,20100,20000,20001,20101,20001,20000,20100,20000,20100,20000,20010,20000,20000,20000,20000,20000,20000,20010,20002,20000,20002,20001,20002,20010,21000,20002,20010,21000,20001,21000,21000,21002,21010,21000,21010,21010,21020,20001,20001,20001,20021,20001,20010,20100,22000,21100,20000
karde,22000,22101,21001,20001,20101,20111,21200,21000,22110,22100,22100,22000,22000,22001,22012,22011,22111,22011,22000,22100,22000,22001,22001,22101,22001,22000,22000,22002,22000,22001,22101,22000,22020,22001,22000,22000,22000,22001,22001,22101,22002,22000,22000,22000,22200,22201,22201,22200,22200,22200,22200,22200,22200,22000,22000,22002,22101,22002,22100,22001,22000,22001,22101,21001,20001,20101,20001,20002,20001,20101,20001,20001,20001,21001,20021,20001,20001,20101,20002,20201,20201,20201,20201,20001,20001,20002,20101,20002,20001,20001,20101,20002,20001,20022,20001,20001,20101,20001,20101,20002,20002,20002,20020,20000,20000,21000,21100,21000,21000,21000,21000,21102,21000,21000,20021,20011,20001,20001,20101,20001,20001,20101,20001,20101,20000,20000,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,20001,20001,20101,20001,20001,20000,20000,20100,20000,21000,20002,20000,21010,20022,20101,20001,20001,20001,20002,20002,20001,20101,20001,20000,20001,20000,20000,21000,20001,20000,21000,20000,20000,20110,21000,20001,20101,20002,21100,21200,20201,20200,20202,20200,20002,20001,20101,20022,20001,21000,20001,20000,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,20101,20101,20101,20101,20101,20101,20101,20101,20101,20100,20100,20100,20100,20101,20101,20101,20100,20100,20100,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20002,20000,20022,20101,20002,20000,21000,20022,20000,21200,20201,21010,21000,21022,21000,21100,21100,21000,21000,20001,20001,20001,20001,20001,20000,20000,22000,21100,20000
karnt,22000,22100,21010,20000,20100,20100,21210,21000,22100,22100,22102,22001,22000,22000,22000,22010,22100,22002,22000,22100,22000,22000,22010,22100,22010,22000,22000,22000,22002,22010,22100,22000,22010,22010,22010,22010,22010,22000,22010,22100,22000,22000,22002,22000,22200,22210,22202,22200,22200,22200,22202,22202,22200,22000,22000,22001,22101,22001,22100,22000,22000,22010,22100,21000,20010,20100,20000,20000,20010,20100,20010,20000,20000,21010,20010,20010,20010,20100,20000,20200,20210,20200,20202,20001,20011,20001,20100,20000,20000,20010,20100,20000,20010,20000,20000,20010,20100,20010,20100,20000,20001,20000,20010,20010,20000,21000,21100,21000,21000,21020,21022,21100,21001,21000,20000,20000,20000,20010,20100,20001,20010,20100,20000,20100,20020,20020,20000,20000,20002,20000,20000,20020,20022,20000,20000,20010,20002,20001,20000,20002,20000,20000,20002,20020,20001,20002,21010,21010,21010,20010,20010,20110,20010,20012,20010,20010,20110,20011,21000,20000,20002,21000,20000,20100,20002,20001,20000,20000,20020,20010,20100,20002,20000,20010,20000,20000,21000,20010,20010,21000,20002,20010,20100,21000,20010,20100,20000,21100,21210,20210,20200,20200,20202,20001,20011,20101,20000,20000,21000,20010,20010,21100,21100,21100,21100,21100,21110,21100,21100,21120,21120,21122,21101,21100,20100,20100,20100,20102,20120,20122,20100,20100,20100,20100,20100,20100,20120,20100,20100,20100,20100,20100,20110,20100,20100,20102,20100,20100,20100,20100,20110,20100,20102,20000,20000,20000,20100,20000,20002,21000,20010,20012,21200,20210,21000,21000,21000,21022,21100,21102,21002,21001,20000,20010,20000,20001,20000,20022,20000,22000,21100,20000
kasje,22100,22001,21001,20101,20001,20001,21000,21000,22000,22100,22000,22100,22100,22001,22002,22001,22001,22001,22000,22000,22010,22001,22001,22001,22001,22000,22100,22002,22000,22001,22001,22000,22000,22001,22100,22020,22000,22001,22001,22001,22022,22000,22000,22000,22000,22001,22001,22000,22000,22100,22000,22100,22000,22200,22200,22202,22001,22022,22000,22001,22000,22001,22001,21001,20001,20001,20001,20002,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20002,20001,20001,20101,20101,20001,20001,20022,20101,20002,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20001,20002,20002,20002,20100,20000,20100,21000,21000,21100,21000,21000,21000,21002,21100,21000,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20000,20000,20001,20001,20001,20020,20000,20000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20100,20000,20100,20100,20000,21000,21000,21000,20001,20101,20001,20001,20001,20000,20000,20000,20100,21000,20002,20000,21000,20002,20101,20101,20101,20001,20002,20002,20001,20001,20001,20100,20001,20000,20100,21000,20001,20000,21000,20100,20000,20000,21000,20001,20001,20002,21000,21000,20001,20100,20002,20100,20202,20001,20001,20002,20001,21000,20001,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21100,21000,21100,21000,20001,20001,20101,20001,20001,20001,20001,20001,20001,20000,20000,20000,20000,20001,20001,20101,20100,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20100,20000,20002,20100,20002,20001,20102,20100,21100,20002,20100,21100,20001,21000,21000,21002,21000,21000,21000,21100,21100,20001,20001,20001,20101,20001,20000,20100,22000,21000,20000
katte,22000,22001,21001,20001,20001,20001,21000,21000,22000,22000,22100,22020,22000,22001,22002,22001,22001,22101,22000,22000,22000,22001,22001,22001,22001,22000,22000,22002,22100,22001,22001,22000,22000,22001,22000,22000,22000,22001,22001,22001,22002,22000,22100,22000,22000,22001,22101,22000,22000,22000,22100,22100,22000,22000,22000,22022,22201,22202,22000,22001,22000,22001,22001,21001,20001,20001,20001,20002,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20002,20001,20001,20001,20101,20201,20201,20202,20001,20002,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20001,20002,20022,20002,20000,20000,20000,21000,21000,21000,21000,21000,21100,21002,21020,21000,20001,20001,20001,20001,20001,20021,20001,20001,20001,20001,20000,20000,20001,20001,20101,20000,20000,20000,20100,20000,20000,20000,20100,20022,20002,20100,20000,20000,20100,20000,20020,20100,21000,21000,21000,20001,20001,20001,20001,20101,20000,20000,20000,20020,21000,20002,20100,21000,20002,20001,20101,20021,20001,20002,20002,20001,20001,20101,20000,20001,20000,20000,21000,20001,20000,21000,20100,20000,20000,21000,20001,20001,20002,21000,21000,20001,20000,20002,20100,20022,20201,20201,20002,20001,21000,20001,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21100,21020,21000,20001,20001,20001,20101,20001,20101,20001,20001,20001,20000,20000,20000,20000,20001,20001,20001,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20100,20002,20000,20002,20001,20002,20100,21000,20002,20100,21000,20001,21000,21000,21002,21100,21000,21100,21100,21020,20001,20001,20001,20021,20001,20100,20000,22000,21000,20000
kauwt,22000,22000,21000,20200,20000,20000,21000,21000,22000,22000,22002,22001,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22002,22000,22000,22000,22002,22002,22020,22000,22000,22001,22001,22001,22200,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21100,20000,20000,20000,20000,20000,20000,20000,20000,20002,20001,20001,20001,20200,20200,20000,20000,20000,20000,20000,20000,20110,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,21000,21000,21000,21000,21000,21002,21000,21001,21110,20000,20000,20000,20000,20000,20001,20100,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20002,20001,20000,20202,20200,20200,20202,20200,20201,20202,21000,21000,21110,20000,20100,20000,20000,20002,20000,20000,20000,20001,21000,20000,20002,21000,20000,20000,20002,20001,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,20000,21000,20002,20000,20000,21000,20000,20000,20000,21000,21000,20000,20000,20000,20002,20001,20001,20001,20200,20000,21000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21002,21001,21110,20000,20000,20000,20002,20000,20002,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20200,20200,20200,20200,20200,20200,20202,20100,20100,20100,20100,20100,20102,21100,20100,20102,21100,20100,21010,21010,21010,21012,21010,21012,21012,21011,20010,20010,20010,20011,20010,20012,20010,22010,21000,20000
keelt,20000,21000,22000,22020,21000,20200,20000,20000,20000,20000,20002,20001,20000,21010,21100,21000,21000,21002,20000,20000,20000,21010,21000,21000,21010,20010,20010,21020,20012,21000,21000,20000,20000,21000,20000,20000,20000,21010,21000,21000,21000,20000,20002,20000,20000,21000,21002,20000,20000,20000,20002,20002,20000,20000,20000,21001,21001,21001,20000,21010,20000,21000,21000,22000,22000,22000,22110,22100,22100,22100,22110,22010,22110,22000,22000,22100,22100,22100,22100,22110,22100,22000,22002,22111,22101,22101,22000,22100,22110,22100,22100,22100,22100,21000,20200,21000,21000,21000,21000,21020,21011,21000,20000,20000,20000,20010,20010,20010,20010,20010,20012,21010,20011,20010,20210,21210,21210,20210,20210,20211,20210,20210,21010,21010,20010,20010,21010,21010,21012,20010,20010,20010,20012,20010,20010,20010,20012,21011,21010,20012,20010,20010,20012,20010,20011,20012,20000,20000,20000,21200,20200,21000,21000,21002,20000,20000,20000,20001,20020,21000,20002,20000,21000,20200,20202,20201,21010,21000,21000,21000,21000,21002,20000,21010,20010,20010,20000,21000,20000,20000,20002,20000,20000,20010,21000,21000,21000,20000,20000,21000,20000,21000,20002,21001,21001,21001,21000,21010,20000,21000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20002,20001,20000,21200,21200,21200,21202,20200,20202,20200,21000,21010,20020,20000,20000,20000,21000,21000,21000,20020,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,21000,20000,21000,21000,21000,20002,20010,21000,20002,20000,21000,20000,20010,21000,20002,20000,20002,20002,20001,21200,21200,20220,20201,21000,20002,20000,20000,20000,20010
keept,20020,21000,22000,22000,21000,20200,20000,20000,20000,20000,20002,20001,20000,21000,21100,21000,21000,21002,20000,20000,20000,21000,21000,21000,21000,20000,20000,21000,20002,21000,21000,20000,20000,21000,20000,20000,20000,21010,21010,21010,21010,20010,20012,20020,20000,21000,21002,20000,20000,20000,20002,20002,20000,20000,20000,21001,21001,21001,20000,21000,20000,21000,21000,22000,22000,22000,22100,22100,22100,22100,22100,22000,22100,22000,22000,22100,22110,22110,22110,22100,22100,22000,22002,22101,22101,22101,22000,22100,22100,22100,22100,22100,22100,21000,20200,21000,21000,21000,21000,21000,21001,21000,20000,20000,20000,20000,20000,20000,20010,20000,20002,21000,20001,20000,20200,21200,21200,20200,20200,20201,20200,20200,21000,21000,20000,20000,21000,21000,21002,20000,20010,20000,20002,20000,20000,20000,20002,21001,21000,20002,20000,20000,20002,20000,20001,20002,20000,20010,20000,21210,20200,21000,21000,21002,20000,20010,20000,20001,20000,21000,20002,20000,21000,20200,20202,20201,21000,21000,21000,21000,21000,21002,20000,21000,20000,20000,20000,21000,20000,20000,20002,20000,20000,20010,21010,21010,21010,20010,20000,21000,20020,21000,20002,21001,21001,21001,21000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20002,20001,20000,21200,21200,21200,21202,20200,20202,20200,21000,21000,20000,20000,20010,20000,21000,21010,21000,20000,20010,20000,20010,20000,20002,20000,20000,20000,20000,20000,20000,20002,21000,20000,21000,21000,21000,20002,20000,21000,20002,20000,21000,20000,20000,21000,20002,20000,20002,20002,20001,21200,21200,20200,20201,21000,20002,20020,20000,20020,20000
keert,20000,21010,22000,22000,21010,20220,20010,20000,20020,20020,20022,20001,20000,21000,21100,21000,21010,21002,20000,20010,20000,21000,21000,21010,21000,20000,20000,21000,20002,21000,21010,20000,20000,21000,20000,20000,20000,21000,21000,21010,21000,20000,20002,20000,20010,21010,21012,20010,20010,20010,20012,20012,20010,20000,20000,21001,21011,21001,20020,21000,20000,21000,21010,22000,22000,22010,22100,22100,22100,22110,22100,22000,22100,22000,22000,22100,22100,22110,22100,22110,22110,22010,22012,22101,22101,22101,22020,22100,22100,22100,22110,22100,22100,21000,20200,21000,21010,21000,21010,21000,21001,21000,20000,20000,20000,20000,20010,20000,20000,20000,20002,21020,20001,20000,20200,21200,21200,20200,20220,20201,20200,20210,21000,21010,20000,20000,21000,21000,21002,20000,20000,20000,20002,20000,20000,20000,20002,21001,21000,20002,20000,20000,20002,20000,20001,20002,20000,20000,20000,21200,20200,21010,21000,21002,20000,20000,20020,20001,20000,21000,20002,20000,21000,20220,20202,20201,21000,21000,21000,21000,21010,21002,20000,21000,20000,20000,20000,21000,20000,20000,20002,20000,20020,20000,21000,21010,21000,20020,20010,21010,20010,21020,20012,21001,21001,21011,21000,21000,20000,21000,20000,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20012,20011,20010,21210,21210,21210,21212,20210,20212,20210,21010,21010,20010,20010,20010,20010,21010,21010,21010,20010,20010,20010,20010,20010,20012,20010,20010,20010,20010,20010,20010,20012,21000,20000,21000,21010,21000,20002,20000,21000,20002,20010,21010,20000,20000,21000,20002,20020,20022,20002,20001,21200,21200,20200,20201,21000,20002,20000,20000,20010,20000
