Guess,oscar,oasis,oblie,obool,octet,odeur,odium,oehoe,oempa,oenig,oeros,oever,offer,ofwel,ogief,ohmse,ojief,okapi,oksel,olmen,omber,omdat,omega,omina,omkat,omrit,omver,omweg,omzeg,omzet,onder,oneer,ongel,onkel,onmin,onnet,onnut,onr1m,onr1p,onvr1,onwel,onw1s,onwil,onwis,onzen,onzer,onzes,onzin,oogje,oogst,ootje,opaak,opaal,opart,opbod,opdat,opeen,opera,ophef,opium,opleg,oppas,opper,opril,oprit,optie,opzeg,opzet,oraal,order,orgel,orgie,otium,otter,ouder,oudje,ounce,ouwel,ovaal,oxide,oribi
onkel,20000,20000,20011,20002,20020,20010,20000,20010,20010,21010,20010,20020,20020,20022,20020,20010,20020,20100,20122,21021,20020,20000,20010,21000,20200,20000,20020,20020,20020,20020,22020,22020,22022,22222,22000,22020,22000,22000,22000,22000,22022,22000,22002,22000,22020,22020,22020,22000,20010,20000,20010,20100,20002,20000,20000,20000,21020,20010,20020,20000,20021,20000,20020,20002,20000,20010,20020,20020,20002,20020,20022,20010,20000,20020,20020,20010,21010,20022,20002,20010,20000
onmin,20000,20020,20020,20000,20000,20000,20110,20000,20200,21020,20000,20000,20000,20000,20010,20200,20010,20010,20000,20202,20100,20100,20100,21110,20100,20120,20100,20100,20100,20100,22000,22000,22000,22000,22222,22001,22001,22100,22000,22000,22000,22000,22020,22020,22002,22000,22000,22022,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20110,20000,20000,20000,20020,20020,20020,20000,20000,20000,20000,20000,20020,20110,20000,20000,20000,21000,20000,20000,20010,20010
onnet,20000,20000,20010,20000,20022,20010,20000,20010,20010,20210,20010,20020,20020,20020,20020,20010,20020,20000,20020,21020,20020,20002,20010,21000,20002,20002,20020,20020,20020,20022,22020,22020,22020,22020,22100,22222,22202,22000,22000,22000,22020,22000,22000,22000,22120,22020,22020,22100,20010,20002,20011,20000,20000,20002,20000,20002,21020,20010,20020,20000,20020,20000,20020,20000,20002,20011,20020,20022,20000,20020,20020,20010,20001,20021,20020,20010,20210,20020,20000,20010,20000
onnut,20000,20000,20000,20000,20002,20020,20020,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20002,20000,21000,20002,20002,20000,20000,20000,20002,22000,22000,22000,22000,22100,22202,22222,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22100,20000,20002,20001,20000,20000,20002,20000,20002,21000,20000,20000,20020,20000,20000,20000,20000,20002,20001,20000,20002,20000,20000,20000,20000,20021,20001,20010,20010,20210,20010,20000,20000,20000
onr1m,20100,20000,20000,20000,20000,20100,20002,20000,20001,21000,20200,20100,20100,20000,20000,20001,20000,20000,20000,21001,20101,20001,20001,21001,20001,20201,20101,20001,20001,20001,22100,22100,22000,22000,22001,22000,22000,22222,22220,22110,22000,22020,22000,22000,22000,22100,22000,22000,20000,20000,20000,20000,20000,20100,20000,20000,21000,20100,20000,20002,20000,20000,20100,20200,20200,20000,20000,20000,20100,20100,20100,20100,20002,20100,20100,20000,21000,20000,20000,20000,20100
onr1p,20100,20000,20000,20000,20000,20100,20000,20000,20001,21000,20200,20100,20100,20000,20000,20000,20000,20001,20000,21000,20100,20000,20000,21000,20000,20200,20100,20000,20000,20000,22100,22100,22000,22000,22000,22000,22000,22220,22222,22110,22000,22020,22000,22000,22000,22100,22000,22000,20000,20000,20000,20001,20001,20101,20001,20001,21001,20101,20001,20001,20001,20001,20101,20201,20201,20001,20001,20001,20100,20100,20100,20100,20000,20100,20100,20000,21000,20000,20000,20000,20100
onvr1,20010,20000,20000,20000,20000,20010,20000,20000,20000,21000,20010,20210,20010,20000,20000,20000,20000,20000,20000,21000,20010,20000,20000,21000,20000,20010,20210,20000,20000,20000,22010,22010,22000,22000,22000,22000,22000,22011,22011,22222,22000,22001,22000,22000,22000,22010,22000,22000,20000,20000,20000,20000,20000,20020,20000,20000,21000,20020,20000,20000,20000,20000,20010,20010,20010,20000,20000,20000,20010,20010,20010,20010,20000,20010,20010,20000,21000,20000,20100,20000,20010
onwel,20000,20000,20011,20002,20020,20010,20000,20010,20010,21010,20010,20020,20020,20222,20020,20010,20020,20000,20022,21021,20020,20000,20010,21000,20000,20000,20020,20220,20020,20020,22020,22020,22022,22022,22000,22020,22000,22000,22000,22000,22222,22200,22202,22200,22020,22020,22020,22000,20010,20000,20010,20000,20002,20000,20000,20000,21020,20010,20020,20000,20021,20000,20020,20002,20000,20010,20020,20020,20002,20020,20022,20010,20000,20020,20020,20010,21010,20222,20002,20010,20000
onw1s,20001,20002,20000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20200,20000,20001,20000,20000,20001,21000,20000,20000,20000,21000,20000,20000,20000,20200,20000,20000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22010,22200,22222,22200,22202,22000,22000,22002,22000,20000,20001,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20200,20000,20000,20000
onwil,20000,20020,20021,20002,20000,20000,20010,20000,20000,21020,20000,20000,20000,20202,20010,20000,20010,20010,20002,21001,20000,20000,20000,21010,20000,20020,20000,20200,20000,20000,22000,22000,22002,22002,22020,22000,22000,22000,22000,22000,22202,22200,22222,22220,22000,22000,22000,22020,20000,20000,20000,20000,20002,20000,20000,20000,21000,20000,20000,20010,20001,20000,20000,20022,20020,20020,20000,20000,20002,20000,20002,20020,20010,20000,20000,20000,21000,20202,20002,20010,20010
onwis,20001,20022,20020,20000,20000,20000,20010,20000,20000,21020,20002,20000,20000,20200,20010,20001,20010,20010,20001,21000,20000,20000,20000,21010,20000,20020,20000,20200,20000,20000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22200,22202,22220,22222,22000,22000,22002,22020,20000,20001,20000,20000,20000,20000,20000,20000,21000,20000,20000,20010,20000,20002,20000,20020,20020,20020,20000,20000,20000,20000,20000,20020,20010,20000,20000,20000,21000,20200,20000,20010,20010
onzen,20000,20000,20010,20000,20020,20010,20000,20010,20010,21010,20010,20020,20020,20020,20020,20010,20020,20000,20020,20022,20020,20000,20010,21000,20000,20000,20020,20020,20220,20220,22020,22020,22020,22020,22002,22021,22001,22000,22000,22000,22020,22000,22000,22000,22222,22220,22220,22202,20010,20000,20010,20000,20000,20000,20000,20000,20022,20010,20020,20000,20020,20000,20020,20000,20000,20010,20220,20220,20000,20020,20020,20010,20000,20020,20020,20010,21010,20020,20000,20010,20000
onzer,20002,20000,20010,20000,20020,20012,20000,20010,20010,21010,20011,20022,20022,20020,20020,20010,20020,20000,20020,21020,20022,20000,20010,21000,20000,20001,20022,20020,20220,20220,22022,22022,22020,22020,22000,22020,22000,22001,22001,22001,22020,22000,22000,22000,22220,22222,22220,22200,20010,20000,20010,20000,20000,20001,20000,20000,21020,20011,20020,20000,20020,20000,20022,20001,20001,20010,20220,20220,20001,20022,20021,20011,20000,20022,20022,20010,21010,20020,20000,20010,20001
onzes,20001,20002,20010,20000,20020,20010,20000,20010,20010,21010,20012,20020,20020,20020,20020,20011,20020,20000,20021,21020,20020,20000,20010,21000,20000,20000,20020,20020,20220,20220,22020,22020,22020,22020,22000,22020,22000,22000,22000,22000,22020,22002,22000,22002,22220,22220,22222,22200,20010,20001,20010,20000,20000,20000,20000,20000,21020,20010,20020,20000,20020,20002,20020,20000,20000,20010,20220,20220,20000,20020,20020,20010,20000,20020,20020,20010,21010,20020,20000,20010,20000
onzin,20000,20020,20020,20000,20000,20000,20010,20000,20000,21020,20000,20000,20000,20000,20010,20000,20010,20010,20000,20002,20000,20000,20000,21010,20000,20020,20000,20000,20200,20200,22000,22000,22000,22000,22022,22001,22001,22000,22000,22000,22000,22000,22020,22020,22202,22200,22200,22222,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20010,20000,20000,20000,20020,20020,20020,20200,20200,20000,20000,20000,20020,20010,20000,20000,20000,21000,20000,20000,20010,20010
oogje,20000,20000,20002,21000,20001,20001,20000,21002,20001,20101,21001,20001,20001,20001,20101,20002,20011,20000,20001,20001,20001,20000,20101,20000,20000,20000,20001,20101,20101,20001,20001,20001,20201,20001,20000,20001,20000,20000,20000,20000,20001,20000,20000,20000,20001,20001,20001,20000,22222,22200,22022,20000,20000,20000,21000,20000,20001,20001,20001,20000,20101,20000,20001,20000,20000,20002,20101,20001,20000,20001,20201,20202,20000,20001,20001,20022,20002,20001,20000,20002,20000
oogst,20010,20010,20000,21000,20002,20000,20000,21000,20000,20100,21010,20000,20000,20000,20100,20020,20000,20000,20010,20000,20000,20002,20100,20000,20002,20002,20000,20100,20100,20002,20000,20000,20200,20000,20000,20002,20002,20000,20000,20000,20000,20010,20000,20010,20000,20000,20010,20000,22200,22222,22001,20000,20000,20002,21000,20002,20000,20000,20000,20000,20100,20010,20000,20000,20002,20001,20100,20002,20000,20000,20200,20200,20001,20001,20000,20000,20000,20000,20000,20000,20000
ootje,20000,20000,20002,21000,20201,20001,20000,21002,20001,20001,21001,20001,20001,20001,20001,20002,20011,20000,20001,20001,20001,20100,20001,20000,20100,20100,20001,20001,20001,20101,20001,20001,20001,20001,20000,20101,20100,20000,20000,20000,20001,20000,20000,20000,20001,20001,20001,20000,22022,22100,22222,20000,20000,20100,21000,20100,20001,20001,20001,20000,20001,20000,20001,20000,20100,20202,20001,20101,20000,20001,20001,20002,20100,20201,20001,20022,20002,20001,20000,20002,20000
opaak,20020,20100,20000,20000,20000,20000,20000,20000,21100,20000,20000,20000,20000,20000,20000,20000,20000,21201,20001,20000,20000,20020,20100,20100,20021,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,22222,22220,22200,22000,22020,22000,22100,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,20220,20000,20000,20000,20000,20000,20000,20000,20000,20000,20220,20000,20000
opaal,20020,20100,20001,20002,20000,20000,20000,20000,21100,20000,20000,20000,20000,20002,20000,20000,20000,21200,20002,20001,20000,20020,20100,20100,20020,20000,20000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20000,20000,21000,20000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,22220,22222,22200,22000,22020,22000,22100,22000,22000,22001,22020,22000,22002,22000,22000,22000,22000,20222,20000,20002,20000,20000,20000,20000,20000,20000,20002,20222,20000,20000
opart,20110,20100,20000,20000,20002,20010,20000,20000,21100,20000,20010,20010,20010,20000,20000,20000,20000,21200,20000,20000,20010,20102,20100,20100,20102,20012,20010,20000,20000,20002,20010,20010,20000,20000,20000,20002,20002,20010,21010,20020,20000,20000,20000,20000,20000,20010,20000,20000,20000,20002,20001,22200,22200,22222,22000,22102,22000,22120,22000,22000,22000,22100,22010,22010,22012,22001,22000,22002,20210,20010,20010,20010,20001,20011,20010,20000,20000,20000,20200,20000,20010
opbod,20000,20000,20100,20120,20000,20001,20001,20020,21000,20000,20020,20000,20000,20000,20000,20000,20000,21000,20000,20000,20200,20001,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20010,22000,22000,22000,22222,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20001,20000,20000,20000,20000,20001,20001,20000,20000,20000,20001,20100
opdat,20020,20010,20000,20000,20002,20100,20100,20000,21010,20000,20000,20000,20000,20000,20000,20000,20000,21010,20000,20000,20000,20222,20010,20010,20022,20002,20000,20000,20000,20002,20200,20000,20000,20000,20000,20002,20002,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20001,22020,22020,22012,22100,22222,22000,22010,22000,22000,22000,22020,22000,22000,22002,22001,22000,22002,20020,20200,20000,20000,20001,20001,20200,20200,20000,20000,20020,20100,20000
opeen,20000,20000,20100,20000,20020,20200,20000,20110,21100,20101,20100,20120,20020,20020,20020,20100,20020,21000,20020,20022,20020,20000,20200,20001,20000,20000,20020,20020,20020,20020,20021,20221,20021,20021,20002,20021,20001,20001,21001,20001,20021,20001,20001,20001,20022,20021,20021,20002,20100,20000,20100,22000,22000,22000,22000,22000,22222,22200,22020,22000,22020,22000,22020,22000,22000,22100,22020,22020,20000,20020,20020,20100,20000,20020,20020,20100,20101,20020,20000,20100,20000
opera,20011,20001,20100,20000,20100,20210,20000,20100,21102,20100,20110,20110,20110,20100,20100,20100,20100,21001,20100,20100,20110,20001,20202,20002,20001,20010,20110,20100,20100,20100,20110,20210,20100,20100,20000,20100,20000,20010,21010,20020,20100,20000,20000,20000,20100,20110,20100,20000,20100,20000,20100,22001,22001,22021,22000,22001,22200,22222,22100,22000,22100,22001,22110,22010,22010,22100,22100,22100,20011,20110,20110,20110,20000,20110,20110,20100,20100,20100,20001,20100,20010
ophef,20000,20000,20010,20000,20020,20010,20000,20210,21010,20010,20010,20020,20021,20021,20022,20110,20022,21000,20020,20020,20020,20000,20010,20000,20000,20000,20020,20020,20020,20020,20020,20020,20020,20020,20000,20020,20000,20000,21000,20000,20020,20000,20000,20000,20020,20020,20020,20000,20010,20000,20010,22000,22000,22000,22000,22000,22020,22010,22222,22000,22020,22000,22020,22000,22000,22010,22020,22020,20000,20020,20020,20010,20000,20020,20020,20010,20010,20020,20000,20010,20000
opium,20000,20100,20100,20000,20000,20020,20222,20000,21001,20100,20000,20000,20000,20000,20200,20001,20200,21100,20000,20001,20001,20001,20001,20201,20001,20101,20001,20001,20001,20001,20000,20000,20000,20000,20101,20000,20020,20002,21000,20000,20000,20000,20100,20100,20000,20000,20000,20100,20000,20000,20000,22000,22000,22000,22000,22000,22000,22000,22000,22222,22000,22000,22000,22100,22100,22100,22000,22000,20000,20000,20000,20100,20222,20000,20010,20010,20010,20010,20000,20200,20200
opleg,20000,20000,20210,20100,20020,20010,20000,20010,21010,20012,20010,20020,20020,20120,20021,20010,20020,21000,20120,20120,20020,20000,20011,20000,20000,20000,20020,20022,20022,20020,20020,20020,20121,20120,20000,20020,20000,20000,21000,20000,20120,20000,20100,20000,20020,20020,20020,20000,20011,20001,20010,22000,22100,22000,22000,22000,22020,22010,22020,22000,22222,22000,22020,22100,22000,22010,22022,22020,20100,20020,20121,20011,20000,20020,20020,20010,20010,20120,20100,20010,20000
oppas,20021,20012,20000,20000,20000,20000,20000,20000,21010,20000,20002,20000,20000,20000,20000,20001,20000,21010,20001,20000,20000,20020,20010,20010,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20000,20002,20000,20000,20002,20000,20000,20001,20000,22020,22020,22010,22000,22020,22000,22010,22000,22000,22000,22222,22200,22000,22000,22000,22000,22000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000
opper,20002,20000,20010,20000,20020,20012,20000,20010,21010,20010,20011,20022,20022,20020,20020,20010,20020,21000,20020,20020,20022,20000,20010,20000,20000,20001,20022,20020,20020,20020,20022,20022,20020,20020,20000,20020,20000,20001,21001,20001,20020,20000,20000,20000,20020,20022,20020,20000,20010,20000,20010,22000,22000,22001,22000,22000,22020,22011,22020,22000,22020,22200,22222,22001,22001,22010,22020,22020,20001,20022,20021,20011,20000,20022,20022,20010,20010,20020,20000,20010,20001
opril,20100,20020,20021,20002,20000,20100,20010,20000,21000,20020,20200,20100,20100,20002,20010,20000,20010,21010,20002,20001,20100,20000,20000,20010,20000,20220,20100,20000,20000,20000,20100,20100,20002,20002,20020,20000,20000,20200,21200,20100,20002,20000,20022,20020,20000,20100,20000,20020,20000,20000,20000,22000,22002,22100,22000,22000,22000,22100,22000,22010,22001,22000,22100,22222,22220,22020,22000,22000,20102,20100,20102,20120,20010,20100,20100,20000,20000,20002,20002,20010,20110
oprit,20100,20020,20020,20000,20002,20100,20010,20000,21000,20020,20200,20100,20100,20000,20010,20000,20010,21010,20000,20000,20100,20002,20000,20010,20002,20222,20100,20000,20000,20002,20100,20100,20000,20000,20020,20002,20002,20200,21200,20100,20000,20000,20020,20020,20000,20100,20000,20020,20000,20002,20001,22000,22000,22102,22000,22002,22000,22100,22000,22010,22000,22000,22100,22220,22222,22021,22000,22002,20100,20100,20100,20120,20011,20101,20100,20000,20000,20000,20000,20010,20110
optie,20000,20020,20022,20000,20201,20001,20010,20002,21001,20021,20001,20001,20001,20001,20011,20002,20011,21010,20001,20001,20001,20100,20001,20010,20100,20120,20001,20001,20001,20101,20001,20001,20001,20001,20020,20101,20100,20000,21000,20000,20001,20000,20020,20020,20001,20001,20001,20020,20002,20100,20202,22000,22000,22100,22000,22100,22001,22001,22001,22010,22001,22000,22001,22020,22120,22222,22001,22101,20000,20001,20001,20022,20110,20201,20001,20002,20002,20001,20000,20012,20010
opzeg,20000,20000,20010,20000,20020,20010,20000,20010,21010,20012,20010,20020,20020,20020,20021,20010,20020,21000,20020,20020,20020,20000,20011,20000,20000,20000,20020,20022,20222,20220,20020,20020,20021,20020,20000,20020,20000,20000,21000,20000,20020,20000,20000,20000,20220,20220,20220,20200,20011,20001,20010,22000,22000,22000,22000,22000,22020,22010,22020,22000,22022,22000,22020,22000,22000,22010,22222,22220,20000,20020,20021,20011,20000,20020,20020,20010,20010,20020,20000,20010,20000
opzet,20000,20000,20010,20000,20022,20010,20000,20010,21010,20010,20010,20020,20020,20020,20020,20010,20020,21000,20020,20020,20020,20002,20010,20000,20002,20002,20020,20020,20220,20222,20020,20020,20020,20020,20000,20022,20002,20000,21000,20000,20020,20000,20000,20000,20220,20220,20220,20200,20010,20002,20011,22000,22000,22002,22000,22002,22020,22010,22020,22000,22020,22000,22020,22000,22002,22011,22220,22222,20000,20020,20020,20010,20001,20021,20020,20010,20010,20020,20000,20010,20000
oraal,21020,20100,20001,20002,20000,21000,20000,20000,20100,20000,21000,21000,21000,20002,20000,20000,20000,20200,20002,20001,21000,20020,20100,20100,20020,21000,21000,20000,20000,20000,21000,21000,20002,20002,20000,20000,20000,21000,21000,21000,20002,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20220,20222,21200,20000,20020,20000,21100,20000,20000,20001,20020,21000,21002,21000,20000,20000,20000,22222,22000,22002,22000,20000,21000,21000,20000,20000,20002,20222,20000,22000
order,20002,20000,20010,20000,20020,20112,20100,20010,20010,20010,21010,20022,20022,20020,20020,20010,20020,20000,20020,20020,20022,20200,20010,20000,20000,21000,20022,20020,20020,20020,20222,20022,20020,20020,20000,20020,20000,21000,21000,21000,20020,20000,20000,20000,20020,20022,20020,20000,20010,20000,20010,20000,20000,21000,20100,20200,20020,21010,20020,20000,20020,20000,20022,21000,21000,20010,20020,20020,22000,22222,22020,22010,20000,20022,20222,20210,20010,20020,20000,20110,22000
orgel,21000,20000,20011,20002,20020,21010,20000,20010,20010,20110,21010,21020,21020,20022,20120,20010,20020,20000,20022,20021,21020,20000,20110,20000,20000,21000,21020,20120,20120,20020,21020,21020,20222,20022,20000,20020,20000,21000,21000,21000,20022,20000,20002,20000,20020,21020,20020,20000,20210,20200,20010,20000,20002,21000,20000,20000,20020,21010,20020,20000,20121,20000,21020,21002,21000,20010,20120,20020,22002,22020,22222,22210,20000,21020,21020,20010,20010,20022,20002,20010,22000
orgie,21000,20020,20022,20000,20001,21001,20010,20002,20001,20121,21001,21001,21001,20001,20111,20002,20011,20010,20001,20001,21001,20000,20101,20010,20000,21020,21001,20101,20101,20001,21001,21001,20201,20001,20020,20001,20000,21000,21000,21000,20001,20000,20020,20020,20001,21001,20001,20020,20202,20200,20002,20000,20000,21000,20000,20000,20001,21001,20001,20010,20101,20000,21001,21020,21020,20022,20101,20001,22000,22001,22201,22222,20010,21001,21001,20002,20002,20001,20000,20012,22010
otium,20000,20100,20100,20000,21000,20020,20222,20000,20001,20100,20000,20000,20000,20000,20200,20001,20200,20100,20000,20001,20001,21001,20001,20201,21001,21101,20001,20001,20001,21001,20000,20000,20000,20000,20101,21000,21020,20002,20000,20000,20000,20000,20100,20100,20000,20000,20000,20100,20000,21000,21000,20000,20000,21000,20000,21000,20000,20000,20000,20222,20000,20000,20000,20100,21100,21100,20000,21000,20000,20000,20000,20100,22222,22000,20010,20010,20010,20010,20000,20200,20200
otter,20002,20000,20010,20000,21220,20012,20000,20010,20010,20010,20011,20022,20022,20020,20020,20010,20020,20000,20020,20020,20022,21000,20010,20000,21000,21001,20022,20020,20020,21020,20022,20022,20020,20020,20000,21020,21000,20001,20001,20001,20020,20000,20000,20000,20020,20022,20020,20000,20010,21000,20210,20000,20000,21001,20000,21000,20020,20011,20020,20000,20020,20000,20022,20001,21001,20210,20020,21020,20001,20022,20021,20011,22000,22222,20022,20010,20010,20020,20000,20010,20001
ouder,20002,20000,20010,20000,20020,21112,21100,20010,20010,20010,20011,20022,20022,20020,20020,20010,20020,20000,20020,20020,20022,20200,20010,20000,20000,20001,20022,20020,20020,20020,20222,20022,20020,20020,20000,20020,21000,20001,20001,20001,20020,20000,20000,20000,20020,20022,20020,20000,20010,20000,20010,20000,20000,20001,20100,20200,20020,20011,20020,21000,20020,20000,20022,20001,20001,20010,20020,20020,20001,20222,20021,20011,21000,20022,22222,22210,22010,22020,20000,20110,20001
oudje,20000,20000,20002,20000,20001,21101,21100,20002,20001,20001,20001,20001,20001,20001,20001,20002,20011,20000,20001,20001,20001,20200,20001,20000,20000,20000,20001,20001,20001,20001,20201,20001,20001,20001,20000,20001,21000,20000,20000,20000,20001,20000,20000,20000,20001,20001,20001,20000,20022,20000,20022,20000,20000,20000,20100,20200,20001,20001,20001,21000,20001,20000,20001,20000,20000,20002,20001,20001,20000,20201,20001,20002,21000,20001,22201,22222,22002,22001,20000,20102,20000
ounce,20010,20000,20002,20000,20011,21001,21000,20002,20001,20201,20001,20001,20001,20001,20001,20002,20001,20000,20001,20101,20001,20000,20001,20100,20000,20000,20001,20001,20001,20001,20101,20101,20101,20101,20100,20201,21200,20100,20100,20100,20101,20100,20100,20100,20101,20101,20101,20100,20002,20000,20002,20000,20000,20000,20000,20000,20101,20001,20001,21000,20001,20000,20001,20000,20000,20002,20001,20001,20000,20001,20001,20002,21000,20001,22001,22002,22222,22001,20000,20002,20000
ouwel,20000,20000,20011,20002,20020,21010,21000,20010,20010,20010,20010,20020,20020,20222,20020,20010,20020,20000,20022,20021,20020,20000,20010,20000,20000,20000,20020,20220,20020,20020,20020,20020,20022,20022,20000,20020,21000,20000,20000,20000,20222,20200,20202,20200,20020,20020,20020,20000,20010,20000,20010,20000,20002,20000,20000,20000,20020,20010,20020,21000,20021,20000,20020,20002,20000,20010,20020,20020,20002,20020,20022,20010,21000,20020,22020,22010,22010,22222,20002,20010,20000
ovaal,20020,20100,20001,20002,20000,20000,20000,20000,20100,20000,20000,21000,20000,20002,20000,20000,20000,20200,20002,20001,20000,20020,20100,20100,20020,20000,21000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20000,20000,20000,21000,20002,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20220,20222,20200,20000,20020,20000,20100,20000,20000,20001,20020,20000,20002,20000,20000,20000,20000,20222,20000,20002,20000,20000,20000,20000,20000,20000,20002,22222,20000,20000
oxide,20000,20100,20102,20000,20001,20011,20210,20002,20001,20101,20001,20001,20001,20001,20201,20002,20201,20100,20001,20001,20001,20010,20001,20200,20000,20100,20001,20001,20001,20001,20011,20001,20001,20001,20100,20001,20000,20000,20000,20000,20001,20000,20100,20100,20001,20001,20001,20100,20002,20000,20002,20000,20000,20000,20010,20010,20001,20001,20001,20200,20001,20000,20001,20100,20100,20102,20001,20001,20000,20011,20001,20102,20200,20001,20011,20012,20002,20001,20000,22222,20200
oribi,21000,20100,20110,20010,20000,21000,20200,20000,20000,20100,21000,21000,21000,20000,20200,20000,20200,20002,20000,20000,21010,20000,20000,20200,20000,21100,21000,20000,20000,20000,21000,21000,20000,20000,20100,20000,20000,21000,21000,21000,20000,20000,20100,20100,20000,21000,20000,20100,20000,20000,20000,20000,20000,21000,20010,20000,20000,21000,20000,20200,20000,20000,21000,21100,21100,20100,20000,20000,22000,22000,22000,22100,20200,21000,21000,20000,20000,20000,20000,20200,22222
