Guess,gents,ghana,gouds,griek,gaard,gabbe,gaden,gaffe,gagel,gaine,gajes,galei,galon,galop,gamba,gamel,gamen,gamer,gamma,gapen,gaper,garde,garen,garoe,garve,gaten,gaven,gazel,gazen,gazet,gazon,gebak,gebbe,gebed,gebel,gebit,gebod,gedag,gedoe,geduw,geest,geeuw,gegil,geh1g,gehol,geien,ge1kt,gejou,gekef,gek1f,gekir,gekko,gekte,gelag,gelal,gelee,gelei,gelen,gelid,gelig,gel1k,gelik,gelui,geluk,gelul,geluw,gemak,gemet,gemis,gemok,gemor,gemot,genet,genie,genot,genre,genus,gepuf,gerei,geren,gerst,gesar,gesco,gesel,gesis,gesol,geste,getal,getik,getob,getto,geuze,geval,gevat,gevel,geven,gever,gevl1,gevr1,gewag,gewas,gewei,gew1d,gewin,gewis,gezag,gezel,gezet,gezin,gibus,gigue,g1pen,gilde,gilet,ginds,ginst,gipsy,giraf,glans,gleed,gleis,gleuf,glimp,globe,gloed,gloop,gloor,gneis,gnoom,goden,godin,goede,gogme,gojim,golem,gonje,gorig,gouwe,gozer,graad,graaf,graag,graai,graal,graan,graat,grauw,green,greep,grein,grens,grief,griek,griel,griep,gries,griet,grift,gr1ns,grill,grime,grind,grint,griot,groef,groei,groen,groep,groet,grond,groot,grote,gruis,guano,guave,gummi,gunst,guppy,gyros,ger1m,geram,gebal,geoha,gomma,gauss
gilet,20011,20000,20000,21020,20000,20010,20020,20010,20120,21010,20020,21220,20200,20200,20000,20120,20020,20020,20000,20020,20020,20010,20020,20010,20010,20021,20020,20120,20020,20022,20000,20010,20010,20020,20120,21012,20010,20010,20010,20010,20012,20010,21110,20010,20110,21020,20012,20010,20020,20010,21010,20010,20011,20210,20210,20220,21220,20220,21210,21210,20210,21210,21210,20210,20210,20210,20010,20022,21010,20010,20010,20012,20022,21010,20012,20010,20010,20010,21020,20020,20012,20010,20010,20120,21010,20110,20011,20111,21011,20011,20011,20010,20110,20012,20120,20020,20020,20110,20010,20010,20010,21020,20010,21010,21010,20010,20120,20022,21010,22000,22010,20020,22210,22222,22000,22002,22000,22000,20100,20120,21110,20110,21100,20110,20120,20100,20100,21010,20000,20020,21000,20010,20010,21000,20220,20010,21000,20010,20020,20000,20000,20000,21000,20100,20000,20002,20000,20020,20020,21010,20010,21020,21020,21120,21020,21020,21022,21002,20000,21100,21010,21000,21002,21002,20020,21020,20020,20020,20022,20000,20002,20011,21000,20000,20010,21000,20002,20000,20000,20010,20010,20110,20010,20000,20000
ginds,20202,20100,20022,21000,20010,20000,20110,20000,20000,21100,20002,21000,20100,20000,20000,20000,20100,20000,20000,20100,20000,20020,20100,20000,20000,20100,20100,20000,20100,20000,20100,20000,20000,20010,20000,21000,20010,20010,20010,20010,20001,20000,21000,20000,20000,21100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20100,21010,21000,20000,21000,21000,20000,20000,20000,20000,20000,21002,20000,20000,20000,20200,21200,20200,20200,20202,20000,21000,20100,20001,20001,20001,20001,21002,20001,20001,20000,21000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,21000,20010,21100,21002,20000,20000,20000,21100,22002,22000,20100,22020,22000,22222,22201,22001,22000,20102,20010,21002,20000,21000,20000,20010,20000,20000,21102,20100,20110,21110,20020,20000,21000,20000,20200,21000,20000,20000,20010,20000,20000,21000,20000,20100,20000,20000,20100,20000,21100,20102,21000,21000,21000,21000,21002,21000,21000,20102,21000,21000,21110,21100,21000,20000,21000,20100,20000,20000,20110,20000,20000,21002,20100,20000,21000,20201,20000,20002,20000,20000,20000,20000,20000,20002
ginst,20211,20100,20010,21000,20000,20000,20100,20000,20000,21100,20010,21000,20100,20000,20000,20000,20100,20000,20000,20100,20000,20000,20100,20000,20000,20101,20100,20000,20100,20002,20100,20000,20000,20000,20000,21002,20000,20000,20000,20000,20022,20000,21000,20000,20000,21100,20002,20000,20000,20000,21000,20000,20001,20000,20000,20000,21000,20100,21000,21000,20000,21000,21000,20000,20000,20000,20000,20002,21010,20000,20000,20002,20202,21200,20202,20200,20210,20000,21000,20100,20022,20010,20010,20010,21010,20010,20011,20001,21001,20001,20001,20000,20000,20002,20000,20100,20000,20000,20000,20000,20010,21000,20000,21100,21010,20000,20000,20002,21100,22010,22000,20100,22000,22002,22210,22222,22020,22000,20110,20000,21010,20000,21000,20000,20000,20000,20000,21110,20100,20100,21100,20000,20000,21000,20000,20200,21000,20000,20000,20000,20000,20000,21000,20000,20100,20002,20000,20100,20000,21100,20110,21000,21000,21000,21000,21010,21002,21002,20110,21000,21000,21100,21102,21002,20000,21000,20100,20000,20002,20100,20002,20001,21010,20100,20000,21000,20222,20000,20010,20000,20000,20000,20000,20000,20020
gipsy,20010,20000,20010,21000,20000,20000,20000,20000,20000,21000,20010,21000,20000,20100,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20020,20000,21000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,21000,21000,20000,21000,21000,20000,20000,20000,20000,20000,21010,20000,20000,20000,20000,21000,20000,20000,20010,20200,21000,20000,20020,20010,20010,20010,21010,20010,20010,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,21000,20000,21000,21010,20000,20000,20000,21000,22010,22000,20200,22000,22000,22010,22020,22222,22000,20010,20000,21010,20000,21100,20000,20000,20100,20000,21010,20000,20000,21000,20000,20000,21000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20100,21000,20010,21000,21000,21000,21100,21010,21000,21000,20010,21000,21000,21000,21000,21000,20000,21000,20000,20100,20000,20000,20000,20000,21010,20000,20000,21000,20020,20202,20011,20000,20000,20000,20000,20000,20020
giraf,20000,20010,20000,21100,20110,20010,20010,20011,20010,21010,20010,21010,20010,20010,20010,20010,20010,20110,20010,20010,20110,20210,20210,20210,20210,20010,20010,20010,20010,20010,20010,20020,20000,20000,20000,21000,20000,20020,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,20002,20002,21100,20000,20000,20020,20020,20000,21000,20000,21000,21000,20000,21000,21000,20000,20000,20000,20020,20000,21000,20000,20100,20000,20000,21000,20000,20100,20000,20002,21200,20200,20200,20120,20000,20000,21000,20000,20000,20020,21000,20000,20000,20000,20020,20020,20000,20000,20100,20000,20100,20020,20020,21000,20000,21000,21000,20020,20000,20000,21000,22000,22000,20000,22000,22000,22000,22000,22000,22222,20010,20000,21000,20002,21000,20000,20000,20000,20100,21000,20000,20000,21000,20000,20000,21000,20000,20000,21200,20000,20100,20120,20122,20120,21120,20120,20120,20120,20110,20100,20100,21100,20100,21102,21100,21100,21100,21100,21100,21101,20100,21100,21100,21100,21100,21100,20102,21100,20100,20100,20100,20100,20100,20100,21100,20010,20010,21000,20000,20000,20200,20200,20220,20020,20010,20010,20010
glans,20012,20220,20002,20000,20200,20100,20110,20100,21100,20120,20102,21100,21110,21100,20100,21100,20110,20100,20100,20110,20100,20100,20110,20100,20100,20110,20110,21100,20110,20100,20110,20100,20000,20000,21000,20000,20000,20100,20000,20000,20001,20000,21000,20000,21000,20010,20000,20000,20000,20000,20000,20000,20000,21100,21100,21000,21000,21010,21000,21000,21000,21000,21000,21000,21000,21000,20100,20000,20002,20000,20000,20000,20010,20010,20010,20010,20012,20000,20000,20010,20001,20101,20001,21001,20002,21001,20001,21100,20000,20000,20000,20000,21100,20100,21000,20010,20000,21000,20000,20100,20102,20000,20000,20010,20002,20100,21000,20000,20010,20002,20000,20010,21000,21000,20012,20011,20001,20100,22222,22000,22002,22000,22000,22000,22000,22000,22000,20012,20010,20010,20010,20000,20000,20000,21000,20010,20000,20000,20000,20200,20200,20200,20200,21200,20210,20200,20200,20010,20000,20010,20022,20000,20000,21000,20000,20002,20000,20000,20022,21000,20000,20020,20020,20000,20000,20000,20010,20000,20000,20020,20000,20000,20002,20220,20200,20000,20011,20000,20002,20000,20100,21100,20100,20100,20102
gleed,20100,20000,20001,20020,20002,20100,20021,20100,21020,20100,20020,21020,21000,21000,20000,21020,20020,20020,20000,20020,20020,20101,20020,20100,20100,20020,20020,21020,20020,20020,20000,20100,20110,20122,21120,20100,20102,20101,20111,20101,20210,20210,21100,20100,21100,20120,20100,20100,20120,20100,20100,20100,20110,21100,21100,21120,21120,21120,21102,21100,21100,21100,21100,21100,21100,21100,20100,20120,20100,20100,20100,20100,20120,20110,20100,20110,20100,20100,20120,20120,20100,20100,20100,21120,20100,21100,20110,21100,20100,20100,20100,20110,21100,20100,21120,20120,20120,21100,20100,20100,20100,20120,20102,20100,20100,20100,21120,20120,20100,20000,20100,20020,21101,21020,20001,20000,20000,20000,22000,22222,22200,22200,22000,22100,22022,22000,22000,20200,20000,20021,20001,20211,20100,20000,21020,20100,20000,20100,20020,20002,20000,20000,20000,21000,20000,20000,20000,20220,20220,20200,20200,20020,20020,21020,20020,20020,20020,20000,20000,21000,20100,20002,20000,20000,20020,20020,20020,20020,20020,20002,20000,20100,20000,20000,20100,20000,20000,20000,20000,20100,20100,21100,20100,20000,20000
gleis,20102,20000,20002,20110,20000,20100,20100,20100,21100,20110,20102,21110,21000,21000,20000,21100,20100,20100,20000,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20000,20100,20100,20100,21100,20120,20100,20100,20100,20100,20201,20200,21120,20100,21100,20110,20100,20100,20100,20100,20120,20100,20100,21100,21100,21100,21110,21100,21120,21120,21100,21120,21110,21100,21100,21100,20100,20100,20122,20100,20100,20100,20100,20120,20100,20100,20102,20100,20110,20100,20101,20101,20101,21101,20122,21101,20101,21100,20120,20100,20100,20100,21100,20100,21100,20100,20100,21100,20100,20100,20102,20110,20100,20120,20122,20100,21100,20100,20120,20012,20110,20100,21110,21110,20012,20011,20011,20010,22002,22200,22222,22200,22010,22100,22100,22000,22000,20222,20000,20100,20020,20200,20100,20020,21100,20100,20020,20100,20100,20000,20000,20000,20010,21000,20000,20000,20000,20200,20200,20220,20202,20110,20110,21110,20110,20112,20110,20010,20002,21010,20110,20010,20010,20010,20100,20110,20100,20100,20100,20000,20000,20100,20022,20000,20100,20010,20001,20000,20002,20100,20100,21100,20100,20000,20002
gleuf,20100,20000,20010,20100,20000,20100,20100,20101,21100,20100,20100,21100,21000,21000,20000,21100,20100,20100,20000,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20000,20100,20100,20100,21100,20100,20100,20100,20100,20120,20200,20220,21100,20100,21100,20100,20100,20110,20102,20102,20100,20100,20100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21120,21120,21120,21120,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20120,20122,20100,20100,20100,20100,20100,21100,20100,21100,20100,21100,20100,20100,20100,20110,21100,20100,21100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20020,20120,20100,21100,21100,20000,20000,20000,20002,22000,22200,22200,22222,22000,22100,22100,22000,22000,20200,20000,20100,20000,20200,20100,20000,21100,20100,20000,20110,20100,20000,20002,20000,20000,21000,20000,20000,20020,20200,20200,20200,20200,20102,20100,21100,20100,20100,20100,20001,20000,21000,20100,20000,20000,20000,20102,20100,20100,20100,20100,20000,20000,20100,20010,20010,20110,20010,20010,20010,20000,20100,20100,21100,20100,20000,20010
glimp,20000,20000,20000,20200,20000,20000,20000,20000,21000,20200,20000,21100,21000,21002,20010,21010,20010,20010,20020,20001,20001,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20000,20000,21100,20000,21000,20200,20000,20000,20000,20000,20100,20000,20000,21000,21000,21000,21100,21000,21100,21100,21000,21100,21100,21000,21000,21000,20010,20010,20110,20010,20010,20010,20000,20100,20000,20000,20000,20001,20100,20000,20000,20000,20000,21000,20100,21000,20000,21000,20100,20000,20000,20000,21000,20000,21000,20000,20000,21000,20000,20000,20000,20100,20000,20100,20100,20000,21000,20000,20100,20100,20100,20001,21100,21100,20100,20100,20101,20100,22000,22000,22100,22000,22222,22000,22000,22002,22000,20100,20010,20000,20100,20000,20020,20110,21010,20000,20100,20000,20000,20000,20000,20000,20100,21000,20000,20000,20000,20000,20002,20100,20000,20200,20200,21200,20202,20200,20200,20200,20000,21200,20220,20200,20200,20200,20000,20100,20000,20002,20000,20000,20000,20000,20100,20000,20000,20120,20000,20001,20000,20010,20010,21000,20000,20020,20000
globe,20001,20000,20100,20001,20000,20022,20001,20002,21001,20002,20001,21001,21100,21100,20020,21001,20001,20001,20000,20001,20001,20002,20001,20102,20002,20001,20001,21001,20001,20001,20100,20011,20022,20011,21011,20011,20111,20001,20102,20001,20001,20001,21001,20001,21101,20001,20001,20101,20001,20001,20001,20101,20002,21001,21001,21002,21001,21001,21001,21001,21001,21001,21001,21001,21001,21001,20001,20001,20001,20101,20101,20101,20001,20002,20101,20002,20001,20001,20001,20001,20001,20001,20101,21001,20001,21101,20002,21001,20001,20111,20101,20002,21001,20001,21001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20010,20002,20001,21002,21001,20000,20000,20000,20000,22000,22001,22001,22001,22000,22222,22201,22200,22200,20001,20200,20101,20100,20102,20102,20100,21101,20102,20100,20102,20101,20000,20000,20000,20000,21000,20000,20000,20000,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20000,20000,21000,20002,20000,20000,20100,20201,20201,20201,20201,20201,20200,20200,20202,20000,20100,20002,20000,20000,20000,20100,20001,20001,21011,20201,20100,20000
gloed,20010,20000,20101,20020,20002,20010,20021,20010,21020,20010,20020,21020,21100,21100,20000,21020,20020,20020,20000,20020,20020,20011,20020,20110,20010,20020,20020,21020,20020,20020,20100,20010,20010,20022,21020,20010,20112,20011,20111,20011,20010,20010,21010,20010,21110,20020,20010,20110,20020,20010,20010,20110,20010,21010,21010,21020,21020,21020,21012,21010,21010,21010,21010,21010,21010,21010,20010,20020,20010,20110,20110,20110,20020,20010,20110,20010,20010,20010,20020,20020,20010,20010,20110,21020,20010,21110,20010,21010,20010,20110,20110,20010,21010,20010,21020,20020,20020,21010,20010,20010,20010,20020,20012,20010,20010,20010,21020,20020,20010,20000,20010,20020,21011,21020,20001,20000,20000,20000,22000,22022,22010,22010,22000,22210,22222,22200,22200,20010,20200,20121,20101,20111,20110,20100,21120,20110,20100,20110,20120,20002,20000,20000,20000,21000,20000,20000,20000,20020,20020,20010,20010,20020,20020,21020,20020,20020,20020,20000,20000,21000,20010,20002,20000,20100,20220,20220,20220,20220,20220,20202,20200,20210,20000,20100,20010,20000,20000,20000,20100,20010,20010,21010,20210,20100,20000
gloop,20000,20000,20100,20000,20000,20000,20000,20000,21000,20000,20000,21000,21020,21022,20000,21000,20000,20000,20000,20001,20001,20000,20000,20020,20000,20000,20000,21000,20000,20000,20020,20000,20000,20000,21000,20000,20020,20000,20020,20000,20000,20000,21000,20000,21020,20000,20000,20020,20000,20000,20000,20100,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20020,20020,20020,20000,20000,20020,20000,20000,20001,20000,20000,20000,20000,20100,21000,20000,21020,20000,21000,20000,20020,20100,20000,21000,20000,21000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20001,21000,21000,20000,20000,20001,20000,22000,22000,22000,22000,22002,22200,22200,22222,22220,20000,20220,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,21000,20000,20000,20000,20020,20200,20200,20200,20202,20200,20200,20220,20200,20000,20100,20000,20000,20000,20001,20020,20000,20000,21000,20200,20100,20000
gloor,20000,20000,20100,20001,20001,20000,20000,20000,21000,20000,20000,21000,21020,21020,20000,21000,20000,20002,20000,20000,20002,20001,20001,20021,20001,20000,20000,21000,20000,20000,20020,20000,20000,20000,21000,20000,20020,20000,20020,20000,20000,20000,21000,20000,21020,20000,20000,20020,20000,20000,20002,20100,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,20020,20022,20020,20000,20000,20020,20001,20000,20000,20001,20001,20001,20002,20100,21000,20000,21020,20000,21000,20000,20020,20100,20000,21000,20000,21000,20000,20002,21000,20001,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20001,22000,22000,22000,22000,22000,22200,22200,22220,22222,20000,20220,20100,20100,20100,20100,20100,21100,20100,20101,20100,20102,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20021,20201,20201,20201,20201,20201,20201,20221,20201,20001,20100,20000,20000,20000,20000,20021,20001,20001,21000,20200,20100,20000
gneis,21102,21000,20002,20110,20000,20100,21100,20100,20100,21110,20102,20110,21000,20000,20000,20100,21100,20100,20000,21100,20100,20100,21100,20100,20100,21100,21100,20100,21100,20100,21000,20100,20100,20100,20100,20120,20100,20100,20100,20100,20201,20200,20120,20100,20100,21110,20100,20100,20100,20100,20120,20100,20100,20100,20100,20100,20110,21100,20120,20120,20100,20120,20110,20100,20100,20100,20100,20100,20122,20100,20100,20100,21100,21120,21100,21100,21102,20100,20110,21100,20101,20101,20101,20101,20122,20101,20101,20100,20120,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20102,20110,20100,21120,20122,20100,20100,20100,21120,20012,20110,21100,20110,20110,21012,21011,20011,20010,21002,20200,20222,20200,20010,20100,20100,20000,20000,22222,22000,21100,21020,20200,20100,20020,20100,21100,20020,20100,20100,20000,20000,20000,20010,20000,21000,20000,20000,21200,20200,21220,21202,20110,20110,20110,20110,20112,20110,20010,21002,20010,20110,21010,21010,20010,20100,20110,21100,20100,20100,21000,20000,20100,20022,21000,20100,20010,21001,20000,20002,20100,20100,20100,20100,20000,20002
gnoom,21000,21000,20100,20000,20000,20000,21000,20000,20000,21000,20000,20000,21020,20020,20001,20001,21001,20001,20001,21000,20000,20000,21000,20020,20000,21000,21000,20000,21000,20000,21020,20000,20000,20000,20000,20000,20020,20000,20020,20000,20000,20000,20000,20000,20020,21000,20000,20020,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20021,20021,20021,21000,21000,21020,21000,21000,20000,20000,21000,20000,20000,20100,20000,20000,20020,20000,20000,20000,20020,20100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20000,20000,20000,20001,20200,20200,20220,20220,22000,22222,21100,21100,20100,20101,20102,20102,21100,20100,20100,20100,20000,20000,20000,20000,20000,21000,20000,20000,21000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20001,21000,21000,20020,20200,20200,21200,20200,20200,21200,20220,20200,20000,21100,20000,20001,21000,20000,20020,20002,20002,20000,20200,20101,20000
goden,20011,20001,22100,20020,20100,20010,20222,20010,20020,20011,20020,20020,21002,21000,20000,20020,20022,20020,20000,20022,20020,20110,20022,21010,20010,20022,20022,20020,20022,20020,21002,20010,20010,20120,20020,20010,21110,20210,21210,20210,20010,20010,20010,20010,21010,20022,20010,21010,20020,20010,20010,21010,20010,20010,20010,20020,20020,20022,20110,20010,20010,20010,20010,20010,20010,20010,20010,20020,20010,21010,21010,21010,20021,20011,21011,20011,20011,20010,20020,20022,20010,20010,21010,20020,20010,21010,20010,20010,20010,21010,21010,20010,20010,20010,20020,20022,20020,20010,20010,20010,20010,20020,20110,20012,20010,20010,20020,20020,20012,20000,20010,20022,20110,20020,20101,20001,20000,20000,20001,20120,20010,20010,20000,21010,21120,21000,21000,20011,21001,22222,22202,22110,22010,22000,22020,22011,22000,22010,22020,20100,20000,20000,20000,20000,20002,20000,20000,20022,20020,20012,20011,20020,20020,20020,20020,20020,20020,20000,20001,20000,20010,20101,20001,21000,21020,21020,21022,21020,21020,21101,21000,21010,20000,21001,20010,20000,20001,20000,21000,20010,20010,20010,21010,22000,20000
godin,20001,20001,22100,20010,20100,20000,20202,20000,20000,20011,20000,20010,21002,21000,20000,20000,20002,20000,20000,20002,20000,20100,20002,21000,20000,20002,20002,20000,20002,20000,21002,20000,20000,20100,20000,20020,21100,20200,21200,20200,20000,20000,20020,20000,21000,20012,20000,21000,20000,20000,20020,21000,20000,20000,20000,20000,20010,20002,20120,20020,20000,20020,20010,20000,20000,20000,20000,20000,20020,21000,21000,21000,20001,20021,21001,20001,20001,20000,20010,20002,20000,20000,21000,20000,20020,21000,20000,20000,20020,21000,21000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20010,20100,20022,20020,20000,20000,20000,20022,20010,20010,20002,20110,20010,20111,20011,20010,20010,20001,20100,20020,20000,20010,21000,21100,21000,21000,20021,21001,22202,22222,22100,22000,22020,22000,22001,22020,22000,22000,20100,20000,20000,20010,20000,20002,20000,20000,20002,20000,20022,20001,20010,20010,20010,20010,20010,20010,20010,20001,20010,20010,20111,20011,21010,21000,21010,21002,21000,21000,21101,21000,21000,20020,21001,20000,20010,20001,20000,21000,20000,20000,20000,21000,22000,20000
goede,20100,20000,22020,20100,20010,20002,20110,20002,20100,20002,20100,20100,21000,21000,20000,20100,20100,20100,20000,20100,20100,20022,20100,21002,20002,20100,20100,20100,20100,20100,21000,20100,20102,20111,20101,20100,21110,20110,21112,20110,20201,20201,20100,20100,21100,20101,20100,21100,20101,20100,20100,21100,20102,20100,20100,20102,20101,20101,20110,20100,20100,20100,20100,20100,20100,20100,20100,20101,20100,21100,21100,21100,20101,20102,21100,20102,20100,20100,20101,20101,20100,20100,21100,20101,20100,21100,20102,20100,20100,21100,21100,20102,20100,20100,20101,20101,20101,20100,20100,20100,20100,20101,20110,20100,20100,20100,20101,20101,20100,20000,20002,20100,20022,20100,20020,20000,20000,20000,20000,20211,20200,20200,20000,21002,21110,21000,21000,20200,21000,22110,22010,22222,22002,22000,22100,22002,22000,22002,22100,20010,20000,20000,20000,20000,20000,20000,20000,20201,20201,20200,20200,20100,20100,20100,20100,20100,20100,20000,20000,20000,20002,20010,20000,21000,21100,21100,21100,21100,21100,21010,21000,21002,20000,21000,20002,20000,20000,20000,21000,20100,20100,20100,21100,22000,20000
gogme,20001,20000,22000,20001,20000,20002,20001,20002,20201,20002,20001,20001,21000,21000,20010,20011,20011,20011,20020,20001,20001,20002,20001,21002,20002,20001,20001,20001,20001,20001,21000,20001,20002,20001,20001,20001,21001,20101,21002,20001,20001,20001,20201,20101,21001,20001,20001,21001,20001,20001,20001,21001,20002,20101,20001,20002,20001,20001,20001,20101,20001,20001,20001,20001,20001,20001,20011,20011,20011,21011,21011,21011,20001,20002,21001,20002,20001,20001,20001,20001,20001,20001,21001,20001,20001,21001,20002,20001,20001,21001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20001,20101,20001,20001,20001,20000,20202,20001,20002,20001,20000,20000,20000,20000,20000,20001,20001,20001,20020,21002,21001,21000,21000,20001,21010,22001,22000,22002,22222,22010,22011,22002,22100,22002,22001,20000,20000,20100,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20022,20000,20000,21000,21001,21001,21001,21001,21001,21000,21000,21002,20000,21000,20002,20020,20000,20000,21000,20011,20011,20001,21001,22020,20000
gojim,20000,20000,22000,20010,20000,20000,20000,20000,20000,20010,20200,20010,21000,21000,20001,20001,20001,20001,20001,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20020,21000,20000,21000,20000,20000,20000,20020,20000,21000,20010,20000,21200,20000,20000,20020,21000,20000,20000,20000,20000,20010,20000,20020,20020,20000,20020,20010,20000,20000,20000,20001,20001,20021,21001,21001,21001,20000,20020,21000,20000,20000,20000,20010,20000,20000,20000,21000,20000,20020,21000,20000,20000,20020,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20020,20020,20000,20000,20000,20020,20010,20010,20000,20010,20010,20010,20010,20010,20010,20000,20000,20020,20000,20011,21000,21000,21000,21000,20020,21002,22000,22020,22000,22001,22222,22002,22100,22020,22000,22000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20020,20000,20010,20010,20010,20010,20010,20010,20010,20000,20010,20011,20010,20010,21010,21000,21010,21000,21000,21000,21000,21000,21000,20020,21000,20000,20011,20000,20000,21000,20002,20002,20000,21000,22001,20000
golem,20010,20000,22000,20020,20000,20010,20020,20010,20120,20010,20020,20220,21200,21200,20001,20121,20021,20021,20001,20020,20020,20010,20020,21010,20010,20020,20020,20120,20020,20020,21000,20010,20010,20020,20120,20010,21010,20010,21010,20010,20010,20010,20110,20010,21110,20020,20010,21010,20020,20010,20010,21010,20010,20210,20210,20220,20220,20220,20210,20210,20210,20210,20210,20210,20210,20210,20011,20021,20011,21011,21011,21011,20020,20010,21010,20010,20010,20010,20020,20020,20010,20010,21010,20120,20010,21110,20010,20110,20010,21010,21010,20010,20110,20010,20120,20020,20020,20110,20010,20010,20010,20020,20010,20010,20010,20010,20120,20020,20010,20000,20010,20020,20210,20220,20000,20000,20000,20000,20100,20120,20110,20110,20101,21110,21120,21100,21100,20010,21002,22020,22000,22010,22011,22002,22222,22010,22000,22010,22020,20000,20000,20000,20000,20100,20000,20000,20000,20020,20020,20010,20010,20020,20020,20120,20020,20020,20020,20000,20000,20100,20011,20000,20000,21000,21020,21020,21020,21020,21020,21000,21000,21010,20000,21000,20010,20001,20000,20000,21000,20012,20012,20110,21010,22001,20000
gonje,20201,20100,22000,20001,20000,20002,20101,20002,20001,20102,20011,20001,21100,21000,20000,20001,20101,20001,20000,20101,20001,20002,20101,21002,20002,20101,20101,20001,20101,20001,21100,20001,20002,20001,20001,20001,21001,20001,21002,20001,20001,20001,20001,20001,21001,20101,20001,21011,20001,20001,20001,21001,20002,20001,20001,20002,20001,20101,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,21001,21001,20201,20202,21201,20202,20201,20001,20001,20101,20001,20001,21001,20001,20001,21001,20002,20001,20001,21001,21001,20002,20001,20001,20001,20101,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20101,20000,20002,20101,20002,20001,20200,20200,20000,20000,20100,20001,20001,20001,20000,21002,21001,21000,21000,20101,21100,22101,22100,22002,22002,22010,22001,22222,22000,22002,22001,20000,20000,20000,20000,20000,20100,20000,20000,20101,20001,20101,20101,20001,20001,20001,20001,20001,20001,20000,20100,20000,20002,20100,20100,21000,21001,21001,21101,21001,21001,21100,21000,21002,20000,21100,20002,20000,20200,20000,21000,20001,20001,20001,21001,22000,20000
