Guess,maagd,mahdi,malta,maori,mekka,moors,morin,maagd,maand,maart,maats,macho,macht,macro,madam,mager,maggi,magie,magma,magot,majem,major,makam,maken,maker,makke,malen,maler,malie,malta,malus,malve,mamba,mamma,manco,mande,manen,maner,manga,mango,manie,manna,manou,maren,marge,markt,marot,maske,massa,match,maten,mater,matig,matje,matse,mauve,mazen,media,medio,medoc,meel1,meent,meers,meest,meeuw,meien,meier,mekka,melde,melen,melig,melis,meluw,memel,menen,menie,menig,mensa,merci,merel,meren,meson,meten,meter,metro,meute,mezzo,miauw,micro,m1den,m1nen,m1ner,m1ten,m1ter,milde,mille,mimen,mimer,minne,minor,minst,minus,mirre,mirte,mixen,mixer,mixes,mocht,model,modem,modus,moeke,moest,mogen,mogol,moker,mokka,molen,molik,monde,moois,moord,morel,moren,mores,morse,motel,motet,motie,motor,motse,motte,motto,moven,mufte,mulat,mungo,musea,muzak,mythe,moede,mikwe,mikwa,mixed
menen,20000,20000,20000,20000,22000,20000,20002,20000,20100,20000,20000,20000,20000,20000,20000,20020,20000,21000,20000,20000,20020,20000,20000,20022,20020,21000,20022,20020,21000,20000,20000,21000,20000,20000,20200,21200,20222,20220,20200,20200,21200,20201,20200,20022,21000,20000,20000,21000,20000,20000,20022,20020,20000,21000,21000,21000,20022,22000,22000,22000,22010,22110,22010,22010,22010,22022,22020,22000,22010,22022,22000,22000,22000,22020,22222,22210,22200,22200,22000,22020,22022,22002,22022,22020,22000,22010,22000,20000,20000,20022,20222,20220,20022,20020,21000,21000,20022,20020,21201,20200,20200,20200,21000,21000,20022,20020,20020,20000,20020,20020,20000,21010,21000,20022,20000,20020,20000,20022,20000,21200,20000,20000,20020,20022,20020,21000,20020,20020,21000,20000,21000,21000,20000,20022,21000,20000,20200,20020,20000,21000,21010,21000,20000,20020
menie,20000,20010,20000,20010,22000,20000,20120,20000,20100,20000,20000,20000,20000,20000,20000,21000,20010,20022,20000,20000,21000,20000,20000,21100,21000,20002,21100,21000,20022,20000,20000,20002,20000,20000,20200,20202,21200,21200,20200,20200,20222,20200,20200,21100,20002,20000,20000,20002,20000,20000,21100,21000,20020,20002,20002,20002,21100,22020,22020,22000,22001,22101,22001,22001,22001,22111,22011,22000,22002,22101,22020,22020,22000,22001,22201,22222,22220,22200,22010,22001,22101,22100,22101,22001,22000,22002,22000,20010,20010,21100,21200,21200,21100,21000,20012,20012,21110,21010,20212,20210,20210,20210,20012,20012,21110,21010,21010,20000,21000,21000,20000,21002,21000,21100,20000,21000,20000,21100,20020,20202,20020,20000,21000,21100,21000,20002,21000,21000,20022,20000,20002,20002,20000,21100,20002,20000,20200,21000,20000,20002,21002,20012,20010,21010
menig,20001,20010,20000,20010,22000,20000,20120,20001,20100,20000,20000,20000,20000,20000,20000,21001,20011,21021,20001,20001,21000,20000,20000,21100,21000,21000,21100,21000,21020,20000,20000,21000,20000,20000,20200,21200,21200,21200,20201,20201,21220,20200,20200,21100,21001,20000,20000,21000,20000,20000,21100,21000,20022,21000,21000,21000,21100,22020,22020,22000,22000,22100,22000,22000,22000,22110,22010,22000,22000,22100,22022,22020,22000,22000,22200,22220,22222,22200,22010,22000,22100,22100,22100,22000,22000,22000,22000,20010,20010,21100,21200,21200,21100,21000,21010,21010,21110,21010,21210,20210,20210,20210,21010,21010,21110,21010,21010,20000,21000,21000,20000,21000,21000,21101,20001,21000,20000,21100,20020,21200,20020,20000,21000,21100,21000,21000,21000,21000,21020,20000,21000,21000,20000,21100,21000,20000,20201,21000,20000,21000,21000,21010,20010,21010
mensa,20001,20001,20002,20001,22002,20010,20100,20001,20101,20001,20011,20001,20001,20001,20001,21001,20001,21001,20002,20001,21001,20001,20001,21101,21001,21001,21101,21001,21001,20002,20011,21001,20002,20002,20201,21201,21201,21201,20202,20201,21201,20202,20201,21101,21001,20001,20001,21011,20022,20001,21101,21001,20001,21001,21021,21001,21101,22002,22000,22000,22000,22100,22010,22020,22000,22100,22000,22002,22000,22100,22000,22010,22000,22000,22200,22200,22200,22222,22000,22000,22100,22110,22100,22000,22000,22000,22000,20001,20000,21100,21200,21200,21100,21000,21000,21000,21100,21000,21200,20200,20220,20210,21000,21000,21100,21000,21010,20000,21000,21000,20010,21000,21020,21100,20000,21000,20002,21100,20000,21200,20010,20000,21000,21100,21010,21020,21000,21000,21000,20000,21020,21000,20000,21100,21000,20001,20200,21012,20001,21000,21000,21000,20002,21000
merci,20000,20002,20000,20102,22000,20100,20201,20000,20000,20100,20000,20010,20010,20110,20000,21100,20002,21001,20000,20000,21000,20100,20000,21000,21100,21000,21000,21100,21001,20000,20000,21000,20000,20000,20020,21000,21000,21100,20000,20000,21001,20000,20000,21200,21200,20200,20200,21000,20000,20020,21000,21100,20001,21000,21000,21000,21000,22001,22001,22010,22000,22000,22100,22000,22000,22001,22101,22000,22000,22000,22001,22001,22000,22000,22000,22001,22001,22000,22222,22200,22200,22000,22000,22100,22100,22000,22000,20001,20111,21000,21000,21100,21000,21100,21001,21001,21001,21101,21001,20101,20001,20001,21201,21201,21001,21101,21001,20010,21000,21000,20000,21000,21000,21000,20000,21100,20000,21000,20001,21000,20001,20100,21200,21200,21200,21200,21000,21000,21001,20100,21000,21000,20000,21000,21000,20000,20000,21000,20000,21000,21000,21001,20001,21001
merel,20000,20000,20001,20100,22000,20100,20200,20000,20000,20100,20000,20000,20000,20100,20000,20120,20000,21000,20000,20000,20020,20100,20000,20020,20120,21000,20021,20121,21001,20001,20001,21001,20000,20000,20000,21000,20020,20120,20000,20000,21000,20000,20000,20220,21200,20200,20200,21000,20000,20000,20020,20120,20000,21000,21000,21000,20020,22000,22000,22000,22011,22010,22110,22010,22010,22020,22120,22000,22011,22021,22001,22001,22001,22022,22020,22010,22000,22000,22200,22222,22220,22000,22020,22120,22100,22010,22000,20000,20100,20020,20020,20120,20020,20120,21001,21001,20020,20120,21000,20100,20000,20000,21200,21200,20020,20120,20020,20000,20022,20020,20000,21010,21000,20020,20002,20120,20000,20021,20001,21000,20000,20100,20222,20220,20220,21200,20022,20020,21000,20100,21000,21000,20000,20020,21000,20001,20000,20020,20000,21000,21010,21000,20000,20020
meren,20000,20000,20000,20100,22000,20100,20202,20000,20001,20100,20000,20000,20000,20100,20000,20120,20000,21000,20000,20000,20020,20100,20000,20022,20120,21000,20022,20120,21000,20000,20000,21000,20000,20000,20001,21001,20022,20121,20001,20001,21001,20001,20001,20222,21200,20200,20200,21000,20000,20000,20022,20120,20000,21000,21000,21000,20022,22000,22000,22000,22010,22011,22110,22010,22010,22022,22120,22000,22010,22022,22000,22000,22000,22020,22022,22011,22001,22001,22200,22220,22222,22002,22022,22120,22100,22010,22000,20000,20100,20022,20022,20121,20022,20120,21000,21000,20022,20120,21001,20101,20001,20001,21200,21200,20022,20120,20020,20000,20020,20020,20000,21010,21000,20022,20000,20120,20000,20022,20000,21001,20000,20100,20220,20222,20220,21200,20020,20020,21000,20100,21000,21000,20000,20022,21000,20000,20001,20020,20000,21000,21010,21000,20000,20020
meson,20000,20000,20000,20010,22000,20110,20012,20000,20001,20000,20100,20010,20000,20010,20000,21000,20000,21000,20000,20020,21000,20020,20000,21002,21000,21000,21002,21000,21000,20000,20100,21000,20000,20000,20011,21001,21002,21001,20001,20011,21001,20001,20021,21002,21000,20000,20020,21200,20200,20000,21002,21000,20000,21000,21100,21000,21002,22000,22010,22020,22000,22001,22100,22100,22000,22002,22000,22000,22000,22002,22000,22100,22000,22000,22002,22001,22001,22101,22000,22000,22002,22222,22002,22000,22010,22000,22010,20000,20010,21002,21002,21001,21002,21000,21000,21000,21002,21000,21001,20021,20101,20101,21000,21000,21002,21000,21100,20010,21010,21010,20110,21010,21110,21012,20020,21010,20010,21012,20010,21011,20110,20010,21010,21012,21110,21110,21010,21010,21010,20020,21110,21010,20010,21012,21000,20000,20011,21200,20000,21000,21010,21000,20000,21000
meten,20000,20000,20100,20000,22000,20000,20002,20000,20001,20100,20100,20000,20100,20000,20000,20020,20000,21000,20000,20100,20020,20000,20000,20022,20020,21000,20022,20020,21000,20100,20000,21000,20000,20000,20001,21001,20022,20021,20001,20001,21001,20001,20001,20022,21000,20100,20100,21000,20000,20200,20222,20220,20200,21200,21200,21000,20022,22000,22000,22000,22010,22111,22010,22110,22010,22022,22020,22000,22010,22022,22000,22000,22000,22020,22022,22011,22001,22001,22000,22020,22022,22002,22222,22220,22200,22110,22000,20000,20000,20022,20022,20021,20222,20220,21000,21000,20022,20020,21001,20001,20101,20001,21000,21100,20022,20020,20020,20100,20020,20020,20000,21010,21100,20022,20000,20020,20000,20022,20000,21001,20000,20000,20020,20022,20020,21000,20220,20220,21200,20200,21200,21200,20200,20022,21100,20100,20001,20020,20000,21200,21010,21000,20000,20020
meter,20000,20000,20100,20001,22000,20001,20001,20000,20000,20101,20100,20000,20100,20001,20000,20022,20000,21000,20000,20100,20020,20002,20000,20020,20022,21000,20020,20022,21000,20100,20000,21000,20000,20000,20000,21000,20020,20022,20000,20000,21000,20000,20000,20021,21001,20101,20101,21000,20000,20200,20220,20222,20200,21200,21200,21000,20020,22000,22000,22000,22010,22110,22011,22110,22010,22020,22022,22000,22010,22020,22000,22000,22000,22020,22020,22010,22000,22000,22001,22021,22021,22000,22220,22222,22201,22110,22000,20000,20001,20020,20020,20022,20220,20222,21000,21000,20020,20022,21000,20002,20100,20000,21001,21101,20020,20022,20020,20100,20020,20020,20000,21010,21100,20020,20000,20022,20000,20020,20000,21000,20000,20001,20021,20021,20021,21001,20220,20220,21200,20202,21200,21200,20200,20020,21100,20100,20000,20020,20000,21200,21010,21000,20000,20020
metro,20000,20000,20100,20021,22000,20021,20011,20000,20000,20120,20100,20002,20100,20022,20000,21010,20000,21000,20000,20101,21000,20011,20000,21000,21010,21000,21000,21010,21000,20100,20000,21000,20000,20000,20002,21000,21000,21010,20000,20002,21000,20000,20001,21010,21010,20110,20111,21000,20000,20200,21200,21210,20200,21200,21200,21000,21000,22000,22002,22001,22000,22100,22020,22100,22000,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22010,22010,22001,22200,22210,22222,22100,22002,20000,20022,21000,21000,21010,21200,21210,21000,21000,21000,21010,21000,20011,20100,20000,21020,21110,21000,21010,21000,20101,21001,21001,20001,21001,21101,21001,20001,21011,20001,21001,20001,21001,20001,20021,21011,21011,21011,21011,21201,21201,21201,20211,21201,21201,20202,21001,21100,20100,20002,21000,20000,21200,21001,21000,20000,21000
meute,20000,20000,20020,20000,22000,20000,20000,20000,20000,20010,20020,20000,20010,20000,20000,21000,20000,20002,20000,20010,21000,20000,20000,21000,21000,20002,21000,21000,20002,20020,20100,20002,20000,20000,20000,20002,21000,21000,20000,20000,20002,20000,20100,21000,20002,20010,20010,20002,20000,20010,21010,21010,20010,20012,20012,20202,21000,22000,22000,22000,22001,22011,22001,22011,22101,22001,22001,22000,22002,22001,22000,22000,22100,22001,22001,22002,22000,22000,22000,22001,22001,22000,22011,22011,22010,22222,22000,20100,20000,21000,21000,21000,21010,21010,20002,20002,21000,21000,20002,20000,20010,20100,20002,20022,21000,21000,21000,20010,21000,21000,20100,21002,21010,21000,20000,21000,20000,21000,20000,20002,20000,20000,21000,21000,21000,20002,21010,21010,20012,20010,20012,20022,20020,21000,20122,20110,20100,21100,20100,20012,21002,20002,20000,21000
mezzo,20000,20000,20000,20001,22000,20001,20001,20000,20000,20000,20000,20002,20000,20002,20000,21000,20000,21000,20000,20001,21000,20001,20000,21000,21000,21000,21000,21000,21000,20000,20000,21000,20000,20000,20002,21000,21000,21000,20000,20002,21000,20000,20001,21000,21000,20000,20001,21000,20000,20000,21000,21000,20000,21000,21000,21000,21200,22000,22002,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22002,22000,22222,20000,20002,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20001,20000,20000,21000,21000,21000,21000,21000,20001,21001,21001,20001,21001,21001,21001,20001,21001,20001,21001,20001,21001,20001,20001,21001,21001,21001,21001,21001,21001,21001,20001,21001,21001,20002,21001,21000,20000,20002,21000,20200,21000,21001,21000,20000,21000
miauw,20200,21100,20100,21100,20100,20000,21000,20200,20200,20200,20200,20100,20100,20100,20100,20100,21100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20120,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20110,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20110,20100,21100,21000,20000,20000,20000,20000,20000,20022,21000,21000,20100,20000,20000,21000,21000,20022,20000,20000,21000,21000,20100,21000,20000,20000,20000,20000,20000,20000,20010,20000,22222,22000,20000,20000,20000,20000,20000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20100,20000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20010,20110,20010,20110,20110,20000,20000,22001,22101,22000
micro,20000,21000,20000,21021,20000,20021,21011,20000,20000,20020,20000,20202,20200,20222,20000,20010,21000,21000,20000,20001,20000,20011,20000,20000,20010,20000,20000,20010,21000,20000,20000,20000,20000,20000,20102,20000,20000,20010,20000,20002,21000,20000,20001,20010,20010,20010,20011,20000,20000,20100,20000,20010,21000,20000,20000,20000,20000,21000,21002,20101,20000,20000,20020,20000,20000,21000,21010,20000,20000,20000,21000,21000,20000,20000,20000,21000,21000,20000,21110,20010,20010,20001,20000,20010,20022,20000,20002,22000,22222,20000,20000,20010,20000,20010,22000,22000,22000,22010,22000,22011,22000,22000,22020,22010,22000,22010,22000,20201,20001,20001,20001,20001,20001,20001,20001,20011,20001,20001,21001,20001,21001,20021,20011,20011,20011,20011,20001,20001,21001,20011,20001,20001,20002,20001,20000,20000,20002,20000,20000,20000,20001,22000,22000,22000
m1den,20100,20100,20000,20000,20010,20000,20002,20100,20101,20000,20000,20000,20000,20000,20200,20020,20000,20010,20000,20000,20020,20000,20000,20022,20020,20010,20022,20020,20010,20000,20000,20010,20000,20000,20001,20111,20022,20021,20001,20001,20011,20001,20001,20022,20010,20000,20000,20010,20000,20000,20022,20020,20000,20010,20010,20010,20022,20210,20210,20210,21010,20011,20010,20010,20010,20022,20020,20010,20110,20022,20010,20010,20010,20020,20022,20011,20011,20011,20010,20020,20022,20012,20022,20020,20010,20010,20010,20000,20000,22222,22022,22021,22022,22020,20110,20010,20022,20020,20011,20001,20001,20001,20010,20010,20022,20020,20020,20000,20220,20220,20200,20010,20010,20022,20000,20020,20000,20022,20000,20111,20000,20100,20020,20022,20020,20010,20020,20020,20010,20000,20010,20010,20000,20022,20010,20000,20001,20020,20000,20010,20110,20010,20000,20120
m1nen,20000,20000,20000,20000,20010,20000,20002,20000,20100,20000,20000,20000,20000,20000,20000,20020,20000,20010,20000,20000,20020,20000,20000,20022,20020,20010,20022,20020,20010,20000,20000,20010,20000,20000,20200,20210,20222,20220,20200,20200,20210,20201,20200,20022,20010,20000,20000,20010,20000,20000,20022,20020,20000,20010,20010,20010,20022,20010,20010,20010,21010,20110,20010,20010,20010,20022,20020,20010,20010,20022,20010,20010,20010,20020,20222,20210,20210,20210,20010,20020,20022,20012,20022,20020,20010,20010,20010,20000,20000,22022,22222,22220,22022,22020,20010,20010,20022,20020,20211,20200,20200,20200,20010,20010,20022,20020,20020,20000,20020,20020,20000,20010,20010,20022,20000,20020,20000,20022,20000,20210,20000,20000,20020,20022,20020,20010,20020,20020,20010,20000,20010,20010,20000,20022,20010,20000,20200,20020,20000,20010,20010,20010,20000,20020
m1ner,20000,20000,20000,20001,20010,20001,20101,20000,20100,20001,20000,20000,20000,20001,20000,20022,20000,20010,20000,20000,20020,20002,20000,20120,20022,20010,20120,20022,20010,20000,20000,20010,20000,20000,20200,20210,20220,20222,20200,20200,20210,20200,20200,20121,20011,20001,20001,20010,20000,20000,20120,20022,20000,20010,20010,20010,20120,20010,20010,20010,21010,20110,20011,20010,20010,20120,20022,20010,20010,20120,20010,20010,20010,20020,20220,20210,20210,20210,20011,20021,20121,20110,20120,20022,20011,20010,20010,20000,20001,22120,22220,22222,22120,22022,20010,20010,20120,20022,20210,20202,20200,20200,20011,20011,20120,20022,20020,20000,20020,20020,20000,20010,20010,20120,20000,20022,20000,20120,20000,20210,20000,20001,20021,20121,20021,20011,20020,20020,20010,20002,20010,20010,20000,20120,20010,20000,20200,20020,20000,20010,20010,20010,20000,20020
m1ten,20000,20000,20100,20000,20010,20000,20002,20000,20001,20100,20100,20000,20100,20000,20000,20020,20000,20010,20000,20100,20020,20000,20000,20022,20020,20010,20022,20020,20010,20100,20000,20010,20000,20000,20001,20011,20022,20021,20001,20001,20011,20001,20001,20022,20010,20100,20100,20010,20000,20200,20222,20220,20200,20210,20210,20010,20022,20010,20010,20010,21010,20111,20010,20110,20010,20022,20020,20010,20010,20022,20010,20010,20010,20020,20022,20011,20011,20011,20010,20020,20022,20012,20222,20220,20210,20110,20010,20000,20000,22022,22022,22021,22222,22220,20010,20010,20022,20020,20011,20001,20101,20001,20010,20110,20022,20020,20020,20100,20020,20020,20000,20010,20110,20022,20000,20020,20000,20022,20000,20011,20000,20000,20020,20022,20020,20010,20220,20220,20210,20200,20210,20210,20200,20022,20110,20100,20001,20020,20000,20210,20010,20010,20000,20020
m1ter,20000,20000,20100,20001,20010,20001,20001,20000,20000,20101,20100,20000,20100,20001,20000,20022,20000,20010,20000,20100,20020,20002,20000,20020,20022,20010,20020,20022,20010,20100,20000,20010,20000,20000,20000,20010,20020,20022,20000,20000,20010,20000,20000,20021,20011,20101,20101,20010,20000,20200,20220,20222,20200,20210,20210,20010,20020,20010,20010,20010,21010,20110,20011,20110,20010,20020,20022,20010,20010,20020,20010,20010,20010,20020,20020,20010,20010,20010,20011,20021,20021,20010,20220,20222,20211,20110,20010,20000,20001,22020,22020,22022,22220,22222,20010,20010,20020,20022,20010,20002,20100,20000,20011,20111,20020,20022,20020,20100,20020,20020,20000,20010,20110,20020,20000,20022,20000,20020,20000,20010,20000,20001,20021,20021,20021,20011,20220,20220,20210,20202,20210,20210,20200,20020,20110,20100,20000,20020,20000,20210,20010,20010,20000,20020
milde,20010,21020,20200,21000,20001,20000,21000,20010,20010,20000,20000,20000,20000,20000,20010,20001,21000,21002,20000,20000,20001,20000,20000,20001,20001,20002,20201,20201,21202,20200,20200,20202,20000,20000,20000,20022,20001,20001,20000,20000,21002,20000,20000,20001,20002,20000,20000,20002,20000,20000,20001,20001,21000,20002,20002,20002,20001,21011,21011,20011,20101,20001,20001,20001,20001,21001,21001,20001,20222,20201,21201,21201,20201,20101,20001,21002,21001,20001,21001,20101,20001,20001,20001,20001,20001,20002,20001,22000,22000,20011,20001,20001,20001,20001,22222,22202,22001,22001,22002,22000,22000,22000,22002,22002,22001,22001,22001,20000,20111,20011,20010,20002,20001,20001,20100,20001,20000,20201,21200,20022,21000,20010,20101,20001,20001,20002,20101,20001,21002,20000,20002,20002,20000,20001,20002,20200,20000,20001,20000,20002,20022,22002,22000,22011
mille,20000,21000,20200,21000,20001,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20001,21000,21002,20000,20000,20001,20000,20000,20001,20001,20002,20201,20201,21202,20200,20200,20202,20000,20000,20000,20002,20001,20001,20000,20000,21002,20000,20000,20001,20002,20000,20000,20002,20000,20000,20001,20001,21000,20002,20002,20002,20001,21001,21001,20001,20021,20001,20001,20001,20001,21001,21001,20001,20202,20201,21201,21201,20201,20101,20001,21002,21001,20001,21001,20101,20001,20001,20001,20001,20001,20002,20001,22000,22000,20001,20001,20001,20001,20001,22202,22222,22001,22001,22002,22000,22000,22000,22002,22002,22001,22001,22001,20000,20101,20001,20000,20002,20001,20001,20100,20001,20000,20201,21200,20002,21000,20000,20101,20001,20001,20002,20101,20001,21002,20000,20002,20002,20000,20001,20002,20200,20000,20001,20000,20002,20002,22002,22000,22001
mimen,20000,21000,20000,21000,20010,20000,21002,20000,20001,20000,20000,20000,20000,20000,20100,20020,21000,21010,20100,20000,20120,20000,20100,20022,20020,20010,20022,20020,21010,20000,20000,20010,20200,20200,20001,20011,20022,20021,20001,20001,21011,20001,20001,20022,20010,20000,20000,20010,20000,20000,20022,20020,21000,20010,20010,20010,20022,21010,21010,20010,20010,20011,20010,20010,20010,21022,21020,20010,20010,20022,21010,21010,20010,20220,20022,21011,21011,20011,21010,20020,20022,20012,20022,20020,20010,20010,20010,22000,22000,20022,20022,20021,20022,20020,22010,22010,22222,22220,22011,22001,22001,22001,22010,22010,22022,22020,22020,20000,20020,20120,20000,20010,20010,20022,20000,20020,20000,20022,21000,20011,21000,20000,20020,20022,20020,20010,20020,20020,21010,20000,20010,20010,20000,20022,20010,20000,20001,20020,20000,20010,20010,22010,22000,22020
mimer,20000,21000,20000,21001,20010,20001,21001,20000,20000,20001,20000,20000,20000,20001,20100,20022,21000,21010,20100,20000,20120,20002,20100,20020,20022,20010,20020,20022,21010,20000,20000,20010,20200,20200,20000,20010,20020,20022,20000,20000,21010,20000,20000,20021,20011,20001,20001,20010,20000,20000,20020,20022,21000,20010,20010,20010,20020,21010,21010,20010,20010,20010,20011,20010,20010,21020,21022,20010,20010,20020,21010,21010,20010,20220,20020,21010,21010,20010,21011,20021,20021,20010,20020,20022,20011,20010,20010,22000,22001,20020,20020,20022,20020,20022,22010,22010,22220,22222,22010,22002,22000,22000,22011,22011,22020,22022,22020,20000,20020,20120,20000,20010,20010,20020,20000,20022,20000,20020,21000,20010,21000,20001,20021,20021,20021,20011,20020,20020,21010,20002,20010,20010,20000,20020,20010,20000,20000,20020,20000,20010,20010,22010,22000,22020
minne,20000,21000,20000,21000,20001,20000,21100,20000,20020,20000,20000,20000,20000,20000,20000,20001,21000,21002,20000,20000,20001,20000,20000,20101,20001,20002,20101,20001,21002,20000,20000,20002,20000,20000,20200,20202,20211,20201,20200,20200,21202,20220,20200,20101,20002,20000,20000,20002,20000,20000,20101,20001,21000,20002,20002,20002,20101,21001,21001,20001,20001,20021,20001,20001,20001,21101,21001,20001,20002,20101,21001,21001,20001,20001,20211,21202,21201,20201,21001,20001,20101,20101,20101,20001,20001,20002,20001,22000,22000,20101,20211,20201,20101,20001,22002,22002,22101,22001,22222,22200,22200,22200,22002,22002,22101,22001,22001,20000,20001,20001,20000,20002,20001,20101,20000,20001,20000,20101,21000,20202,21000,20000,20001,20101,20001,20002,20001,20001,21002,20000,20002,20002,20000,20101,20002,20000,20200,20001,20000,20002,20002,22002,22000,22001
minor,20000,21000,20000,21011,20000,20011,21111,20000,20100,20001,20000,20010,20000,20011,20000,20002,21000,21000,20000,20020,20000,20022,20000,20100,20002,20000,20100,20002,21000,20000,20000,20000,20000,20000,20210,20200,20200,20202,20200,20210,21200,20200,20220,20101,20001,20001,20021,20000,20000,20000,20100,20002,21000,20000,20000,20000,20100,21000,21010,20020,20000,20100,20001,20000,20000,21100,21002,20000,20000,20100,21000,21000,20000,20000,20200,21200,21200,20200,21001,20001,20101,20120,20100,20002,20011,20000,20010,22000,22011,20100,20200,20202,20100,20002,22000,22000,22100,22002,22200,22222,22200,22200,22001,22001,22100,22002,22000,20010,20010,20010,20010,20010,20010,20110,20020,20012,20010,20110,21010,20210,21010,20011,20011,20111,20011,20011,20010,20010,21010,20022,20010,20010,20010,20110,20000,20000,20210,20000,20000,20000,20010,22000,22000,22000
minst,20000,21000,20001,21000,20000,20010,21100,20000,20100,20002,20011,20000,20002,20000,20000,20000,21000,21000,20000,20002,20000,20000,20000,20100,20000,20000,20100,20000,21000,20001,20010,20000,20000,20000,20200,20200,20200,20200,20200,20200,21200,20200,20200,20100,20000,20002,20002,20010,20020,20001,20101,20001,21001,20001,20021,20000,20100,21000,21000,20000,20000,20102,20010,20022,20000,21100,21000,20000,20000,20100,21000,21010,20000,20000,20200,21200,21200,20220,21000,20000,20100,20110,20101,20001,20001,20001,20000,22000,22000,20100,20200,20200,20101,20001,22000,22000,22100,22000,22200,22200,22222,22210,22000,22001,22100,22000,22010,20002,20000,20000,20010,20000,20022,20100,20000,20000,20000,20100,21000,20200,21010,20000,20000,20100,20010,20020,20001,20002,21001,20001,20021,20001,20001,20100,20001,20002,20200,20010,20000,20001,20000,22000,22000,22000
minus,20000,21000,20000,21000,20000,20002,21100,20000,20100,20000,20002,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20100,20000,20000,20100,20000,21000,20000,20022,20000,20000,20000,20200,20200,20200,20200,20200,20200,21200,20200,20210,20100,20000,20000,20000,20001,20001,20000,20100,20000,21000,20000,20001,20010,20100,21000,21000,20000,20000,20100,20002,20001,20020,21100,21000,20000,20000,20100,21000,21002,20020,20000,20200,21200,21200,20201,21000,20000,20100,20101,20100,20000,20000,20010,20000,22020,22000,20100,20200,20200,20100,20000,22000,22000,22100,22000,22200,22200,22201,22222,22000,22000,22100,22000,22002,20000,20000,20000,20022,20000,20001,20100,20000,20000,20000,20100,21000,20200,21002,20000,20000,20100,20002,20001,20000,20000,21000,20000,20001,20000,20000,20100,20010,20010,20210,20011,20010,20000,20000,22000,22000,22000
mirre,20000,21000,20000,21020,20001,20020,21200,20000,20000,20020,20000,20000,20000,20020,20000,20101,21000,21002,20000,20000,20001,20100,20000,20001,20101,20002,20001,20101,21002,20000,20000,20002,20000,20000,20000,20002,20001,20101,20000,20000,21002,20000,20000,20201,20202,20200,20200,20002,20000,20000,20001,20101,21000,20002,20002,20002,20001,21001,21001,20001,20001,20001,20021,20001,20001,21001,21101,20001,20002,20001,21001,21001,20001,20001,20001,21002,21001,20001,21201,20201,20201,20001,20001,20101,20021,20002,20001,22000,22020,20001,20001,20101,20001,20101,22002,22002,22001,22101,22002,22100,22000,22000,22222,22202,22001,22101,22001,20000,20001,20001,20000,20002,20001,20001,20000,20101,20000,20001,21000,20002,21000,20020,20201,20201,20201,20202,20001,20001,21002,20100,20002,20002,20000,20001,20002,20000,20000,20001,20000,20002,20002,22002,22000,22001
mirte,20000,21000,20020,21100,20001,20100,21200,20000,20000,20110,20020,20000,20010,20100,20000,20101,21000,21002,20000,20010,20001,20100,20000,20001,20101,20002,20001,20101,21002,20020,20000,20002,20000,20000,20000,20002,20001,20101,20000,20000,21002,20000,20000,20201,20202,20210,20210,20002,20000,20010,20011,20111,21010,20012,20012,20002,20001,21001,21001,20001,20001,20011,20101,20011,20001,21001,21101,20001,20002,20001,21001,21001,20001,20001,20001,21002,21001,20001,21201,20201,20201,20001,20011,20111,20111,20022,20001,22000,22100,20001,20001,20101,20011,20111,22002,22002,22001,22101,22002,22100,22010,22000,22202,22222,22001,22101,22001,20010,20001,20001,20000,20002,20011,20001,20000,20101,20000,20001,21000,20002,21000,20100,20201,20201,20201,20202,20011,20011,21012,20110,20012,20022,20020,20001,20022,20010,20000,20001,20000,20012,20002,22002,22000,22001
mixen,20000,21000,20000,21000,20010,20000,21002,20000,20001,20000,20000,20000,20000,20000,20000,20020,21000,21010,20000,20000,20020,20000,20000,20022,20020,20010,20022,20020,21010,20000,20000,20010,20000,20000,20001,20011,20022,20021,20001,20001,21011,20001,20001,20022,20010,20000,20000,20010,20000,20000,20022,20020,21000,20010,20010,20010,20022,21010,21010,20010,20010,20011,20010,20010,20010,21022,21020,20010,20010,20022,21010,21010,20010,20020,20022,21011,21011,20011,21010,20020,20022,20012,20022,20020,20010,20010,20010,22000,22000,20022,20022,20021,20022,20020,22010,22010,22022,22020,22011,22001,22001,22001,22010,22010,22222,22220,22220,20000,20020,20020,20000,20010,20010,20022,20000,20020,20000,20022,21000,20011,21000,20000,20020,20022,20020,20010,20020,20020,21010,20000,20010,20010,20000,20022,20010,20000,20001,20020,20000,20010,20010,22010,22000,22220
