Guess,saudi,schot,shiva,shoah,sinti,slaaf,stier,sabel,sabra,sagen,sajet,salam,saldi,saldo,salet,salie,salmi,salon,salsa,salto,salut,salvo,samba,samen,sappe,sarin,satan,sater,sat1n,sauna,saven,scala,scalp,scene,schab,schap,schar,schat,schee,scheg,schei,schel,schep,sch1f,sch1n,sch1t,schik,schil,schim,schip,schok,schol,schop,schor,schot,schub,schut,schuw,scone,scoop,scope,score,scout,scrip,scrub,scrum,sedan,seder,sekse,sekte,sepia,sepot,seraf,sereh,serge,serie,serre,serum,serve,sesam,sfeer,sfinx,shawl,sheet,shell,shift,shirt,shock,shogi,short,shunt,sibbe,sicav,sifon,sigma,s1sje,silex,sinas,sinds,sinjo,sinus,sirih,sisal,siste,sitar,sjaal,sjahs,sjako,sjans,sjees,sjeik,sjerp,sjoel,sjouw,skaat,skald,skeet,skiet,skiff,skunk,slaaf,slaak,slaan,slaap,slang,slank,slash,slede,sleep,sleet,slemp,slenk,sleuf,sleur,slice,sliep,slier,sliet,sloef,sloeg,sloep,slome,slomp,slonk,slons,sloof,sloom,sloop,sloor,sloot,slorp,sluif,sluik,sluis,sluit,slump,slurf,slurp,sluwe,smaad,smaak,smack,small,smalt,smart,smash,smeer,smeet,smelt,smeue,smoel,smoes,smolt,smook,smoor,smous,smout,smurf,snaai,snaak,snaar,snack,snars,snauw,snede,sneed,sneep,sneer,snees,snert,sneue,snode,snoei,snoek,snoep,snoer,snoes,snoet,snood,snoof,snoot,snuif,snuit,snurk,sober,soefi,soera,soesa,solde,sold1,solex,somma,sonar,sonde,soort,sores,sorry,sound,spaak,spaan,spaat,spade,spahi,spalk,spang,spant,spats,speed,speek,speen,speer,speet,speld,spelt,spier,spies,sp1er,sp1ts,spike,spint,spion,spits,split,spoed,spoel,spong,spons,spoog,spook,spoor,spoot,spore,sport,spouw,spray,sprei,sprot,spruw,spuit,spurt,spuug,squaw,staaf,staag,staak,staal,staan,staar,staat,stads,stage,stamp,stand,stang,stank,start,state,steak,steef,steeg,steek,steel,steen,steil,stele,stelp,stelt,steng,steno,steps,sterk,stern,steun,steur,stick,stiel,stier,stiet,stift,st1ve,stins,stipt,stock,stoel,stoep,stoer,stoet,stola,stolp,stoma,stomp,stond,stonk,stoof,stool,stoom,stoop,stoot,store,storm,stort,stout,straf,strak,stram,stras,strek,str1d,str1k,strik,strip,strop,strot,stuff,stuik,stuip,stuit,stulp,stunt,stuur,stylo,suave,suite,sujet,sulky,sumak,summa,super,sushi,swami,swing,sylfe,syrah,surah,shoyu,saoto,snoge,swipi,soeps,servo,stans,sambo,siena
schob,20000,22220,20100,20110,20000,20000,20000,20001,20001,20000,20000,20000,20000,20010,20000,20000,20000,20020,20000,20010,20000,20010,20001,20000,20000,20000,20000,20000,20000,20000,20000,22000,22000,22000,22202,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22220,22220,22220,22220,22220,22202,22200,22200,22010,22020,22010,22010,22010,22000,22002,22000,20000,20000,20000,20000,20000,20020,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20100,20100,20100,21110,20110,20110,20100,20001,21000,20020,20000,20000,20000,20000,20000,20010,20000,20100,20000,20000,20000,20000,20100,20010,20000,20000,20000,20000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20010,20010,20010,20010,20010,20010,20010,20020,20020,20020,20020,20020,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20010,20010,20010,20020,20020,20010,20010,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20010,20010,20010,20010,20010,20020,20020,20020,20000,20000,20000,20011,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20010,20010,20010,20010,20020,20020,20020,20020,20010,20010,20010,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20020,20020,20020,20020,20020,20010,20010,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20100,20100,20110,20010,20010,20000,20010,20010,20000,20011,20000
schud,20011,22200,20100,20100,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22220,22220,22220,22000,22000,22000,22000,22020,22000,22020,22020,20001,20001,20000,20000,20000,20000,20000,20100,20000,20000,20000,20020,20000,20000,20000,20000,20100,20100,20100,20100,20100,21100,20100,20100,20110,20000,21000,20000,20000,20000,20000,20000,20001,20000,20020,20100,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20020,20000,20002,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20100,20001,20000,20000,20000,20000,20020,20020,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20010,20010,20010,20010,20010,20010,20002,20000,21000,20000,20000,20000,20100,20000,20000,20000,20020,20000,20000,20000,20000,20000,20020,20020,20010,20000,20000,20000,21000,20000,20020,20001,20002,20000,20000,20000,20000,20020,20001,20000,20000,20000,20000,20000,20000,20002,20000,20000,20010,20010,20010,20000,20000,20000,20000,20001,20001,20000,20000,20000,20001,20000,20000,20000,20012,20000,20000,20000,20001,20100,20000,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20020,20010,20010,20020,20010,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,21000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20010,20010,20010,20010,20010,20010,20020,20000,20010,20010,20010,20010,20010,20010,20010,20110,20000,20000,20000,20100,20110,20110,20000,20000,20000,20000,20000,20000,20000,20000
scoor,20000,22020,20000,20200,20000,20000,20002,20000,20001,20000,20000,20000,20000,20100,20000,20000,20000,20020,20000,20100,20000,20100,20000,20000,20000,20001,20000,20002,20000,20000,20000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22020,22022,22020,22000,22000,22000,22200,22220,22200,22201,22200,22001,22001,22001,20000,20002,20000,20000,20000,20020,20001,20001,20001,20001,20001,20001,20001,20000,20002,20000,20000,20000,20000,20000,20001,21200,20200,20201,20000,20000,21000,20020,20000,20000,20000,20000,20000,20100,20000,20001,20000,20000,20002,20000,20000,20100,20000,20000,20000,20001,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20002,20000,20200,20200,20200,20200,20200,20200,20200,20220,20220,20220,20222,20220,20201,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,21000,20000,20000,20001,20000,20002,20000,20000,20000,20200,20200,20200,20220,20222,20200,20200,20001,20000,20000,20002,21000,20001,20000,20000,20000,20000,20002,20000,20001,20000,20200,20200,20200,20200,20202,20200,20200,20220,20220,20220,20000,20000,20001,20102,20100,20101,20100,20100,20100,20100,20100,20102,20100,20211,20101,20101,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20002,20000,20000,20000,20020,20000,20000,20200,20200,20200,20200,20220,20220,20222,20220,20201,20201,20200,20001,20001,20021,20001,20000,20001,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20001,20001,20000,20002,21000,20000,20002,20000,20000,20000,20000,20000,21200,20200,20200,20202,20200,20200,20200,20200,20200,20200,20200,20220,20220,20220,20220,20220,20201,20201,20201,20200,20001,20001,20001,20001,20001,20001,20001,20001,20001,20021,20021,20000,20000,20000,20000,20000,20000,20002,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20001,20001,20200,20210,20200,20000,20100,20101,20000,20100,20000
seint,20100,20002,20200,20000,20111,20000,21201,21000,20000,21010,21002,20000,20100,20000,21002,21100,20100,20010,20000,20001,20002,20000,20000,21010,21000,20110,20011,21001,20011,20020,21010,20000,20000,21020,20000,20000,20000,20002,21000,21000,21100,21000,21000,20000,20010,20002,20100,20100,20100,20100,20000,20000,20000,20000,20002,20000,20002,20000,21020,20000,21000,21000,20002,20100,20000,20000,22010,22000,22000,22001,22100,22002,22000,22000,22000,22100,22000,22000,22000,22000,21000,20220,20000,21002,21000,20202,20202,20000,20100,20002,20022,21100,20100,20110,20100,21000,21100,20110,20110,20110,20110,20100,20100,21101,20101,20000,20000,20000,20020,21000,21100,21000,21000,20000,20002,20000,21002,21202,20200,20020,20000,20000,20010,20000,20020,20020,20000,21000,21000,21002,21000,21020,21000,21000,21200,21200,21200,21202,21000,21000,21000,21000,20000,20020,20020,20000,20000,20000,20000,20002,20000,20100,20100,20100,20102,20000,20000,20000,21000,20000,20000,20000,20000,20002,20002,20000,21000,21002,21002,21000,21000,21000,20002,20000,20000,20000,20002,20000,20110,20010,20010,20010,20010,20010,21010,21010,21010,21010,21010,21012,21010,21010,21110,21010,21010,21010,21010,21012,20010,20010,20012,20110,20112,20010,21000,21100,21000,21000,21000,20000,21000,20000,20010,21010,20002,21000,20000,20020,20000,20010,20002,21000,20100,20000,20020,20022,20001,21000,21000,21010,21000,21002,21000,21002,21200,21200,21000,20001,21200,20222,20210,20201,20102,21000,21000,20020,20020,20000,20000,20000,20002,21000,20002,20000,20000,21100,20002,20000,20102,20002,20000,20000,20001,20001,20001,20001,20011,20001,20002,20001,21001,20001,20021,20021,20021,20002,21001,21001,21001,21001,21001,21001,21011,21101,21001,21001,21002,21021,21021,21001,21001,21011,21011,21001,20201,21201,21201,21202,20202,21001,20221,20202,20001,21001,21001,21001,21002,20001,20001,20001,20001,20021,20021,20001,20001,20001,20001,20002,21001,20001,20002,20002,20001,20001,20001,20001,21001,20001,20001,20101,20101,20001,20002,20001,20101,20101,20102,20001,20022,20001,20001,21000,21201,21002,20000,20000,20000,21000,20100,20100,20220,21000,20000,20000,20000,20001,21010,20200,21000,22000,20021,20000,21120
seist,20100,20002,20200,20000,20101,20000,21201,21000,20000,21000,21002,20000,20100,20000,21002,21100,20100,20000,20020,20001,20002,20000,20000,21000,21000,20100,20001,21001,20001,20000,21000,20000,20000,21000,20000,20000,20000,20002,21000,21000,21100,21000,21000,20000,20000,20002,20100,20100,20100,20100,20000,20000,20000,20000,20002,20000,20002,20000,21000,20000,21000,21000,20002,20100,20000,20000,22000,22000,22020,22001,22100,22002,22000,22000,22000,22100,22000,22000,22000,22010,21000,20200,20000,21002,21000,20202,20202,20000,20100,20002,20002,21100,20100,20100,20100,21010,21100,20110,20110,20100,20110,20100,20110,21111,20101,20000,20010,20000,20010,21010,21100,21000,21000,20000,20002,20000,21002,21202,20200,20000,20000,20000,20000,20000,20000,20000,20020,21000,21000,21002,21000,21000,21000,21000,21200,21200,21200,21202,21000,21000,21000,21000,20000,20000,20010,20000,20000,20000,20000,20002,20000,20100,20100,20110,20102,20000,20000,20000,21000,20000,20000,20000,20000,20002,20002,20020,21000,21002,21002,21000,21000,21010,20002,20000,20000,20010,20002,20000,20100,20000,20000,20000,20010,20000,21000,21000,21000,21000,21010,21002,21000,21000,21100,21000,21000,21000,21010,21002,20000,20000,20002,20100,20102,20000,21000,21100,21000,21020,21000,20000,21000,20000,20000,21000,20002,21010,20000,20000,20000,20000,20002,21000,20100,20000,20000,20002,20011,21000,21000,21000,21000,21002,21000,21002,21200,21210,21000,20011,21200,20202,20200,20211,20102,21000,21000,20000,20010,20000,20000,20000,20002,21000,20002,20000,20000,21100,20002,20000,20102,20002,20000,20000,20001,20001,20001,20001,20001,20001,20002,20011,21001,20001,20001,20001,20001,20002,21001,21001,21001,21001,21001,21001,21001,21101,21001,21001,21002,21001,21001,21011,21001,21001,21001,21001,20201,21201,21201,21202,20202,21001,20211,20202,20001,21001,21001,21001,21002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,21001,20001,20002,20002,20001,20001,20001,20011,21001,20001,20001,20101,20101,20001,20002,20001,20101,20101,20102,20001,20002,20001,20001,21000,21201,21002,20000,20000,20000,21000,20110,20100,20200,21000,20000,20000,20000,20001,21000,20200,21010,22000,20011,20000,21100
sekst,20000,20002,20000,20000,20001,20000,21001,21000,20000,21000,21002,20000,20000,20000,21002,21000,20000,20000,20020,20001,20002,20000,20000,21000,21000,20000,20001,21001,20001,20000,21000,20000,20000,21000,20000,20000,20000,20002,21000,21000,21000,21000,21000,20000,20000,20002,20100,20000,20000,20000,20100,20000,20000,20000,20002,20000,20002,20000,21000,20000,21000,21000,20002,20000,20000,20000,22000,22000,22220,22201,22000,22002,22000,22000,22000,22000,22000,22000,22000,22010,21000,20000,20000,21002,21000,20002,20002,20100,20000,20002,20002,21000,20000,20000,20000,21010,21000,20010,20010,20000,20010,20000,20010,21011,20001,20000,20010,20100,20010,21010,21100,21000,21000,20000,20102,20100,21102,21102,20100,20100,20000,20100,20000,20000,20000,20100,20020,21000,21000,21002,21000,21100,21000,21000,21000,21000,21000,21002,21000,21000,21000,21000,20000,20100,20010,20000,20000,20000,20000,20002,20000,20000,20100,20010,20002,20000,20000,20000,21000,20000,20100,20100,20000,20002,20002,20020,21000,21002,21002,21000,21000,21010,20002,20100,20000,20010,20002,20000,20000,20100,20000,20100,20010,20000,21000,21000,21000,21000,21010,21002,21000,21000,21000,21100,21000,21000,21010,21002,20000,20000,20002,20000,20002,20100,21000,21000,21000,21020,21000,20000,21000,20000,20000,21000,20002,21010,20000,20000,20100,20000,20002,21000,20000,20100,20000,20002,20011,21000,21100,21000,21000,21002,21000,21002,21000,21010,21000,20011,21100,20002,20000,20011,20002,21000,21000,20000,20010,20000,20100,20000,20002,21000,20002,20000,20000,21000,20002,20000,20002,20002,20000,20000,20001,20001,20101,20001,20001,20001,20002,20011,21001,20001,20001,20001,20101,20002,21001,21101,21001,21001,21101,21001,21001,21001,21001,21001,21002,21001,21001,21011,21101,21001,21001,21001,20101,21001,21001,21002,20002,21001,20011,20002,20101,21001,21001,21001,21002,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20002,21001,20001,20002,20002,20001,20101,20001,20011,21101,20001,20101,20101,20001,20001,20002,20001,20101,20001,20002,20001,20002,20001,20001,21000,21001,21002,20100,20100,20000,21000,20010,20000,20000,21000,20000,20000,20000,20001,21000,20000,21010,22000,20011,20000,21000
setje,20000,20100,20000,20000,20100,20000,21100,21000,20000,21000,21110,20000,20000,20000,21100,20002,20000,20000,20000,20100,20100,20000,20000,21000,20002,20000,20200,21200,20200,20000,21000,20000,20000,21002,20000,20000,20000,20100,21002,21000,21000,21000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20100,20000,20002,20000,20002,20002,20100,20000,20000,20000,22000,22001,22002,22102,22000,22100,22000,22001,22002,22002,22002,22000,22002,22000,21001,20000,20000,21101,21000,20100,20100,20000,20000,20100,20100,20002,20000,20000,20000,20022,21000,20000,20000,20020,20000,20000,20000,20102,20200,20010,20010,20010,20010,21011,21010,21010,21010,20010,20100,20000,21101,21100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21002,21001,21101,21000,21000,21000,21000,20002,21000,21000,21100,21000,21000,21000,20002,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20100,20000,20000,20000,20002,20000,20000,20000,20000,20100,20100,20000,21001,21101,21100,21002,21000,21000,20100,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,21002,21001,21001,21001,21001,21100,21002,20002,21000,21000,21000,21000,21000,21100,20000,20000,20100,20000,20100,20000,21000,21000,21000,21000,20002,20000,21000,20000,20000,20002,20100,21000,20000,20000,20000,20000,20100,20002,20000,20000,20000,20100,20100,21001,21001,21001,21001,21101,21000,21100,21000,21000,21000,20100,20002,20100,20000,20100,20100,21000,21000,20000,20000,20000,20000,20000,20100,20002,20100,20000,20000,21000,20100,20000,20100,20100,20000,20000,20100,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20102,21100,21101,21101,21101,21101,21101,21100,21102,21100,21100,21100,21100,21100,21100,21100,21100,21100,20100,21100,21100,21100,20100,20102,20100,20100,20100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20002,20102,21110,20000,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20100,20002,20000,21000,22000,20100,20000,21000
shows,20000,21100,22000,22200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20100,20001,20100,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21100,21100,21100,21100,21100,21000,21000,21010,20200,20200,20200,20200,20200,20000,20000,20000,20000,20000,20001,20000,20000,20100,20000,21000,20000,20000,20000,20000,20000,20001,20000,20000,22020,22000,22000,22000,22000,22200,22200,22200,22000,20000,20000,20100,20000,20001,20000,20002,20002,20100,20002,21000,20001,20001,20000,20000,21002,20100,20002,20002,20000,20000,20200,20210,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20200,20202,20200,20200,20200,20200,20200,20200,20000,20000,20002,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,21001,20000,20000,20000,20000,20200,20202,20200,20200,20200,20202,20200,20000,20000,20000,20000,20000,20002,20010,20000,20000,20000,20000,20002,20000,20000,20200,20200,20200,20200,20200,20202,20200,20200,20200,20200,20000,20000,20000,20100,20100,20100,20101,20100,20100,20100,20100,20100,20100,20200,20102,20100,20100,20000,20000,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20000,20000,20100,20002,20000,20200,20200,20200,20202,20200,20200,20200,20200,20200,20200,20210,20000,20000,20100,20010,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20000,20000,20000,20002,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,21001,20010,20010,20000,21000,21000,22200,20200,20200,20010,20102,20100,20002,20100,20000
siert,21000,20002,21000,20000,22001,20000,21111,20100,20020,20100,20102,20000,21000,20000,20102,21100,21000,20000,20000,20001,20002,20000,20000,20100,20100,21010,20001,20111,20001,20000,20100,20000,20000,20200,20000,20000,20010,20002,20100,20100,21100,20100,20100,20000,20000,20002,21000,21000,21000,21000,20000,20000,20000,20010,20002,20000,20002,20000,20100,20000,20100,20120,20002,21010,20010,20010,20100,20110,20100,20101,21100,20102,20110,20110,20110,21110,20120,20110,20110,20100,20210,21000,20000,20202,20200,21002,21022,20000,21000,20022,20002,22100,22000,22000,22000,20100,22100,22000,22000,22000,22000,22010,22000,22101,22011,20000,20000,20000,20000,20200,21200,20220,20100,20000,20002,20000,20202,21102,21000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20202,20200,20200,20200,20210,21100,21100,21110,21102,20100,20100,20100,20100,20000,20000,20000,20000,20000,20000,20010,20002,20020,21000,21000,21000,21002,20000,20020,20020,20100,20000,20000,20000,20000,20002,20022,20000,20210,20202,20202,20200,20100,20100,20002,20000,20010,20000,20002,20020,21000,20000,20010,20000,20020,20000,20200,20200,20200,20210,20200,20222,20200,20100,21100,20100,20100,20110,20100,20102,20000,20000,20002,21000,21002,20020,20110,21200,20220,20200,20100,20000,20100,20000,20010,20100,20022,20110,20020,20000,20000,20000,20002,20100,21000,20000,20000,20002,20001,20200,20200,20200,20210,20202,20200,20202,21110,21100,20110,20001,21100,21002,21000,21001,21002,20100,20100,20000,20000,20000,20000,20010,20002,20120,20022,20000,20010,21110,20012,20010,21002,20022,20000,20000,20001,20001,20001,20001,20001,20011,20002,20001,20101,20001,20001,20001,20001,20022,20101,20201,20201,20201,20201,20201,20201,21201,20201,20201,20202,20201,20201,20201,20221,20221,20201,20211,21001,21101,21111,21102,21002,20101,21001,21002,20001,20101,20101,20111,20102,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20121,20021,20022,20002,20011,20011,20011,20011,20111,20011,20011,21011,21011,20011,20012,20001,21001,21001,21002,20001,20002,20011,20001,20100,21101,20102,20000,20000,20000,20110,21000,21000,21000,20100,20010,20010,20000,20001,20100,21000,20200,20110,20001,20000,22200
s1pel,20000,20000,20000,20000,20000,20001,20020,20022,20000,20020,20020,20001,20001,20001,20021,20011,20001,20001,20001,20001,20001,20001,20000,20020,20210,20000,20000,20020,21000,20000,20020,20001,20101,20010,20000,20100,20000,20000,20020,20020,20020,20022,20120,21000,21000,21000,20000,20002,20000,20100,20000,20002,20100,20000,20000,20000,20000,20000,20010,20100,20110,20010,20000,20100,20000,20000,20010,20020,20010,20010,20210,20210,20010,20020,20010,20010,20010,20010,20010,20010,20020,20000,20002,20020,20012,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,22010,20021,20000,20000,20000,20000,20000,20002,20010,20000,20002,20000,20000,20000,20020,20010,20110,20022,20000,20000,20001,20020,20020,20000,20000,20001,20001,20001,20101,20001,20001,20001,20011,20121,20021,20111,20011,20011,20011,20011,20121,20021,20021,20021,20021,20121,20011,20101,20001,20001,20001,20001,20101,20001,20001,20101,20001,20001,20001,20001,20101,20001,20101,20011,20000,20000,20000,20002,20001,20000,20000,20020,20020,20011,20010,20022,20020,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20020,20120,20020,20020,20010,20010,20010,20020,20020,20120,20020,20020,20020,20000,20000,20000,20000,20000,20000,20020,20010,20010,20010,20011,21001,20021,20000,20000,20010,20000,20020,20000,20000,20100,20100,20100,20110,20100,20101,20100,20100,20100,20120,20120,20120,20120,20120,20111,20111,20120,20120,21120,21100,20110,20100,20100,20100,20101,20120,20122,20100,20100,20100,20100,20100,20100,20110,20100,20100,20100,20120,20100,20100,20100,20100,20100,20000,20000,20000,20000,20002,20000,20000,20000,20000,20010,20100,20000,20000,20000,20000,20010,20010,20020,20020,20020,20022,20020,20012,20011,20111,20011,20010,20010,20110,20010,20010,20010,20010,20000,20022,20020,20020,20000,21010,20000,20100,20000,20022,20120,20020,20020,20001,20101,20000,20100,20000,20000,20000,20002,20000,20100,20000,20010,20000,20000,20000,20000,20000,20000,20000,20020,21000,21000,20000,20100,20100,20000,20000,20000,20100,20000,20101,20000,20000,20001,20010,20010,20020,20001,20000,20000,20220,20000,20000,20000,20011,20000,20000,20000,20000,20010,20100,20110,20010,20000,20000,20010
