Guess,waals,wales,walin,welsh,waaks,waard,wacht,waden,wafel,wagen,wagon,waken,waker,wakke,walen,wamen,wanen,want1,wants,wapen,waren,wasem,wasz1,water,watje,wazig,webbe,wedde,weder,weegs,weeps,wegel,wegen,weger,wegge,weide,weids,weken,welig,welke,welnu,wende,wenen,wener,wepel,weren,werst,wessi,weten,weven,wever,wezel,wezen,whist,wicht,wieme,wiens,wierf,wierp,wigge,w1den,w1dte,w1fie,w1fje,w1ken,w1len,w1sje,w1ten,w1zen,w1zer,wikke,wilde,winch,winde,winst,winti,wisse,witje,witte,wodka,woede,woerd,woest,wogen,wonde,wonen,woord,worst,wraak,wrake,wrang,wreed,wreef,wrong,wulps,warau,washi,wasco
wasz1,22100,22100,22000,20100,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22100,22000,22000,22200,22222,22000,22000,22010,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20200,20000,20000,20000,20010,20010,20100,20000,20000,20100,20000,20000,20000,20001,20001,20001,20001,20001,20001,20201,20001,20011,20011,20000,20000,20000,20000,20100,20000,20200,20000,20000,21000,20000,20000,20100,20000,20000,20000,20000,20100,21000,21000,21000,20000,20000,20000,20100,22000,22200,22200
water,22000,22020,22000,20010,22000,22001,22100,22020,22020,22020,22000,22020,22022,22010,22020,22020,22020,22100,22100,22020,22021,22020,22000,22222,22210,22000,20010,20010,20022,20010,20010,20020,20020,20022,20010,20010,20010,20020,20010,20010,20010,20010,20020,20022,20020,20021,20111,20010,20220,20020,20022,20020,20020,20100,20100,20010,20010,20011,20011,20010,20020,20110,20010,20010,20020,20020,20010,20220,20020,20022,20010,20010,20000,20010,20100,20100,20010,20210,20210,21000,20010,20011,20110,20020,20010,20020,20001,20101,21001,21011,21001,20021,20021,20001,20000,22001,22000,22000
watje,22000,22001,22000,20001,22000,22000,22100,22001,22001,22001,22000,22001,22001,22002,22001,22001,22001,22100,22100,22001,22001,22001,22000,22201,22222,22000,20002,20002,20001,20001,20001,20001,20001,20001,20002,20002,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20101,20001,20201,20001,20001,20001,20001,20100,20100,20002,20001,20001,20001,20002,20001,20102,20002,20022,20001,20001,20022,20201,20001,20001,20002,20002,20000,20002,20100,20100,20002,20222,20202,21000,20002,20001,20101,20001,20002,20001,20000,20100,21000,21002,21000,20001,20001,20000,20000,22000,22000,22000
wazig,22000,22000,22020,20000,22000,22000,22000,22000,22000,22001,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22222,20000,20000,20000,20001,20000,20001,20001,20001,20001,20010,20010,20000,20022,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20200,20200,20010,20010,20010,20010,20010,20010,20011,20000,20000,20020,20000,20000,20000,20000,20000,20200,20200,20010,20010,20010,20010,20010,20010,20010,20010,20010,21000,20000,20000,20000,20001,20000,20000,20000,20000,21000,21000,21002,20000,20000,20002,20000,22000,22010,22000
webbe,20000,21000,20000,22000,20000,20000,20000,21000,21000,21000,20000,21000,21000,20002,21000,21000,21000,20000,20000,21000,21000,21000,20000,21000,20002,20000,22222,22002,22001,22001,22001,22001,22001,22001,22002,22002,22000,22001,22000,22002,22000,22002,22001,22001,22001,22001,22000,22000,22001,22001,22001,22001,22001,20000,20000,21002,21000,21000,21000,20002,21000,20002,20002,20002,21000,21000,20002,21000,21000,21000,20002,20002,20000,20002,20000,20000,20002,20002,20002,20000,21002,21000,21000,21000,20002,21000,20000,20000,20000,20002,20000,21001,21001,20000,20000,20000,20000,20000
wedde,20000,21000,20000,22000,20000,20100,20000,21200,21000,21000,20000,21000,21000,20002,21000,21000,21000,20000,20000,21000,21000,21000,20000,21000,20002,20000,22002,22222,22201,22001,22001,22001,22001,22001,22002,22022,22020,22001,22000,22002,22000,22022,22001,22001,22001,22001,22000,22000,22001,22001,22001,22001,22001,20000,20000,21002,21000,21000,21000,20002,21200,20202,20002,20002,21000,21000,20002,21000,21000,21000,20002,20022,20000,20022,20000,20000,20002,20002,20002,20200,21022,21100,21000,21000,20022,21000,20100,20000,20000,20002,20000,21101,21001,20000,20000,20000,20000,20000
weder,20000,20020,20000,22000,20000,20101,20000,20220,20020,20020,20000,20020,20022,21000,20020,20020,20020,20000,20000,20020,20021,20020,20000,20022,21000,20000,22010,22210,22222,22010,22010,22020,22020,22022,22010,22110,22100,22020,22000,22010,22000,22110,22020,22022,22020,22021,22001,22000,22020,22020,22022,22020,22020,20000,20000,21010,21000,21001,21001,21000,20220,21200,21000,21000,20020,20020,21000,20020,20020,20022,21000,21100,20000,21100,20000,20000,21000,21000,21000,20200,21110,21101,21000,20020,21100,20020,20101,20001,20001,21001,20001,21121,21021,20001,20000,20001,20000,20000
weegs,20002,21002,20000,22001,20002,20000,20000,21000,21000,21010,20010,21000,21000,21000,21000,21000,21000,20000,20002,21000,21000,21001,20001,21000,21000,20010,22100,22100,22100,22222,22202,22110,22110,22110,22120,22100,22002,22100,22010,22100,22000,22100,22100,22100,22100,22100,22001,22001,22100,22100,22100,22100,22100,20001,20000,21200,20202,20200,20200,21020,21000,21000,21000,21000,21000,21000,21001,21000,21000,21000,21000,21000,20000,21000,20001,20000,21001,21000,21000,20000,21200,20200,20201,21010,21000,21000,20000,20001,20000,21000,20010,21200,21200,20010,20002,20000,20001,20001
weeps,20002,21002,20000,22001,20002,20000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000,20000,20002,21010,21000,21001,20001,21000,21000,20000,22100,22100,22100,22202,22222,22100,22100,22100,22100,22100,22002,22100,22000,22100,22000,22100,22100,22100,22110,22100,22001,22001,22100,22100,22100,22100,22100,20001,20000,21200,20202,20200,20210,21000,21000,21000,21000,21000,21000,21000,21001,21000,21000,21000,21000,21000,20000,21000,20001,20000,21001,21000,21000,20000,21200,20200,20201,21000,21000,21000,20000,20001,20000,21000,20000,21200,21200,20000,20022,20000,20001,20001
wegel,20001,20021,20001,22001,20000,20000,20000,20020,20022,20220,20200,20020,20020,21000,20021,20020,20020,20000,20000,20020,20020,20020,20000,20020,21000,20100,22010,22010,22020,22110,22010,22222,22220,22220,22210,22010,22000,22020,22101,22011,22001,22010,22020,22020,22022,22020,22000,22000,22020,22020,22020,22022,22020,20000,20000,21010,21000,21000,21000,21200,20020,21000,21000,21000,20020,20021,21000,20020,20020,20020,21000,21001,20000,21000,20000,20000,21000,21000,21000,20000,21010,21000,21000,20220,21000,20020,20000,20000,20000,21000,20100,21020,21020,20100,20001,20000,20000,20000
wegen,20000,20020,20002,22000,20000,20000,20000,20022,20020,20222,20202,20022,20020,21000,20022,20022,20022,20001,20001,20022,20022,20020,20000,20020,21000,20100,22010,22010,22020,22110,22010,22220,22222,22220,22210,22010,22000,22022,22100,22010,22001,22011,22022,22021,22020,22022,22000,22000,22022,22022,22020,22020,22022,20000,20000,21010,21001,21000,21000,21200,20022,21000,21000,21000,20022,20022,21000,20022,20022,20020,21000,21000,20001,21001,20001,20001,21000,21000,21000,20000,21010,21000,21000,20222,21001,20022,20000,20000,20000,21000,20101,21020,21020,20101,20000,20000,20000,20000
weger,20000,20020,20000,22000,20000,20001,20000,20020,20020,20220,20200,20020,20022,21000,20020,20020,20020,20000,20000,20020,20021,20020,20000,20022,21000,20100,22010,22010,22022,22110,22010,22220,22220,22222,22210,22010,22000,22020,22100,22010,22000,22010,22020,22022,22020,22021,22001,22000,22020,22020,22022,22020,22020,20000,20000,21010,21000,21001,21001,21200,20020,21000,21000,21000,20020,20020,21000,20020,20020,20022,21000,21000,20000,21000,20000,20000,21000,21000,21000,20000,21010,21001,21000,20220,21000,20020,20001,20001,20001,21001,20101,21021,21021,20101,20000,20001,20000,20000
wegge,20000,21000,20000,22000,20000,20000,20000,21000,21000,21200,20200,21000,21000,20002,21000,21000,21000,20000,20000,21000,21000,21000,20000,21000,20002,20100,22002,22002,22001,22021,22001,22201,22201,22201,22222,22002,22000,22001,22100,22002,22000,22002,22001,22001,22001,22001,22000,22000,22001,22001,22001,22001,22001,20000,20000,21002,21000,21000,21000,20222,21000,20002,20002,20002,21000,21000,20002,21000,21000,21000,20002,20002,20000,20002,20000,20000,20002,20002,20002,20000,21002,21000,21000,21200,20002,21000,20000,20000,20000,20002,20100,21001,21001,20100,20000,20000,20000,20000
weide,20000,21000,20100,22000,20000,20010,20000,21010,21000,21000,20000,21000,21000,20002,21000,21000,21000,20000,20000,21000,21000,21000,20000,21000,20002,20100,22002,22022,22011,22001,22001,22001,22001,22001,22002,22222,22220,22001,22100,22002,22000,22022,22001,22001,22001,22001,22000,22100,22001,22001,22001,22001,22001,20200,20100,21102,21100,21100,21100,20102,21010,20012,20102,20002,21000,21000,20002,21000,21000,21000,20102,20122,20100,20122,20100,20100,20102,20102,20102,20010,21022,21010,21000,21000,20022,21000,20010,20000,20000,20002,20000,21011,21001,20000,20000,20000,20100,20000
weids,20002,21002,20100,22001,20002,20010,20000,21010,21000,21000,20000,21000,21000,21000,21000,21000,21000,20000,20002,21000,21000,21001,20001,21000,21000,20100,22000,22020,22010,22002,22002,22000,22000,22000,22000,22220,22222,22000,22100,22000,22000,22020,22000,22000,22000,22000,22001,22101,22000,22000,22000,22000,22000,20201,20100,21100,21102,21100,21100,21100,21010,21010,21100,21000,21000,21000,21001,21000,21000,21000,21100,21120,20100,21120,20101,20100,21101,21100,21100,20010,21020,21010,21001,21000,21020,21000,20010,20001,20000,21000,20000,21010,21000,20000,20002,20000,20101,20001
weken,20000,20020,20002,22000,20100,20000,20000,20022,20020,20022,20002,20222,20220,21200,20022,20022,20022,20001,20001,20022,20022,20020,20000,20020,21000,20000,22010,22010,22020,22010,22010,22020,22022,22020,22010,22010,22000,22222,22000,22110,22001,22011,22022,22021,22020,22022,22000,22000,22022,22022,22020,22020,22022,20000,20000,21010,21001,21000,21000,21000,20022,21000,21000,21000,20222,20022,21000,20022,20022,20020,21200,21000,20001,21001,20001,20001,21000,21000,21000,20100,21010,21000,21000,20022,21001,20022,20000,20000,20100,21100,20001,21020,21020,20001,20000,20000,20000,20000
welig,20100,21200,20220,22200,20000,20000,20000,21000,21100,21001,20001,21000,21000,21000,21200,21000,21000,20000,20000,21000,21000,21000,20000,21000,21000,20022,22000,22000,22000,22001,22000,22101,22001,22001,22001,22010,22010,22000,22222,22200,22200,22000,22000,22000,22100,22000,22000,22010,22000,22000,22000,22100,22000,20010,20010,21010,21010,21010,21010,21011,21000,21000,21020,21000,21000,21200,21000,21000,21000,21000,21010,21210,20010,21010,20010,20010,21010,21010,21010,20000,21000,21000,21000,21001,21000,21000,20000,20000,20000,21000,20002,21000,21000,20002,20200,20000,20010,20000
welke,20100,21200,20200,22200,20020,20000,20000,21000,21100,21000,20000,21010,21010,20022,21200,21000,21000,20000,20000,21000,21000,21000,20000,21000,20002,20000,22002,22002,22001,22001,22001,22101,22001,22001,22002,22002,22000,22011,22200,22222,22200,22002,22001,22001,22101,22001,22000,22000,22001,22001,22001,22101,22001,20000,20000,21002,21000,21000,21000,20002,21000,20002,20002,20002,21010,21200,20002,21000,21000,21000,20022,20202,20000,20002,20000,20000,20002,20002,20002,20020,21002,21000,21000,21000,20002,21000,20000,20000,20010,20022,20000,21001,21001,20000,20200,20000,20000,20000
welnu,20100,21200,20210,22200,20000,20000,20000,21010,21100,21010,20010,21010,21000,21000,21210,21010,21010,20010,20010,21010,21010,21000,20000,21000,21000,20000,22000,22000,22000,22000,22000,22100,22010,22000,22000,22000,22000,22010,22200,22200,22222,22010,22010,22010,22100,22010,22000,22000,22010,22010,22000,22100,22010,20000,20000,21000,21020,21000,21000,21000,21010,21000,21000,21000,21010,21210,21000,21010,21010,21000,21000,21200,20010,21010,20010,20010,21000,21000,21000,20000,21000,21000,21000,21010,21010,21010,20000,20000,20000,21000,20020,21000,21000,20020,20201,20002,20000,20000
wende,20000,21000,20100,22000,20000,20010,20000,21110,21000,21100,20100,21100,21000,20002,21100,21100,21200,20200,20200,21100,21100,21000,20000,21000,20002,20000,22002,22022,22011,22001,22001,22001,22101,22001,22002,22022,22020,22101,22000,22002,22100,22222,22201,22201,22001,22101,22000,22000,22101,22101,22001,22001,22101,20000,20000,21002,21100,21000,21000,20002,21110,20012,20002,20002,21100,21100,20002,21100,21100,21000,20002,20022,20200,20222,20200,20200,20002,20002,20002,20010,21022,21010,21000,21100,20222,21200,20010,20000,20000,20002,20100,21011,21001,20100,20000,20000,20000,20000
wenen,20000,20020,20002,22000,20000,20000,20000,20022,20020,20022,20002,20022,20020,21000,20022,20022,20222,20200,20200,20022,20022,20020,20000,20020,21000,20000,22010,22010,22020,22010,22010,22020,22022,22020,22010,22010,22000,22022,22000,22010,22100,22210,22222,22220,22020,22022,22000,22000,22022,22022,22020,22020,22022,20000,20000,21010,21100,21000,21000,21000,20022,21000,21000,21000,20022,20022,21000,20022,20022,20020,21000,21000,20200,21200,20200,20200,21000,21000,21000,20000,21010,21000,21000,20022,21200,20222,20000,20000,20000,21000,20100,21020,21020,20100,20000,20000,20000,20000
wener,20000,20020,20100,22000,20000,20001,20000,20120,20020,20120,20100,20120,20022,21000,20120,20120,20220,20200,20200,20120,20121,20020,20000,20022,21000,20000,22010,22010,22022,22010,22010,22020,22120,22022,22010,22010,22000,22120,22000,22010,22100,22210,22220,22222,22020,22121,22001,22000,22120,22120,22022,22020,22120,20000,20000,21010,21100,21001,21001,21000,20120,21000,21000,21000,20120,20120,21000,20120,20120,20022,21000,21000,20200,21200,20200,20200,21000,21000,21000,20000,21010,21001,21000,20120,21200,20220,20001,20001,20001,21001,20101,21021,21021,20101,20000,20001,20000,20000
wepel,20001,20021,20001,22001,20000,20000,20000,20020,20022,20020,20000,20020,20020,21000,20021,20020,20020,20000,20000,20220,20020,20020,20000,20020,21000,20000,22010,22010,22020,22010,22110,22022,22020,22020,22010,22010,22000,22020,22001,22011,22001,22010,22020,22020,22222,22020,22000,22000,22020,22020,22020,22022,22020,20000,20000,21010,21000,21000,21100,21000,20020,21000,21000,21000,20020,20021,21000,20020,20020,20020,21000,21001,20000,21000,20000,20000,21000,21000,21000,20000,21010,21000,21000,20020,21000,20020,20000,20000,20000,21000,20000,21020,21020,20000,20101,20000,20000,20000
weren,20000,20020,20002,22000,20000,20100,20000,20022,20020,20022,20002,20022,20120,21000,20022,20022,20022,20001,20001,20022,20222,20020,20000,20120,21000,20000,22010,22010,22120,22010,22010,22020,22022,22120,22010,22010,22000,22022,22000,22010,22001,22011,22022,22121,22020,22222,22200,22000,22022,22022,22120,22020,22022,20000,20000,21010,21001,21100,21100,21000,20022,21000,21000,21000,20022,20022,21000,20022,20022,20120,21000,21000,20001,21001,20001,20001,21000,21000,21000,20000,21010,21100,21000,20022,21001,20022,20100,20200,20100,21100,20101,21120,21120,20101,20000,20200,20000,20000
werst,20010,21010,20000,22020,20010,20100,20002,21000,21000,21000,20000,21000,21100,21000,21000,21000,21000,20001,20011,21000,21200,21010,20010,21101,21001,20000,22000,22000,22100,22010,22010,22000,22000,22100,22000,22000,22010,22000,22000,22000,22000,22000,22000,22100,22000,22200,22222,22020,22001,22000,22100,22000,22000,20022,20002,21000,21010,21100,21100,21000,21000,21001,21000,21000,21000,21000,21010,21001,21000,21100,21000,21000,20000,21000,20022,20001,21020,21001,21001,20000,21000,21100,21022,21000,21000,21000,20100,20222,20100,21100,20100,21100,21100,20100,20010,20200,20010,20010
wessi,20100,21100,20001,22020,20100,20000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000,20000,20100,21000,21000,21200,20200,21000,21000,20001,22000,22000,22000,22100,22100,22000,22000,22000,22000,22001,22101,22000,22001,22000,22000,22000,22000,22000,22000,22000,22020,22222,22000,22000,22000,22000,22000,20021,20001,21001,21101,21001,21001,21001,21000,21000,21001,21000,21000,21000,21200,21000,21000,21000,21001,21001,20001,21001,20021,20002,21221,21001,21001,20000,21000,21000,21020,21000,21000,21000,20000,20020,20000,21000,20000,21000,21000,20000,20100,20000,20202,20200
weten,20000,20020,20002,22000,20000,20000,20100,20022,20020,20022,20002,20022,20020,21000,20022,20022,20022,20101,20101,20022,20022,20020,20000,20220,21200,20000,22010,22010,22020,22010,22010,22020,22022,22020,22010,22010,22000,22022,22000,22010,22001,22011,22022,22021,22020,22022,22100,22000,22222,22022,22020,22020,22022,20100,20100,21010,21001,21000,21000,21000,20022,21100,21000,21000,20022,20022,21000,20222,20022,20020,21000,21000,20001,21001,20101,20101,21000,21200,21200,20000,21010,21000,21100,20022,21001,20022,20000,20100,20000,21000,20001,21020,21020,20001,20000,20000,20000,20000
weven,20000,20020,20002,22000,20000,20000,20000,20022,20020,20022,20002,20022,20020,21000,20022,20022,20022,20001,20001,20022,20022,20020,20000,20020,21000,20000,22010,22010,22020,22010,22010,22020,22022,22020,22010,22010,22000,22022,22000,22010,22001,22011,22022,22021,22020,22022,22000,22000,22022,22222,22220,22020,22022,20000,20000,21010,21001,21000,21000,21000,20022,21000,21000,21000,20022,20022,21000,20022,20022,20020,21000,21000,20001,21001,20001,20001,21000,21000,21000,20000,21010,21000,21000,20022,21001,20022,20000,20000,20000,21000,20001,21020,21020,20001,20000,20000,20000,20000
wever,20000,20020,20000,22000,20000,20001,20000,20020,20020,20020,20000,20020,20022,21000,20020,20020,20020,20000,20000,20020,20021,20020,20000,20022,21000,20000,22010,22010,22022,22010,22010,22020,22020,22022,22010,22010,22000,22020,22000,22010,22000,22010,22020,22022,22020,22021,22001,22000,22020,22220,22222,22020,22020,20000,20000,21010,21000,21001,21001,21000,20020,21000,21000,21000,20020,20020,21000,20020,20020,20022,21000,21000,20000,21000,20000,20000,21000,21000,21000,20000,21010,21001,21000,20020,21000,20020,20001,20001,20001,21001,20001,21021,21021,20001,20000,20001,20000,20000
wezel,20001,20021,20001,22001,20000,20000,20000,20020,20022,20020,20000,20020,20020,21000,20021,20020,20020,20000,20000,20020,20020,20020,20100,20020,21000,20200,22010,22010,22020,22010,22010,22022,22020,22020,22010,22010,22000,22020,22001,22011,22001,22010,22020,22020,22022,22020,22000,22000,22020,22020,22020,22222,22220,20000,20000,21010,21000,21000,21000,21000,20020,21000,21000,21000,20020,20021,21000,20020,20220,20220,21000,21001,20000,21000,20000,20000,21000,21000,21000,20000,21010,21000,21000,20020,21000,20020,20000,20000,20000,21000,20000,21020,21020,20000,20001,20000,20000,20000
wezen,20000,20020,20002,22000,20000,20000,20000,20022,20020,20022,20002,20022,20020,21000,20022,20022,20022,20001,20001,20022,20022,20020,20100,20020,21000,20200,22010,22010,22020,22010,22010,22020,22022,22020,22010,22010,22000,22022,22000,22010,22001,22011,22022,22021,22020,22022,22000,22000,22022,22022,22020,22220,22222,20000,20000,21010,21001,21000,21000,21000,20022,21000,21000,21000,20022,20022,21000,20022,20222,20220,21000,21000,20001,21001,20001,20001,21000,21000,21000,20000,21010,21000,21000,20022,21001,20022,20000,20000,20000,21000,20001,21020,21020,20001,20000,20000,20000,20000
whist,20010,20010,20100,21020,20010,20000,21002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20011,20000,20000,20010,20010,20001,20001,20100,20000,20000,20000,20010,20010,20000,20000,20000,20000,20200,20210,20000,20100,20000,20000,20000,20000,20000,20000,20000,20022,20120,20001,20000,20000,20000,20000,22222,21102,20100,20110,20100,20100,20100,20000,20001,20100,20000,20000,20000,20010,20001,20000,20000,20100,20100,21100,20100,20122,20101,20120,20101,20101,20000,20000,20000,20022,20000,20000,20000,20000,20022,20000,20000,20000,20000,20000,20000,20010,20000,21110,20010
wicht,20000,20000,21000,20010,20000,20000,20222,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20001,20001,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20001,20000,20000,20000,20000,21012,22222,22000,22000,22000,22000,22000,20000,20001,21000,20000,20000,20000,20000,20001,20000,20000,22000,22000,22110,22000,22002,22001,22000,22001,22001,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,21020,20100
wieme,20000,20100,21000,20100,20000,20000,20000,20100,20100,20100,20000,20100,20100,20002,20100,20110,20100,20000,20000,20100,20100,20110,20000,20100,20002,21000,20102,20102,20101,20201,20201,20101,20101,20101,20102,21102,21100,20101,21100,20102,20100,20102,20101,20101,20101,20101,20100,21100,20101,20101,20101,20101,20101,21000,22000,22222,22200,22200,22200,22002,20100,20002,21002,20002,20100,20100,20002,20100,20100,20100,22002,22002,22000,22002,22000,22000,22002,22002,22002,20000,20202,20200,20200,20100,20002,20100,20000,20000,20000,20002,20000,20201,20201,20000,20000,20000,21000,20000
wiens,20002,20102,21010,20101,20002,20000,20000,20110,20100,20110,20010,20110,20100,20100,20110,20110,20110,20010,20012,20110,20110,20101,20001,20100,20100,21000,20100,20100,20100,20202,20202,20100,20110,20100,20100,21100,21102,20110,21100,20100,20120,20110,20110,20110,20100,20110,20101,21101,20110,20110,20100,20100,20110,21001,22000,22200,22222,22200,22200,22100,20110,20100,21100,20100,20110,20110,20101,20110,20110,20100,22100,22100,22010,22110,22011,22010,22101,22100,22100,20000,20200,20200,20201,20110,20110,20110,20000,20001,20000,20100,20020,20200,20200,20020,20002,20000,21001,20001
wierf,20000,20100,21000,20100,20000,20020,20000,20100,20101,20100,20000,20100,20110,20100,20100,20100,20100,20000,20000,20100,20110,20100,20000,20110,20100,21000,20100,20100,20110,20200,20200,20100,20100,20110,20100,21100,21100,20100,21100,20100,20100,20100,20100,20110,20100,20110,20110,21100,20100,20100,20110,20100,20100,21000,22000,22200,22200,22222,22220,22100,20100,20100,21101,20101,20100,20100,20100,20100,20100,20110,22100,22100,22000,22100,22000,22000,22100,22100,22100,20000,20200,20220,20200,20100,20100,20100,20020,20010,20010,20110,20010,20210,20212,20010,20000,20010,21000,20000
wierp,20000,20100,21000,20100,20000,20020,20000,20100,20100,20100,20000,20100,20110,20100,20100,20100,20100,20000,20000,20101,20110,20100,20000,20110,20100,21000,20100,20100,20110,20200,20201,20100,20100,20110,20100,21100,21100,20100,21100,20100,20100,20100,20100,20110,20101,20110,20110,21100,20100,20100,20110,20100,20100,21000,22000,22200,22200,22220,22222,22100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20110,22100,22100,22000,22100,22000,22000,22100,22100,22100,20000,20200,20220,20200,20100,20100,20100,20020,20010,20010,20110,20010,20210,20210,20010,20001,20010,21000,20000
wigge,20000,20001,21000,20001,20000,20000,20000,20001,20001,20201,20200,20001,20001,20002,20001,20001,20001,20000,20000,20001,20001,20001,20000,20001,20002,21100,20002,20002,20001,20021,20001,20201,20201,20201,20222,21002,21001,20001,21101,20002,20001,20002,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,21000,22000,22002,22001,22001,22001,22222,20001,20002,21002,20002,20001,20001,20002,20001,20001,20001,22002,22002,22000,22002,22000,22000,22002,22002,22002,20000,20002,20001,20001,20201,20002,20001,20000,20000,20000,20002,20100,20001,20001,20100,20000,20000,21000,20000
w1den,20000,20020,20002,20010,20000,20100,20000,20222,20020,20022,20002,20022,20020,20010,20022,20022,20022,21001,20001,20022,20022,20020,21000,20020,20010,20000,20010,20210,20220,20010,20010,20020,20022,20020,20010,20110,20110,20022,20010,20010,20011,20111,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20010,20010,22222,22210,22010,22010,22022,22022,22010,22022,22022,22020,20010,20110,20001,20111,20001,20001,20010,20010,20010,20200,20110,20110,20010,20022,20111,20022,20100,20000,20000,20010,20001,20120,20020,20001,20000,20000,20000,20000
w1dte,20000,20001,20000,20001,20000,20100,20010,20201,20001,20001,20000,20001,20001,20002,20001,20001,20001,21020,20020,20001,20001,20001,21000,20011,20012,20000,20002,20202,20201,20001,20001,20001,20001,20001,20002,20102,20101,20001,20001,20002,20001,20102,20001,20001,20001,20001,20011,20001,20011,20001,20001,20001,20001,20010,20010,20002,20001,20001,20001,20002,22201,22222,22002,22002,22001,22001,22002,22011,22001,22001,20002,20102,20000,20102,20010,20020,20002,20012,20022,20200,20102,20101,20011,20001,20102,20001,20100,20010,20000,20002,20000,20101,20001,20000,20000,20000,20000,20000
w1fie,20000,20001,20020,20001,20000,20000,20000,20001,20201,20001,20000,20001,20001,20002,20001,20001,20001,21000,20000,20001,20001,20001,21000,20001,20002,20020,20002,20002,20001,20001,20001,20001,20001,20001,20002,20012,20011,20001,20021,20002,20001,20002,20001,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20010,20010,20012,20011,20111,20011,20012,22001,22002,22222,22202,22001,22001,22002,22001,22001,22001,20012,20012,20010,20012,20010,20010,20012,20012,20012,20000,20002,20001,20001,20001,20002,20001,20000,20000,20000,20002,20000,20001,20101,20000,20000,20000,20010,20000
w1fje,20000,20001,20000,20001,20000,20000,20000,20001,20201,20001,20000,20001,20001,20002,20001,20001,20001,21000,20000,20001,20001,20001,21000,20001,20022,20000,20002,20002,20001,20001,20001,20001,20001,20001,20002,20002,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20002,20001,20101,20001,20002,22001,22002,22202,22222,22001,22001,22022,22001,22001,22001,20002,20002,20000,20002,20000,20000,20002,20022,20002,20000,20002,20001,20001,20001,20002,20001,20000,20000,20000,20002,20000,20001,20101,20000,20000,20000,20000,20000
w1ken,20000,20020,20002,20010,20100,20000,20000,20022,20020,20022,20002,20222,20220,20210,20022,20022,20022,21001,20001,20022,20022,20020,21000,20020,20010,20000,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20222,20010,20110,20011,20011,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20010,20010,22022,22010,22010,22010,22222,22022,22010,22022,22022,22020,20210,20010,20001,20011,20001,20001,20010,20010,20010,20100,20010,20010,20010,20022,20011,20022,20000,20000,20100,20110,20001,20020,20020,20001,20000,20000,20000,20000
w1len,20100,20220,20202,20210,20000,20000,20000,20022,20120,20022,20002,20022,20020,20010,20222,20022,20022,21001,20001,20022,20022,20020,21000,20020,20010,20000,20010,20010,20020,20010,20010,20120,20022,20020,20010,20010,20010,20022,20210,20210,20211,20011,20022,20021,20120,20022,20010,20010,20022,20022,20020,20120,20022,20000,20000,20010,20011,20010,20010,20010,22022,22010,22010,22010,22022,22222,22010,22022,22022,22020,20010,20210,20001,20011,20001,20001,20010,20010,20010,20000,20010,20010,20010,20022,20011,20022,20000,20000,20000,20010,20001,20020,20020,20001,20200,20000,20000,20000
w1sje,20100,20101,20000,20101,20100,20000,20000,20001,20001,20001,20000,20001,20001,20002,20001,20001,20001,21000,20100,20001,20001,20201,21200,20001,20022,20000,20002,20002,20001,20101,20101,20001,20001,20001,20002,20002,20101,20001,20001,20002,20001,20002,20001,20001,20001,20001,20101,20201,20001,20001,20001,20001,20001,20100,20000,20002,20101,20001,20001,20002,22001,22002,22002,22022,22001,22001,22222,22001,22001,22001,20002,20002,20000,20002,20100,20000,20202,20022,20002,20000,20002,20001,20101,20001,20002,20001,20000,20100,20000,20002,20000,20001,20001,20000,20100,20000,20200,20200
