Guess,parbo,par1s,pasen,polen,pools,pruis,paaps,paard,paars,paart,pacen,pacht,paddo,paddy,paden,padie,pager,pages,pak1s,pakje,palen,palet,palts,pampa,panda,panel,panen,panna,panne,panty,paper,papil,papje,pappa,parel,paren,paret,paria,parka,part1,party,pasar,pasja,pasje,passe,pasta,patat,patch,pater,patio,pauze,pedel,pedis,pegel,pekel,pelen,peluw,penis,penny,peper,peren,pesto,peter,pezen,pezig,piano,piepa,p1len,p1ler,p1nen,p1pen,p1per,p1pje,piket,pikol,pilav,pinas,pinda,pioen,pipet,piste,pitje,pitte,pixel,pizza,plaag,plaat,plaid,plane,plank,plano,plant,plebs,pleet,plein,pleit,plemp,plens,plint,ploeg,plomp,plons,plooi,ploos,ploot,plots,pluim,pluis,poeha,poema,poets,pogen,poger,poken,poker,polak,polio,polis,polka,ponem,poort,popel,porem,porie,porno,porto,porum,poses,potas,poten,poter,potig,potje,poule,pover,power,pozen,praal,praam,praat,prang,prauw,preek,prent,priel,priem,prima,prime,primo,prins,print,prion,prior,proef,promo,pronk,pront,prooi,prove,provo,proxy,proza,pruik,pruim,prune,pruts,psalm,puber,pubis,puist,punch,pupil,puppy,puree,puren,putse,putto,pylon,pingo,plurk,pangi,parwa,peies
porem,21200,20200,20020,22020,22000,20100,20000,20100,20100,20100,20020,20000,21000,20000,20020,20010,20120,20020,20000,20010,20020,20020,20000,20001,20000,20020,20020,20000,20010,20000,20120,20000,20010,20000,20220,20220,20220,20200,20200,20200,20200,20100,20000,20010,20010,20000,20000,20000,20120,21000,20010,20020,20010,20020,20020,20020,20010,20010,20010,20120,20220,21010,20120,20020,20010,21000,20010,20020,20120,20020,20020,20120,20010,20020,21000,20000,20000,20000,21020,20020,20010,20010,20010,20020,20000,20000,20000,20000,20010,20000,21000,20000,20010,20020,20010,20010,20011,20010,20000,21020,21001,21000,21000,21000,21000,21000,20002,20000,22010,22011,22010,22020,22120,22020,22120,22000,22000,22000,22000,22022,22100,22020,22222,22210,22200,22200,22202,22020,22000,22020,22120,22000,22010,22010,22120,22120,22020,20100,20102,20100,20100,20100,20120,20110,20120,20122,20101,20111,21101,20100,20100,21100,21100,21120,21101,21100,21100,21100,21110,21100,21100,21100,20100,20102,20110,20100,20002,20120,20000,20000,20000,20000,20000,20220,20220,20010,21000,21000,21000,20100,20000,20200,20020
porie,21200,20200,20001,22001,22000,20120,20000,20100,20100,20100,20001,20000,21000,20000,20001,20022,20101,20001,20000,20002,20001,20001,20000,20000,20000,20001,20001,20000,20002,20000,20101,20020,20002,20000,20201,20201,20201,20220,20200,20200,20200,20100,20000,20002,20002,20000,20000,20000,20101,21020,20002,20001,20021,20001,20001,20001,20001,20021,20001,20101,20201,21001,20101,20001,20021,21010,20011,20001,20101,20001,20001,20101,20002,20011,21010,20010,20010,20010,21011,20011,20012,20012,20012,20011,20010,20000,20000,20020,20002,20000,21000,20000,20001,20001,20021,20021,20001,20001,20010,21001,21000,21000,21010,21000,21000,21000,20020,20020,22001,22001,22001,22001,22101,22001,22101,22000,22020,22020,22000,22001,22100,22001,22201,22222,22200,22200,22200,22001,22000,22001,22101,22020,22002,22002,22101,22101,22001,20100,20100,20100,20100,20100,20101,20101,20111,20111,20110,20112,21110,20110,20110,21110,21110,21101,21100,21100,21100,21110,21102,21100,21100,21100,20120,20120,20102,20100,20000,20101,20020,20010,20000,20020,20000,20202,20201,20002,21000,21000,21010,20100,20010,20200,20011
porno,20202,20200,20010,22010,22001,20100,20000,20100,20100,20100,20010,20000,20002,20000,20010,20000,20100,20000,20000,20000,20010,20000,20000,20000,20010,20010,20010,20020,20020,20010,20100,20000,20000,20000,20200,20210,20200,20200,20200,20200,20200,20100,20000,20000,20000,20000,20000,20000,20100,20002,20000,20000,20000,20000,20000,20010,20000,20010,20020,20100,20210,20002,20100,20010,20000,20022,20000,20010,20100,20010,20010,20100,20000,20000,21000,20000,20010,20010,21010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20020,20022,20020,20000,20000,20010,20000,20000,20020,20020,21000,21000,21020,21001,21001,21001,21000,20000,20000,22000,22000,22000,22010,22100,22010,22100,22000,22002,22000,22000,22010,22101,22000,22200,22200,22222,22202,22200,22000,22000,22010,22100,22000,22000,22000,22100,22100,22010,20100,20100,20100,20120,20100,20100,20120,20100,20100,20100,20100,20102,20120,20120,21110,21100,21100,21102,21120,21120,21101,21100,21102,21100,21100,20100,20100,20120,20100,20000,20100,20000,20000,20010,20000,20000,20200,20210,20000,20002,21010,20012,20100,20010,20200,20000
porto,20202,20200,20000,22000,22001,20100,20000,20100,20100,20110,20000,20010,20002,20000,20000,20000,20100,20000,20000,20000,20000,20010,20020,20000,20000,20000,20000,20000,20000,20020,20100,20000,20000,20000,20200,20200,20210,20200,20200,20220,20220,20100,20000,20000,20000,20020,20010,20010,20110,20012,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20200,20022,20110,20000,20000,20002,20000,20000,20100,20000,20000,20100,20000,20010,21000,20000,20000,20000,21000,20010,20020,20010,20020,20000,20000,20000,20010,20000,20000,20000,20002,20010,20000,20010,20000,20010,20000,20000,20010,21000,21000,21000,21001,21001,21011,21020,20000,20000,22000,22000,22020,22000,22100,22000,22100,22000,22002,22000,22000,22000,22111,22000,22200,22200,22202,22222,22200,22000,22010,22010,22110,22010,22010,22000,22100,22100,22000,20100,20100,20110,20100,20100,20100,20110,20100,20100,20100,20100,20102,20100,20110,21100,21100,21100,21102,21100,21110,21101,21100,21102,21100,21100,20100,20100,20100,20120,20000,20100,20000,20010,20000,20000,20000,20200,20200,20010,20022,21000,20002,20100,20000,20200,20000
porum,21200,20200,20000,22000,22000,20110,20000,20100,20100,20100,20000,20000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20200,20200,20200,20200,20200,20200,20200,20100,20000,20000,20000,20000,20000,20000,20100,21000,20010,20000,20000,20000,20000,20000,20020,20000,20000,20100,20200,21000,20100,20000,20000,21000,20000,20000,20100,20000,20000,20100,20000,20000,21000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20001,20000,20000,21000,21001,21000,21000,21000,21000,21000,20012,20010,22000,22001,22000,22000,22100,22000,22100,22000,22000,22000,22000,22002,22100,22000,22202,22200,22200,22200,22222,22000,22000,22000,22100,22000,22000,22010,22100,22100,22000,20100,20102,20100,20100,20120,20100,20100,20100,20102,20101,20101,21101,20100,20100,21100,21100,21100,21101,21100,21100,21100,21100,21100,21100,21100,20110,20112,20110,20110,20002,20110,20010,20010,20010,20010,20010,20210,20210,20010,21010,21000,21000,20110,20000,20200,20000
poses,21000,20002,20220,22020,22002,20002,20002,20000,20002,20000,20020,20000,21000,20000,20020,20010,20020,20022,20002,20010,20020,20020,20002,20000,20000,20020,20020,20000,20010,20000,20020,20000,20010,20000,20020,20020,20020,20000,20000,20000,20000,20200,20200,20210,20211,20200,20000,20000,20020,21000,20010,20020,20012,20020,20020,20020,20010,20012,20010,20020,20020,21210,20020,20020,20010,21000,20010,20020,20020,20020,20020,20020,20010,20020,21000,20000,20002,20000,21020,20020,20210,20010,20010,20020,20000,20000,20000,20000,20010,20000,21000,20000,20012,20020,20010,20010,20010,20012,20000,21020,21000,21002,21000,21002,21000,21002,20000,20002,22010,22010,22012,22020,22020,22020,22020,22000,22000,22002,22000,22020,22000,22020,22020,22010,22000,22000,22000,22222,22002,22020,22020,22000,22010,22010,22020,22020,22020,20000,20000,20000,20000,20000,20020,20010,20020,20020,20000,20010,21000,20002,20000,21000,21000,21020,21000,21000,21000,21000,21010,21000,21000,21000,20000,20000,20010,20002,20100,20020,20002,20100,20000,20000,20000,20020,20020,20110,21000,21000,21000,20000,20000,20000,20022
potas,21010,20012,20011,22000,22002,20002,20012,20010,20012,20110,20010,20110,21010,20010,20010,20010,20010,20012,20012,20010,20010,20110,20112,20010,20010,20010,20010,20010,20010,20110,20010,20010,20010,20010,20010,20010,20110,20010,20010,20110,20110,20021,20011,20011,20011,20111,20220,20210,20210,21210,20010,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,21101,20200,20000,20000,21010,20010,20000,20000,20000,20000,20000,20000,20100,21000,20020,20022,20010,21000,20100,20101,20200,20200,20000,20010,20020,20120,20010,20010,20010,21010,20110,20002,20100,20000,20100,20000,20002,20100,21000,21000,21002,21000,21002,21100,21102,20000,20002,22010,22010,22102,22000,22000,22000,22000,22020,22000,22002,22010,22000,22100,22000,22000,22000,22000,22100,22000,22002,22222,22200,22200,22200,22200,22000,22000,22000,22000,20020,20020,20120,20010,20010,20000,20100,20000,20000,20010,20000,21000,20002,20100,21000,21000,21000,21000,21000,21100,21000,21000,21000,21000,21010,20000,20000,20000,20102,20011,20000,20002,20101,20000,20000,20000,20000,20000,20201,21200,21000,21000,20000,20010,20010,20002
poten,21000,20000,20022,22022,22000,20000,20000,20000,20000,20100,20022,20100,21000,20000,20022,20010,20020,20020,20000,20010,20022,20120,20100,20000,20001,20021,20022,20001,20011,20101,20020,20000,20010,20000,20020,20022,20120,20000,20000,20100,20100,20000,20000,20010,20010,20100,20200,20200,20220,21200,20010,20020,20010,20020,20020,20022,20010,20011,20011,20020,20022,21110,20220,20022,20010,21001,20010,20022,20020,20022,20022,20020,20010,20120,21000,20000,20001,20001,21022,20120,20110,20210,20210,20020,20000,20000,20100,20000,20011,20001,21001,20101,20010,20120,20012,20110,20010,20011,20101,21020,21000,21001,21000,21000,21100,21100,20000,20000,22010,22010,22110,22022,22020,22022,22020,22000,22000,22000,22000,22021,22100,22020,22020,22010,22001,22100,22000,22020,22200,22222,22220,22200,22210,22010,22020,22020,22022,20000,20000,20100,20001,20000,20020,20111,20020,20020,20000,20010,21000,20001,20101,21002,21000,21020,21000,21001,21101,21000,21010,21000,21000,21000,20000,20000,20011,20100,20000,20020,20000,20100,20001,20000,20000,20020,20022,20210,21200,21002,21001,20000,20001,20000,20020
poter,21001,20001,20020,22020,22000,20001,20000,20001,20001,20101,20020,20100,21000,20000,20020,20010,20022,20020,20000,20010,20020,20120,20100,20000,20000,20020,20020,20000,20010,20100,20022,20000,20010,20000,20021,20021,20121,20001,20001,20101,20101,20002,20000,20010,20010,20100,20200,20200,20222,21200,20010,20020,20010,20020,20020,20020,20010,20010,20010,20022,20021,21110,20222,20020,20010,21000,20010,20020,20022,20020,20020,20022,20010,20120,21000,20000,20000,20000,21020,20120,20110,20210,20210,20020,20000,20000,20100,20000,20010,20000,21000,20100,20010,20120,20010,20110,20010,20010,20100,21020,21000,21000,21000,21000,21100,21100,20000,20000,22010,22010,22110,22020,22022,22020,22022,22000,22000,22000,22000,22020,22101,22020,22021,22011,22001,22101,22001,22020,22200,22220,22222,22200,22210,22010,22022,22022,22020,20001,20001,20101,20001,20001,20021,20111,20021,20021,20001,20011,21001,20001,20101,21001,21002,21021,21001,21001,21101,21001,21011,21001,21001,21001,20001,20001,20011,20101,20000,20022,20000,20100,20000,20000,20000,20021,20021,20210,21200,21000,21000,20001,20000,20001,20020
potig,21000,20000,20000,22000,22000,20020,20000,20000,20000,20100,20000,20100,21000,20000,20000,20020,20001,20001,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20100,20000,20020,20000,20000,20000,20000,20100,20020,20000,20100,20100,20000,20000,20000,20000,20100,20200,20200,20200,21220,20000,20000,20020,20001,20000,20000,20000,20020,20000,20000,20000,21100,20200,20000,20022,21010,20010,20000,20000,20000,20000,20000,20000,20110,21010,20010,20010,20010,21010,20110,20110,20210,20210,20010,20010,20002,20100,20020,20000,20000,21000,20100,20000,20100,20020,20120,20000,20000,20110,21002,21000,21000,21010,21000,21100,21100,20020,20020,22000,22000,22100,22001,22001,22000,22000,22000,22020,22020,22000,22000,22100,22000,22000,22020,22000,22100,22000,22000,22200,22200,22200,22222,22200,22000,22000,22000,22000,20000,20000,20100,20002,20000,20000,20100,20010,20010,20010,20010,21010,20010,20110,21010,21010,21000,21000,21000,21100,21010,21000,21000,21000,21000,20020,20020,20000,20100,20000,20000,20020,20110,20000,20020,20000,20000,20000,20200,21200,21000,21011,20000,20011,20000,20010
potje,21000,20000,20001,22001,22000,20000,20000,20000,20000,20100,20001,20100,21000,20000,20001,20002,20001,20001,20000,20022,20001,20101,20100,20000,20000,20001,20001,20000,20002,20100,20001,20000,20022,20000,20001,20001,20101,20000,20000,20100,20100,20000,20020,20022,20002,20100,20200,20200,20201,21200,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21101,20201,20001,20001,21000,20001,20001,20001,20001,20001,20001,20022,20101,21000,20000,20000,20000,21001,20101,20102,20222,20202,20001,20000,20000,20100,20000,20002,20000,21000,20100,20001,20101,20001,20101,20001,20001,20100,21001,21000,21000,21000,21000,21100,21100,20000,20000,22001,22001,22101,22001,22001,22001,22001,22000,22000,22000,22000,22001,22100,22001,22001,22002,22000,22100,22000,22001,22200,22201,22201,22200,22222,22002,22001,22001,22001,20000,20000,20100,20000,20000,20001,20101,20001,20001,20000,20002,21000,20000,20100,21000,21000,21001,21000,21000,21100,21000,21002,21000,21000,21000,20000,20000,20002,20100,20000,20001,20000,20100,20000,20000,20000,20002,20001,20202,21200,21000,21000,20000,20000,20000,20001
poule,21000,20000,20001,22011,22020,20200,20000,20000,20000,20000,20001,20000,21000,20000,20001,20002,20001,20001,20000,20002,20011,20011,20010,20000,20000,20011,20001,20000,20002,20000,20001,20010,20002,20000,20011,20001,20001,20000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20000,20001,21000,20202,20011,20001,20011,20011,20011,20111,20001,20001,20001,20001,21001,20001,20001,20001,21000,20001,20011,20011,20001,20001,20001,20002,20001,21010,20010,20000,20000,21001,20001,20002,20002,20002,20011,20000,20010,20010,20010,20012,20010,21010,20010,20011,20011,20011,20011,20011,20011,20010,21011,21010,21010,21010,21010,21010,21010,20210,20210,22001,22001,22001,22001,22001,22001,22001,22010,22010,22010,22010,22001,22000,22011,22001,22002,22000,22000,22100,22001,22000,22001,22001,22000,22002,22222,22001,22001,22001,20010,20000,20000,20000,20100,20001,20001,20011,20001,20000,20002,21000,20000,20000,21000,21000,21001,21000,21000,21000,21000,21002,21000,21000,21000,20200,20200,20202,20200,20020,20101,20100,20100,20100,20110,20100,20102,20101,20102,21100,21010,21000,20210,20000,20000,20001
pover,21001,20001,20020,22020,22000,20001,20000,20001,20001,20001,20020,20000,21000,20000,20020,20010,20022,20020,20000,20010,20020,20020,20000,20000,20000,20020,20020,20000,20010,20000,20022,20000,20010,20000,20021,20021,20021,20001,20001,20001,20001,20002,20000,20010,20010,20000,20000,20000,20022,21000,20010,20020,20010,20020,20020,20020,20010,20010,20010,20022,20021,21010,20022,20020,20010,21000,20010,20020,20022,20020,20020,20022,20010,20020,21000,20100,20000,20000,21020,20020,20010,20010,20010,20020,20000,20000,20000,20000,20010,20000,21000,20000,20010,20020,20010,20010,20010,20010,20000,21020,21000,21000,21000,21000,21000,21000,20000,20000,22010,22010,22010,22020,22022,22020,22022,22000,22000,22000,22000,22020,22001,22020,22021,22011,22001,22001,22001,22020,22000,22020,22022,22000,22010,22010,22222,22022,22020,20001,20001,20001,20001,20001,20021,20011,20021,20021,20001,20011,21001,20001,20001,21001,21002,21021,21001,21001,21001,21001,21111,21101,21001,21001,20001,20001,20011,20001,20000,20022,20000,20000,20000,20000,20000,20021,20021,20010,21000,21000,21000,20001,20000,20001,20020
power,21001,20001,20020,22020,22000,20001,20000,20001,20001,20001,20020,20000,21000,20000,20020,20010,20022,20020,20000,20010,20020,20020,20000,20000,20000,20020,20020,20000,20010,20000,20022,20000,20010,20000,20021,20021,20021,20001,20001,20001,20001,20002,20000,20010,20010,20000,20000,20000,20022,21000,20010,20020,20010,20020,20020,20020,20110,20010,20010,20022,20021,21010,20022,20020,20010,21000,20010,20020,20022,20020,20020,20022,20010,20020,21000,20000,20000,20000,21020,20020,20010,20010,20010,20020,20000,20000,20000,20000,20010,20000,21000,20000,20010,20020,20010,20010,20010,20010,20000,21020,21000,21000,21000,21000,21000,21000,20000,20000,22010,22010,22010,22020,22022,22020,22022,22000,22000,22000,22000,22020,22001,22020,22021,22011,22001,22001,22001,22020,22000,22020,22022,22000,22010,22010,22022,22222,22020,20001,20001,20001,20001,20101,20021,20011,20021,20021,20001,20011,21001,20001,20001,21001,21002,21021,21001,21001,21001,21001,21011,21001,21001,21001,20001,20001,20011,20001,20000,20022,20000,20000,20000,20000,20000,20021,20021,20010,21000,21000,21000,20001,20000,20101,20020
pozen,21000,20000,20022,22022,22000,20000,20000,20000,20000,20000,20022,20000,21000,20000,20022,20010,20020,20020,20000,20010,20022,20020,20000,20000,20001,20021,20022,20001,20011,20001,20020,20000,20010,20000,20020,20022,20020,20000,20000,20000,20000,20000,20000,20010,20010,20000,20000,20000,20020,21000,20110,20020,20010,20020,20020,20022,20010,20011,20011,20020,20022,21010,20020,20222,20210,21001,20010,20022,20020,20022,20022,20020,20010,20020,21000,20000,20001,20001,21022,20020,20010,20010,20010,20020,20200,20000,20000,20000,20011,20001,21001,20001,20010,20020,20012,20010,20010,20011,20001,21020,21000,21001,21000,21000,21000,21000,20000,20000,22010,22010,22010,22022,22020,22022,22020,22000,22000,22000,22000,22021,22000,22020,22020,22010,22001,22000,22000,22020,22000,22022,22020,22000,22010,22010,22020,22020,22222,20000,20000,20000,20001,20000,20020,20011,20020,20020,20000,20010,21000,20001,20001,21002,21000,21020,21000,21001,21001,21000,21010,21000,21000,21100,20000,20000,20011,20000,20000,20020,20000,20000,20001,20000,20000,20020,20022,20010,21000,21002,21001,20000,20001,20000,20020
praal,21100,21100,20100,20001,20001,22000,20210,21210,21210,21210,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20101,20101,20101,20110,20110,20102,20100,20110,20100,20100,21100,20102,20100,20110,21102,21100,21100,21110,21110,21100,21100,21120,20110,20100,20100,20110,20120,20100,21100,20100,20100,20002,20000,20002,20002,20001,20001,20000,20000,21000,21000,20000,21000,20000,20000,20200,20100,20001,21001,20000,20000,21000,20000,20000,20002,20021,20020,20100,20000,20000,20000,20000,20000,20002,20100,20221,20221,20201,20201,20201,20201,20201,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20100,20100,20000,20000,21000,20000,21000,20021,20001,20001,20101,20000,21000,20002,21000,21000,21000,21000,21000,20000,20020,20000,21000,20000,20000,20001,21000,21000,20000,22222,22220,22220,22200,22200,22000,22000,22002,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,20201,21000,20000,20000,20000,20002,20000,21000,21000,20000,20000,20001,20000,21001,20100,21110,20000
praam,21100,21100,20100,20000,20000,22000,20210,21210,21210,21210,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20111,20110,20100,20100,20110,20100,20100,21100,20100,20100,20110,21100,21100,21100,21110,21110,21100,21100,21120,20110,20100,20100,20110,20120,20100,21100,20100,20100,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,21000,20000,20000,20200,20100,20000,21000,20000,20000,21000,20000,20000,20000,20020,20020,20100,20000,20000,20000,20000,20000,20000,20100,20220,20220,20200,20200,20200,20200,20200,20000,20000,20000,20000,20001,20000,20000,20000,20001,20000,20000,20000,20000,20000,20002,20000,20100,20101,20000,20000,21000,20000,21000,20020,20000,20000,20100,20002,21000,20000,21002,21000,21000,21000,21002,20000,20020,20000,21000,20000,20000,20000,21000,21000,20000,22220,22222,22220,22200,22200,22000,22000,22000,22002,22101,22001,22001,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22100,22000,22002,22000,22000,20202,21000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,21000,20100,21110,20000
praat,21100,21100,20100,20000,20000,22000,20210,21210,21210,21212,20100,20102,20100,20100,20100,20100,21100,20100,20100,20100,20100,20102,20101,20110,20110,20100,20100,20110,20100,20101,21100,20100,20100,20110,21100,21100,21102,21110,21110,21101,21101,21120,20110,20100,20100,20111,20122,20101,21101,20101,20100,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20001,21001,20000,20000,20200,20100,20000,21000,20000,20000,21000,20000,20002,20000,20020,20020,20100,20000,20002,20001,20001,20001,20000,20100,20220,20222,20200,20200,20200,20200,20202,20000,20002,20000,20002,20000,20000,20002,20000,20000,20000,20000,20000,20002,20001,20000,20000,20100,20100,20001,20000,21000,20000,21000,20020,20000,20000,20100,20000,21002,20000,21000,21000,21000,21001,21000,20000,20021,20001,21001,20001,20001,20000,21000,21000,20000,22220,22220,22222,22200,22200,22000,22002,22000,22000,22100,22000,22000,22000,22002,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22100,22000,22000,22000,22001,20200,21000,20000,20002,20000,20000,20000,21000,21000,20001,20001,20000,20000,21000,20100,21110,20000
prang,21100,21100,20110,20010,20000,22000,20200,21200,21200,21200,20110,20100,20100,20100,20110,20100,21101,20101,20100,20100,20110,20100,20100,20100,20110,20110,20110,20120,20120,20110,21100,20100,20100,20100,21100,21110,21100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20000,20000,20001,20000,20010,20000,20010,20020,21000,21010,20000,21000,20010,20002,20220,20100,20010,21000,20010,20010,21000,20000,20000,20000,20100,20110,20110,20010,20000,20000,20000,20000,20000,20100,20202,20200,20200,20220,20220,20220,20220,20000,20000,20010,20000,20000,20020,20020,20002,20000,20020,20000,20000,20000,20000,20000,20000,20100,20100,20000,20011,21001,20010,21000,20100,20000,20000,20100,20010,21000,20000,21000,21000,21020,21000,21000,20000,20100,20010,21000,20002,20000,20000,21000,21000,20010,22200,22200,22200,22222,22200,22000,22020,22000,22000,22100,22000,22000,22020,22020,22010,22000,22000,22000,22020,22020,22000,22000,22000,22000,22100,22000,22000,22020,22000,20200,21000,20000,20000,20010,20000,20000,21000,21010,20000,20000,20010,20011,21000,20111,21100,20000
prauw,21100,21100,20100,20000,20000,22010,20200,21200,21200,21200,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,21100,21100,21100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,21100,20100,20110,20000,20000,20000,20000,20000,20022,20000,20000,21000,21000,20000,21000,20000,20000,20200,20100,20000,21000,20000,20000,21000,20000,20000,20000,20100,20100,20100,20000,20000,20000,20000,20000,20000,20100,20200,20200,20200,20200,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20100,20100,20000,20000,21000,20000,21000,20100,20000,20000,20100,20000,21000,20000,21000,21000,21000,21000,21020,20000,20100,20000,21000,20000,20000,20010,21000,21001,20000,22200,22200,22200,22200,22222,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22010,22010,22010,22010,20200,21010,20010,20010,20010,20010,20010,21010,21010,20010,20010,20000,20000,21010,20100,21101,20000
preek,21000,21000,20020,20020,20000,22000,20000,21000,21000,21000,20020,20000,20000,20000,20020,20100,21020,20020,20001,20101,20020,20020,20000,20000,20000,20020,20020,20000,20100,20000,21020,20000,20100,20000,21020,21020,21020,21000,21001,21000,21000,21000,20000,20100,20100,20000,20000,20000,21020,20000,20100,20120,20100,20120,20121,20120,20100,20100,20100,21120,21120,20100,21120,20120,20100,20000,20200,20020,21020,20020,20020,21020,20100,20021,20001,20000,20000,20000,20020,20020,20100,20100,20100,20020,20000,20000,20000,20000,20100,20002,20000,20000,20200,20220,20200,20200,20200,20200,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20020,21020,20021,21021,20002,20000,20000,20001,20020,21000,20020,21020,21100,21000,21000,21000,20020,20000,20020,21020,20000,20100,20100,21020,21020,20020,22000,22000,22000,22000,22000,22222,22200,22020,22020,22000,22100,22000,22000,22000,22000,22000,22020,22000,22002,22000,22000,22100,22000,22000,22000,22002,22000,22100,22000,20000,21020,20000,20000,20000,20000,20000,21120,21020,20100,20000,20000,20000,21002,20000,21000,20120
prent,21000,21000,20110,20110,20000,22000,20000,21000,21000,21002,20110,20002,20000,20000,20110,20100,21100,20100,20000,20100,20110,20102,20001,20000,20010,20110,20110,20020,20120,20011,21100,20000,20100,20000,21100,21110,21102,21000,21000,21001,21001,21000,20000,20100,20100,20001,20002,20001,21101,20001,20100,20100,20100,20100,20100,20110,20100,20110,20120,21100,21110,20101,21101,20110,20100,20020,20200,20110,21100,20110,20110,21100,20100,20102,20000,20000,20010,20010,20110,20102,20101,20101,20101,20100,20000,20000,20002,20000,20120,20020,20020,20022,20200,20202,20210,20202,20200,20220,20022,20100,20000,20020,20000,20000,20002,20001,20000,20000,20200,20200,20201,20110,21100,20110,21100,20000,20000,20000,20000,20110,21002,20100,21100,21100,21020,21001,21000,20100,20001,20111,21101,20001,20101,20100,21100,21100,20110,22000,22000,22002,22020,22000,22200,22222,22100,22100,22000,22100,22000,22020,22022,22010,22000,22100,22000,22020,22022,22000,22100,22000,22000,22000,22000,22000,22120,22001,20000,21100,20000,20002,20010,20000,20000,21100,21110,20101,20001,20010,20010,21000,20010,21000,20100
priel,21000,21000,20020,20021,20001,22100,20000,21000,21000,21000,20020,20000,20000,20000,20020,20110,21020,20020,20000,20010,20021,20021,20001,20000,20000,20022,20020,20000,20010,20000,21020,20102,20010,20000,21022,21020,21020,21100,21000,21000,21000,21000,20000,20010,20010,20000,20000,20000,21020,20100,20010,20022,20110,20022,20022,20021,20011,20110,20010,21020,21020,20010,21020,20020,20110,20100,20110,20021,21021,20020,20020,21020,20010,20120,20102,20101,20100,20100,20120,20120,20110,20110,20110,20122,20100,20001,20001,20101,20011,20001,20001,20001,20011,20021,20111,20111,20011,20011,20201,20021,20001,20001,20101,20001,20001,20001,20101,20101,20010,20010,20010,20020,21020,20020,21020,20001,20101,20101,20001,20020,21000,20022,21020,21110,21000,21000,21000,20020,20000,20020,21020,20100,20010,20011,21020,21020,20020,22002,22000,22000,22000,22000,22020,22010,22222,22220,22200,22210,22200,22200,22200,22200,22200,22020,22000,22000,22000,22100,22010,22000,22000,22000,22100,22100,22010,22000,20001,21020,20100,20200,20000,20102,20000,21020,21020,20010,20000,20001,20100,21001,20100,21000,20220
priem,21000,21000,20020,20020,20000,22100,20000,21000,21000,21000,20020,20000,20000,20000,20020,20110,21020,20020,20000,20010,20020,20020,20000,20001,20000,20020,20020,20000,20010,20000,21020,20100,20010,20000,21020,21020,21020,21100,21000,21000,21000,21000,20000,20010,20010,20000,20000,20000,21020,20100,20010,20020,20110,20020,20020,20020,20010,20110,20010,21020,21020,20010,21020,20020,20110,20100,20110,20020,21020,20020,20020,21020,20010,20120,20100,20100,20100,20100,20120,20120,20110,20110,20110,20120,20100,20000,20000,20100,20010,20000,20000,20000,20010,20020,20110,20110,20011,20010,20200,20020,20001,20000,20100,20000,20000,20000,20102,20100,20010,20011,20010,20020,21020,20020,21020,20000,20100,20100,20000,20022,21000,20020,21022,21110,21000,21000,21002,20020,20000,20020,21020,20100,20010,20010,21020,21020,20020,22000,22002,22000,22000,22000,22020,22010,22220,22222,22201,22211,22201,22200,22200,22200,22200,22020,22001,22000,22000,22100,22010,22000,22000,22000,22100,22102,22010,22000,20002,21020,20100,20200,20000,20100,20000,21020,21020,20010,20000,20000,20100,21000,20100,21000,20220
